23_02_06_1_ao_4.csv;;;;;Em amarelo s�o os pontos de aquisi��o de temperatura;;;;;;;;;;
06/02/2023 08:09;;;;;Em verde s�o os pontos de aquisi��o de press�o;;;;;;;;;;
;;;;;;;;;;;;;;;
16;;;;;;;;;;;;;;;
TIME;" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""DIO""";" ""TOTAL""";" ""ALARM1""";" ""ALARM2"""
44900,40191;20,9965;20,9959;21,1901;21,5796;21,8677;22,0849;-3,37447;-0,663147;239,844;241,351;249,884;255;0;0;0
44900,40193;21,0006;20,9997;21,1898;21,584;21,8693;22,0905;-3,36586;-0,662827;241,664;241,016;249,746;255;0;0;0
44900,40195;20,9925;21,0004;21,1929;21,5798;21,8681;22,0915;-3,38617;-0,654434;240,661;242,378;248,394;255;0;0;0
44900,40197;20,9883;21,0026;21,1866;21,5777;21,8672;22,0876;-3,3656;-0,648491;240,603;240,257;248,35;255;0;0;0
44900,40199;20,9932;21,0002;21,1926;21,5828;21,8693;22,0909;-3,3782;-0,642647;239,732;240,703;250,339;255;0;0;0
44900,40201;20,9893;20,9939;21,1925;21,566;21,8572;22,0775;-3,39079;-0,648392;240,526;241,884;250,726;255;0;0;0
44900,40204;20,9873;20,9887;21,1963;21,5691;21,8561;22,0764;-3,36436;-0,646088;240,599;240,404;247,944;255;0;0;0
44900,40206;20,9833;20,9895;21,1929;21,569;21,8613;22,0848;-3,36936;-0,651367;240,868;237,941;249,53;255;0;0;0
44900,40208;20,9879;20,9883;21,1967;21,5752;21,8571;22,0884;-3,37482;-0,654762;241,386;240,601;251,095;255;0;0;0
44900,4021;20,9851;20,9913;21,1949;21,5639;21,8518;22,0863;-3,36526;-0,647537;241,219;240,455;249,047;255;0;0;0
44900,40212;20,9809;20,9913;21,1978;21,5764;21,8599;22,0847;-3,37702;-0,653725;240,43;239,424;251,178;255;0;0;0
44900,40214;20,986;20,9903;21,1866;21,5725;21,8547;22,0848;-3,38055;-0,64991;239,204;241,672;248,456;255;0;0;0
44900,40216;20,9812;20,9938;21,1885;21,5684;21,8603;22,0811;-3,35847;-0,638702;240,331;240,2;251,596;255;0;0;0
44900,40219;20,9722;20,9905;21,1886;21,5697;21,8542;22,0778;-3,37367;-0,652718;240,956;239,629;251,998;255;0;0;0
44900,40221;20,9727;20,987;21,1841;21,5633;21,851;22,0762;-3,37166;-0,644058;240,735;240,545;252,017;255;0;0;0
44900,40223;20,9716;20,9869;21,187;21,5635;21,8533;22,0747;-3,36633;-0,641685;239,228;237,863;251,29;255;0;0;0
44900,40225;20,9764;20,981;21,1824;21,5573;21,8463;22,08;-3,36973;-0,645454;239,901;242,084;250,549;255;0;0;0
44900,40227;20,9775;20,9845;21,1873;21,5654;21,8462;22,0798;-3,38395;-0,645241;239,594;240,696;251,27;255;0;0;0
44900,40229;20,9781;20,9852;21,1832;21,5656;21,8558;22,0791;-3,36816;-0,640297;239,205;242,843;250,059;255;0;0;0
44900,40231;20,9865;20,9956;21,1889;21,5695;21,8578;22,0888;-3,36617;-0,649521;239,147;241,837;248,488;255;0;0;0
44900,40234;20,9828;20,9893;21,1898;21,5661;21,8522;22,09;-3,36978;-0,642456;240,146;241,551;249,011;255;0;0;0
44900,40236;20,9837;20,9952;21,1869;21,5735;21,8594;22,0901;-3,35927;-0,639427;241,542;241,898;250,511;255;0;0;0
44900,40238;20,9807;20,9916;21,1833;21,5681;21,8557;22,0922;-3,35455;-0,639816;239,732;241,434;251,396;255;0;0;0
44900,4024;20,9856;20,9889;21,1908;21,5714;21,8548;22,0915;-3,35977;-0,647011;241,78;240,088;249,858;255;0;0;0
44900,40242;20,9865;20,9861;21,1864;21,5619;21,8564;22,0853;-3,34411;-0,633682;239,465;242,286;250,306;255;0;0;0
44900,40244;20,9753;20,9862;21,1882;21,5667;21,8543;22,0896;-3,36516;-0,649261;240,413;242,307;251,594;255;0;0;0
44900,40246;20,9706;20,9785;21,1911;21,5594;21,8509;22,0794;-3,36666;-0,649803;239,119;241,32;250,78;255;0;0;0
44900,40249;20,9779;20,9936;21,1883;21,5662;21,8539;22,0833;-3,35612;-0,641884;240,76;242,748;252,648;255;0;0;0
44900,40251;20,9752;20,9846;21,1945;21,5697;21,8502;22,0801;-3,36442;-0,64418;239,95;241,427;251,046;255;0;0;0
44900,40253;20,9783;20,9839;21,1877;21,5662;21,8498;22,0877;-3,37731;-0,653313;240,688;239,733;250,124;255;0;0;0
44900,40255;20,9821;20,9881;21,1817;21,5688;21,8528;22,0806;-3,37238;-0,646004;242,745;239,728;247,03;255;0;0;0
44900,40257;20,9682;20,9789;21,1801;21,5632;21,8427;22,08;-3,3689;-0,647026;239,534;241,278;251,161;255;0;0;0
44900,40259;20,9774;20,9785;21,1852;21,5597;21,8569;22,0868;-3,36787;-0,647362;240,077;240,964;248,415;255;0;0;0
44900,40261;20,9781;20,9839;21,1844;21,5625;21,8471;22,0871;-3,36187;-0,642334;240,681;239,792;248,421;255;0;0;0
44900,40263;20,9666;20,9831;21,1829;21,5631;21,8457;22,0856;-3,37399;-0,644424;240,613;240,016;249,767;255;0;0;0
44900,40266;20,9588;20,976;21,1812;21,5566;21,8432;22,0785;-3,38625;-0,655861;239,722;241,077;247,868;255;0;0;0
44900,40268;20,9665;20,9752;21,1802;21,5497;21,8378;22,0798;-3,35857;-0,638664;240,829;239,732;248,866;255;0;0;0
44900,4027;20,9662;20,9805;21,1889;21,5659;21,8509;22,0852;-3,35987;-0,656853;240,9;239,345;249,76;255;0;0;0
44900,40272;20,9672;20,977;21,1852;21,5538;21,8458;22,0799;-3,36745;-0,647377;240,015;242,861;250,84;255;0;0;0
44900,40274;20,9688;20,9879;21,1801;21,5604;21,8457;22,0942;-3,37321;-0,643776;238,709;240,144;251,043;255;0;0;0
44900,40276;20,9752;20,9881;21,1832;21,5576;21,8492;22,0915;-3,36681;-0,661995;240,727;241,714;250,83;255;0;0;0
44900,40278;20,9873;20,999;21,1944;21,5733;21,8565;22,0945;-3,35693;-0,642143;239,204;239,69;249,508;255;0;0;0
44900,40281;20,9805;20,9886;21,1932;21,5617;21,8531;22,0964;-3,3789;-0,660225;239,914;239,567;250,822;255;0;0;0
44900,40283;20,9719;20,9888;21,1929;21,5592;21,8518;22,0941;-3,37194;-0,639816;241,351;241,627;252,402;255;0;0;0
44900,40285;20,9749;20,981;21,1942;21,5564;21,8421;22,089;-3,37277;-0,648079;239,593;242,185;249,961;255;0;0;0
44900,40287;20,978;20,9866;21,1896;21,5647;21,8517;22,0909;-3,37645;-0,652115;240,617;242,819;249,888;255;0;0;0
44900,40289;20,9775;20,9828;21,1942;21,5557;21,8451;22,092;-3,39527;-0,646614;242,038;240,426;249,706;255;0;0;0
44900,40291;20,9659;20,9765;21,1853;21,5535;21,8401;22,0865;-3,38191;-0,644585;239,865;242,123;250,526;255;0;0;0
44900,40293;20,9659;20,9742;21,1812;21,5545;21,8491;22,0888;-3,37256;-0,648773;240,026;242,045;247,679;255;0;0;0
44900,40296;20,9665;20,9779;21,1874;21,5551;21,8413;22,0844;-3,38016;-0,646912;238,492;243,11;248,231;255;0;0;0
44900,40298;20,9804;20,9853;21,1835;21,5692;21,8514;22,0886;-3,39035;-0,660248;239,296;240,388;249,227;255;0;0;0
44900,403;20,9795;20,9816;21,1902;21,5569;21,8455;22,0889;-3,37014;-0,653961;240,769;241,673;250,538;255;0;0;0
44900,40302;20,9788;20,987;21,1849;21,5631;21,8479;22,0914;-3,37074;-0,656921;238,747;241,24;250,028;255;0;0;0
44900,40304;20,9825;20,9874;21,1837;21,5703;21,8484;22,0985;-3,36755;-0,644684;240,651;241,867;251,261;255;0;0;0
44900,40306;20,9755;20,9875;21,1786;21,5595;21,8511;22,0946;-3,37281;-0,645432;241,701;241,124;247,765;255;0;0;0
44900,40308;20,9818;20,993;21,1797;21,5697;21,8521;22,093;-3,37682;-0,656799;240,272;240,461;250,277;255;0;0;0
44900,40311;20,9756;20,9862;21,1753;21,5615;21,8461;22,0986;-3,36575;-0,642624;239,474;241,256;250,865;255;0;0;0
44900,40313;20,9675;20,9785;21,1827;21,5649;21,8569;22,0991;-3,37472;-0,655365;240,335;241,234;250,978;255;0;0;0
44900,40315;20,979;20,9877;21,1773;21,5652;21,8528;22,0932;-3,36919;-0,640923;240,834;242,103;250,096;255;0;0;0
44900,40317;20,9803;20,9827;21,1864;21,5602;21,8483;22,097;-3,38069;-0,656021;240,558;240,146;249,683;255;0;0;0
44900,40319;20,9741;20,9825;21,1826;21,5636;21,8483;22,1051;-3,37143;-0,645378;239,991;240,929;249,807;255;0;0;0
44900,40321;20,9775;20,9805;21,1858;21,5578;21,8456;22,1028;-3,37697;-0,653313;239,663;241,855;249,266;255;0;0;0
44900,40323;20,9704;20,9862;21,1809;21,5619;21,852;22,1024;-3,36519;-0,62822;239,148;239,35;250,75;255;0;0;0
44900,40325;20,9695;20,9856;21,1841;21,5549;21,8399;22,1006;-3,36989;-0,647713;238,478;238,938;249,884;255;0;0;0
44900,40328;20,9656;20,9781;21,1874;21,5645;21,8474;22,099;-3,38154;-0,649086;240,806;238,234;248,984;255;0;0;0
44900,4033;20,9706;20,9811;21,1825;21,5536;21,8427;22,0944;-3,38149;-0,652359;240,039;241,137;245,854;255;0;0;0
44900,40332;20,9732;20,9876;21,1841;21,5599;21,8452;22,0933;-3,36017;-0,647278;242,173;240,593;247,134;255;0;0;0
44900,40334;20,9721;20,9805;21,1866;21,5609;21,844;22,1002;-3,37932;-0,653809;242,004;240,335;249,534;255;0;0;0
44900,40336;20,976;20,9892;21,1862;21,56;21,8463;22,1034;-3,37109;-0,648087;242,49;241,809;249,69;255;0;0;0
44900,40338;20,9746;20,981;21,1897;21,5674;21,8538;22,0977;-3,37486;-0,650757;239,586;239,145;249,028;255;0;0;0
44900,4034;20,9715;20,976;21,179;21,5602;21,8382;22,0993;-3,36252;-0,654556;240,023;242,833;251,106;255;0;0;0
44900,40343;20,9766;20,9887;21,187;21,5671;21,846;22,104;-3,35686;-0,648827;240,488;240,527;248,231;255;0;0;0
44900,40345;20,9767;20,979;21,1865;21,567;21,8462;22,1013;-3,37237;-0,652504;239,954;241,891;250,002;255;0;0;0
44900,40347;20,9752;20,9829;21,1867;21,5593;21,8411;22,1035;-3,36759;-0,639282;241,651;241,802;251,454;255;0;0;0
44900,40349;20,969;20,9861;21,1863;21,5623;21,8403;22,1036;-3,38318;-0,651726;240,567;242,281;251,926;255;0;0;0
44900,40351;20,9693;20,9776;21,1861;21,5522;21,8456;22,0947;-3,38343;-0,642509;238,232;241,386;251,879;255;0;0;0
44900,40353;20,9739;20,9759;21,1881;21,5567;21,8453;22,1017;-3,38463;-0,647148;241,057;240,905;249,02;255;0;0;0
44900,40355;20,9783;20,9867;21,18;21,5666;21,8515;22,1114;-3,38795;-0,643456;242,532;240,813;248,125;255;0;0;0
44900,40358;20,972;20,9891;21,1886;21,559;21,849;22,105;-3,38149;-0,643105;238,99;239,054;248,577;255;0;0;0
44900,4036;20,9771;20,9955;21,1804;21,5624;21,8482;22,1091;-3,37902;-0,643967;240,508;241,857;248,361;255;0;0;0
44900,40362;20,9821;20,9921;21,18;21,5722;21,8547;22,1178;-3,38573;-0,659233;240,402;241,386;251,35;255;0;0;0
44900,40364;20,9813;20,9857;21,1842;21,5734;21,85;22,1114;-3,37168;-0,639915;241,526;240,415;249,974;255;0;0;0
44900,40366;20,98;20,9894;21,1807;21,5656;21,8593;22,1213;-3,40215;-0,646095;241,749;238,241;248,972;255;0;0;0
44900,40368;20,9741;20,9859;21,191;21,5672;21,848;22,1071;-3,37537;-0,63694;241,698;240,136;251,6;255;0;0;0
44900,4037;20,9712;20,9887;21,188;21,5575;21,8489;22,1121;-3,38088;-0,652222;239,948;239,882;248,764;255;0;0;0
44900,40373;20,9821;20,9922;21,1916;21,5705;21,8538;22,1146;-3,3893;-0,657135;240,471;241,013;248,683;255;0;0;0
44900,40375;20,9753;20,9878;21,1851;21,5688;21,8568;22,1255;-3,37701;-0,663216;239,173;240,592;250,197;255;0;0;0
44900,40377;20,981;20,987;21,1899;21,564;21,8512;22,1161;-3,38585;-0,650558;239,242;239,714;248,98;255;0;0;0
44900,40379;20,9801;20,991;21,1912;21,5635;21,8539;22,1191;-3,37794;-0,654961;242,702;241,429;249,602;255;0;0;0
44900,40381;20,9808;20,9863;21,1874;21,5609;21,8491;22,1165;-3,3989;-0,650513;242,329;241,186;247,931;255;0;0;0
44900,40383;20,9756;20,9824;21,1938;21,5598;21,8514;22,118;-3,38718;-0,652306;241,281;240,771;251,766;255;0;0;0
44900,40385;20,9689;20,98;21,1868;21,5678;21,8449;22,1116;-3,38102;-0,65625;240,181;241,873;250,605;255;0;0;0
44900,40388;20,9754;20,9871;21,1845;21,5632;21,8433;22,1111;-3,37873;-0,650688;240,874;241,222;250,624;255;0;0;0
44900,4039;20,9649;20,9825;21,1892;21,5547;21,8375;22,1129;-3,37965;-0,651085;239,092;240,27;250,357;255;0;0;0
44900,40392;20,9719;20,9843;21,1869;21,5593;21,8432;22,1127;-3,38287;-0,652931;238,908;241,092;252,26;255;0;0;0
44900,40394;20,9817;20,9946;21,1865;21,5659;21,8601;22,1257;-3,38257;-0,661003;242,383;242,233;250,286;255;0;0;0
44900,40396;20,9789;20,9968;21,1899;21,5692;21,8512;22,1325;-3,39183;-0,65535;241,311;238,383;251,134;255;0;0;0
44900,40398;20,9861;20,9889;21,192;21,5715;21,8572;22,1282;-3,38012;-0,652466;238,735;241,315;249,351;255;0;0;0
44900,404;20,9839;20,988;21,1888;21,5644;21,8519;22,1189;-3,38709;-0,654381;237,742;241,84;251,312;255;0;0;0
44900,40402;20,9882;20,9948;21,1932;21,5693;21,8542;22,1328;-3,39333;-0,663834;239,528;240,803;248,152;255;0;0;0
44900,40405;20,9805;20,9931;21,1918;21,5666;21,8485;22,1246;-3,38834;-0,653107;240,25;241,303;251,187;255;0;0;0
44900,40407;20,9657;20,9847;21,1811;21,557;21,842;22,1238;-3,38574;-0,652466;241,338;241,722;249,138;255;0;0;0
44900,40409;20,9658;20,9833;21,1871;21,558;21,8459;22,1194;-3,38577;-0,645782;241,867;239,552;251,665;255;0;0;0
44900,40411;20,9716;20,9908;21,1814;21,5617;21,8506;22,1202;-3,37673;-0,656502;241,03;240,135;248,778;255;0;0;0
44900,40413;20,9673;20,9868;21,1782;21,5606;21,8517;22,1172;-3,38255;-0,638756;240,704;241,251;250,75;255;0;0;0
44900,40415;20,9746;20,9842;21,1803;21,5618;21,8435;22,1157;-3,36337;-0,647675;240,339;240,062;251,099;255;0;0;0
44900,40417;20,9753;20,9835;21,1797;21,5676;21,8509;22,1227;-3,38391;-0,653564;239,427;239,594;246,889;255;0;0;0
44900,4042;20,9673;20,9807;21,1875;21,5592;21,8442;22,1109;-3,36885;-0,652344;242,352;242,242;249,378;255;0;0;0
44900,40422;20,965;20,9771;21,1889;21,5597;21,8363;22,117;-3,37128;-0,651314;240,961;241,857;249,367;255;0;0;0
44900,40424;20,9647;20,9769;21,1908;21,5606;21,8395;22,114;-3,37951;-0,647469;238,239;241,865;250,202;255;0;0;0
44900,40426;20,9727;20,9835;21,1853;21,5632;21,8459;22,1171;-3,37269;-0,652061;241,056;240,701;250,318;255;0;0;0
44900,40428;20,9781;20,9897;21,1863;21,5678;21,8518;22,1154;-3,37784;-0,648491;241,357;240,026;252,501;255;0;0;0
44900,4043;20,9743;20,9801;21,1903;21,5687;21,8474;22,1201;-3,35761;-0,641273;241,633;239,572;248,988;255;0;0;0
44900,40432;20,977;20,9881;21,193;21,5651;21,8491;22,1266;-3,3734;-0,649498;241,169;240,06;249,452;255;0;0;0
44900,40435;20,9744;20,9838;21,1929;21,5649;21,8488;22,1224;-3,37716;-0,653961;239,555;240,611;250,947;255;0;0;0
44900,40437;20,9775;20,9831;21,1917;21,5609;21,8481;22,1219;-3,36628;-0,656326;242,482;241,011;249,364;255;0;0;0
44900,40439;20,97;20,9877;21,1857;21,5699;21,847;22,125;-3,37919;-0,647011;241,373;240,705;251,576;255;0;0;0
44900,40441;20,9731;20,9872;21,1868;21,5604;21,8415;22,1218;-3,38181;-0,644089;238,834;240,174;250,788;255;0;0;0
44900,40443;20,9755;20,9924;21,1873;21,5679;21,8538;22,1277;-3,38546;-0,655579;241,857;238,434;249,64;255;0;0;0
44900,40445;20,9715;20,9846;21,1797;21,5604;21,8397;22,1292;-3,38355;-0,653542;241,611;241,144;250,847;255;0;0;0
44900,40447;20,9721;20,984;21,1877;21,5677;21,8534;22,1317;-3,38884;-0,661003;242,18;239,909;248,223;255;0;0;0
44900,4045;20,9684;20,9796;21,1871;21,5568;21,8437;22,1323;-3,37474;-0,645798;240,633;240,861;250,068;255;0;0;0
44900,40452;20,9714;20,9868;21,1877;21,5637;21,8452;22,1307;-3,38419;-0,656586;239,651;242,66;250,965;255;0;0;0
44900,40454;20,9682;20,9809;21,1891;21,5659;21,8491;22,1346;-3,38504;-0,652481;239,505;240,659;251,24;255;0;0;0
44900,40456;20,9735;20,9865;21,1835;21,5677;21,8497;22,1281;-3,38265;-0,655846;239,682;241,605;249,314;255;0;0;0
44900,40458;20,9795;20,9887;21,1782;21,5745;21,8534;22,141;-3,38625;-0,65361;239,995;240,746;248,101;255;0;0;0
44900,4046;20,9798;20,9948;21,1839;21,5701;21,8447;22,136;-3,37742;-0,649506;240,572;239,763;248,482;255;0;0;0
44900,40462;20,9788;20,9874;21,185;21,5709;21,856;22,1339;-3,39206;-0,653847;241,008;241,153;248,63;255;0;0;0
44900,40465;20,9782;20,9976;21,1796;21,5691;21,8553;22,1367;-3,37761;-0,651108;241,022;238,877;251,384;255;0;0;0
44900,40467;20,9852;20,9901;21,1808;21,57;21,8573;22,1341;-3,38072;-0,643791;239,106;242,755;248,241;255;0;0;0
44900,40469;20,9824;20,9974;21,1846;21,5723;21,8548;22,1337;-3,37054;-0,645012;240,718;241,057;248,827;255;0;0;0
44900,40471;20,9733;20,9911;21,1825;21,564;21,8574;22,1334;-3,3761;-0,656601;239,819;239,725;251,078;255;0;0;0
44900,40473;20,9806;20,9949;21,1824;21,5673;21,8502;22,1297;-3,36595;-0,642784;241,096;239,934;250,823;255;0;0;0
44900,40475;20,9728;20,983;21,1824;21,5636;21,8497;22,1316;-3,37708;-0,650024;242,2;240,801;248,632;255;0;0;0
44900,40477;20,9716;20,9814;21,1827;21,5667;21,8468;22,1305;-3,39046;-0,653091;238,463;241,364;250,655;255;0;0;0
44900,40479;20,971;20,9855;21,1821;21,5614;21,8432;22,1243;-3,3792;-0,65107;240,582;241,4;248,899;255;0;0;0
44900,40482;20,9752;20,9846;21,1851;21,5633;21,8531;22,1316;-3,38154;-0,646774;238,842;240,737;250,971;255;0;0;0
44900,40484;20,9855;20,9915;21,1806;21,5688;21,8511;22,1327;-3,39049;-0,650841;240,657;241,175;248,749;255;0;0;0
44900,40486;20,978;20,9876;21,1856;21,5676;21,8544;22,1348;-3,37827;-0,645271;239,856;241,172;249,65;255;0;0;0
44900,40488;20,9813;20,9962;21,1805;21,5707;21,8537;22,1386;-3,37852;-0,64785;238,692;240,842;248,446;255;0;0;0
44900,4049;20,9769;20,9925;21,1827;21,5669;21,8543;22,1372;-3,37096;-0,654396;240,915;241,778;249,869;255;0;0;0
44900,40492;20,9801;20,9947;21,185;21,5722;21,8529;22,1395;-3,37627;-0,654434;241,868;241,803;250,748;255;0;0;0
44900,40494;20,9835;20,9925;21,1794;21,5768;21,852;22,138;-3,37178;-0,660973;241,716;241,884;250,848;255;0;0;0
44900,40497;20,9818;20,9896;21,1917;21,5716;21,8538;22,1365;-3,37185;-0,646599;240,137;240,951;247,721;255;0;0;0
44900,40499;20,9705;20,9868;21,1922;21,5697;21,8464;22,1372;-3,36641;-0,643539;238,523;241,043;248,709;255;0;0;0
44900,40501;20,9779;20,9896;21,1863;21,5666;21,8534;22,1309;-3,36131;-0,638596;241,192;241,689;249,296;255;0;0;0
44900,40503;20,9775;20,9876;21,1882;21,5667;21,844;22,1336;-3,37556;-0,641281;239,746;242,415;248,99;255;0;0;0
44900,40505;20,9716;20,9944;21,1877;21,564;21,8477;22,1343;-3,36538;-0,650276;240,015;240,298;250,095;255;0;0;0
44900,40507;20,9813;20,9922;21,1877;21,5711;21,8553;22,1348;-3,37076;-0,638382;239,871;240,398;251,464;255;0;0;0
44900,40509;20,9746;20,9884;21,1837;21,5685;21,8437;22,1341;-3,37221;-0,647156;241,233;240,191;250,487;255;0;0;0
44900,40512;20,9748;20,9822;21,1906;21,566;21,8513;22,1414;-3,37327;-0,654503;240,591;239,926;252,544;255;0;0;0
44900,40514;20,9756;20,9851;21,1904;21,5646;21,8504;22,1357;-3,35984;-0,645645;239,886;241,663;250,599;255;0;0;0
44900,40516;20,9769;20,9827;21,1844;21,5652;21,851;22,1387;-3,38463;-0,643364;240,045;241,285;248,367;255;0;0;0
44900,40518;20,977;20,9862;21,1859;21,5631;21,8438;22,1385;-3,36562;-0,640327;241,485;242,4;252,06;255;0;0;0
44900,4052;20,9762;20,9889;21,1861;21,5648;21,843;22,1443;-3,37733;-0,642143;241,546;241,205;249,803;255;0;0;0
44900,40522;20,978;20,9882;21,1898;21,567;21,8483;22,1359;-3,37016;-0,654152;239,182;240,484;249,67;255;0;0;0
44900,40524;20,9739;20,9893;21,1933;21,5659;21,8502;22,1382;-3,37362;-0,647728;239,487;240,341;246,031;255;0;0;0
44900,40527;20,9792;20,9929;21,188;21,5687;21,8555;22,1422;-3,37457;-0,639;239,5;239,485;249,34;255;0;0;0
44900,40529;20,9853;20,9896;21,1862;21,5714;21,8533;22,1461;-3,37212;-0,64679;240,735;241,338;249,392;255;0;0;0
44900,40531;20,9818;20,984;21,1895;21,5689;21,8533;22,1476;-3,38068;-0,654083;241,887;240,756;251,178;255;0;0;0
44900,40533;20,9732;20,9958;21,1903;21,5675;21,8533;22,1423;-3,36986;-0,6427;239,342;242,507;251,13;255;0;0;0
44900,40535;20,9759;20,9915;21,1877;21,5739;21,8546;22,1524;-3,37876;-0,630005;242,03;242,979;248,156;255;0;0;0
44900,40537;20,9749;20,989;21,1846;21,5638;21,8468;22,1504;-3,38177;-0,643402;238,692;241,762;249,399;255;0;0;0
44900,40539;20,9734;20,9811;21,1878;21,566;21,842;22,1454;-3,37293;-0,661926;241,464;241,376;249,727;255;0;0;0
44900,40542;20,9754;20,9865;21,1868;21,5714;21,8439;22,1411;-3,3645;-0,653809;238,196;240,671;250,517;255;0;0;0
44900,40544;20,9791;20,9852;21,1897;21,5642;21,8522;22,1541;-3,36494;-0,665306;239,814;240,315;249,118;255;0;0;0
44900,40546;20,9733;20,987;21,184;21,5691;21,8471;22,1443;-3,37323;-0,650963;240,483;241,713;249,349;255;0;0;0
44900,40548;20,9807;20,9865;21,1836;21,5703;21,8486;22,1489;-3,37895;-0,642578;239,147;240,522;250,88;255;0;0;0
44900,4055;20,9844;20,9939;21,1808;21,5741;21,856;22,1547;-3,36977;-0,648529;240,019;241,661;250,291;255;0;0;0
44900,40552;20,99;20,992;21,1837;21,5733;21,8552;22,1578;-3,38055;-0,648476;240,695;240,615;250,892;255;0;0;0
44900,40554;20,9783;20,9955;21,1858;21,576;21,8601;22,1569;-3,37998;-0,645897;240,865;237,997;249,975;255;0;0;0
44900,40556;20,9957;21,0027;21,1833;21,578;21,8614;22,1544;-3,37164;-0,655647;240,552;238,301;249,914;255;0;0;0
44900,40559;20,9974;21,0014;21,1791;21,5922;21,8713;22,1607;-3,38292;-0,653137;240,802;239,612;250,212;255;0;0;0
44900,40561;20,9919;21,0091;21,1897;21,5807;21,8573;22,1595;-3,37203;-0,636139;239,612;241,198;252,041;255;0;0;0
44900,40563;20,9891;20,9955;21,1849;21,581;21,8603;22,1588;-3,37737;-0,641464;234,507;241,243;246,901;255;0;0;0
44900,40565;20,984;20,9972;21,1877;21,575;21,8545;22,1537;-3,37696;-0,634476;239,518;240,198;250,487;255;0;0;0
44900,40567;20,9895;20,9993;21,1882;21,578;21,8582;22,1531;-3,38907;-0,658691;240,664;241,911;250,152;255;0;0;0
44900,40569;20,9939;21,0118;21,1862;21,5875;21,8613;22,1584;-3,37678;-0,638702;239,649;242,325;249,888;255;0;0;0
44900,40571;20,9996;21,0033;21,1885;21,5852;21,8694;22,162;-3,38606;-0,647186;241,531;241,605;250,78;255;0;0;0
44900,40574;20,9947;21,007;21,1848;21,5828;21,8638;22,1576;-3,38396;-0,637169;240,295;243,614;249,848;255;0;0;0
44900,40576;20,9973;21,0062;21,1877;21,5875;21,8707;22,1567;-3,37035;-0,648315;241,422;241,902;251,507;255;0;0;0
44900,40578;20,9895;20,9962;21,182;21,5774;21,8615;22,1512;-3,38177;-0,648148;239,544;236,034;248,654;255;0;0;0
44900,4058;20,9883;21,0007;21,1813;21,6034;21,8531;22,145;-3,37048;-0,646935;240,074;238,633;247,955;255;0;0;0
44900,40582;20,983;21,0015;21,1826;21,7868;21,8577;22,1481;-3,3802;-0,64888;240,844;234,622;250,887;255;0;0;0
44900,40584;20,9859;20,9995;21,1868;21,9366;21,8574;22,1517;-3,38428;-0,649498;240,866;235,917;249,791;255;0;0;0
44900,40586;20,9946;20,999;21,1909;22,0203;21,8589;22,0964;-3,37444;-0,651588;240,911;237,358;250,983;255;0;0;0
44900,40589;20,9882;20,9965;21,1909;22,056;21,8596;21,9562;-3,36985;-0,652718;242,447;236,261;248,688;255;0;0;0
44900,40591;20,9885;21,0054;21,1887;22,04;21,8608;21,8273;-3,36568;-0,647995;241,799;235,764;248,48;255;0;0;0
44900,40593;20,9963;20,9998;21,1953;21,9224;21,8576;21,7206;-3,38039;-0,66275;242,983;237,428;249,996;255;0;0;0
