23_02_06_1_ao_4.csv;;;;;Em amarelo s�o os pontos de aquisi��o de temperatura;;;;;;;;;;
44963,33958;;;;;Em verde s�o os pontos de aquisi��o de press�o;;;;;;;;;;
;;;;;;;;;;;;;;;
16;;;;;;;;;;;;;;;
TIME;" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""DIO""";" ""TOTAL""";" ""ALARM1""";" ""ALARM2"""
44896,42459;21,1645;20,9887;21,5971;21,5691;21,8561;22,0764;239,391;-0,646088;203,795;240,404;247,944;255;0;0;0
44896,42461;21,1674;20,9895;21,595;21,569;21,8613;22,0848;240,592;-0,651367;203,791;237,941;249,53;255;0;0;0
44896,42463;21,162;20,9883;21,5909;21,5752;21,8571;22,0884;240,766;-0,654762;203,803;240,601;251,095;255;0;0;0
44896,42466;21,1615;20,9913;21,5961;21,5639;21,8518;22,0863;238,588;-0,647537;203,789;240,455;249,047;255;0;0;0
44896,42468;21,1701;20,9913;21,5895;21,5764;21,8599;22,0847;240,446;-0,653725;203,788;239,424;251,178;255;0;0;0
44896,4247;21,1693;20,9903;21,59;21,5725;21,8547;22,0848;240,669;-0,64991;203,794;241,672;248,456;255;0;0;0
44896,42472;21,1661;20,9938;21,5969;21,5684;21,8603;22,0811;239,918;-0,638702;203,786;240,2;251,596;255;0;0;0
44896,42474;21,1739;20,9905;21,5864;21,5697;21,8542;22,0778;241,097;-0,652718;203,801;239,629;251,998;255;0;0;0
44896,42476;21,1754;20,987;21,5876;21,5633;21,851;22,0762;239,327;-0,644058;203,78;240,545;252,017;255;0;0;0
44896,42478;21,1693;20,9869;21,5883;21,5635;21,8533;22,0747;239,532;-0,641685;203,8;237,863;251,29;255;0;0;0
44896,42481;21,1639;20,981;21,5843;21,5573;21,8463;22,08;238,026;-0,645454;203,783;242,084;250,549;255;0;0;0
44896,42483;21,1682;20,9845;21,5919;21,5654;21,8462;22,0798;240,524;-0,645241;203,794;240,696;251,27;255;0;0;0
44896,42485;21,1647;20,9852;21,5894;21,5656;21,8558;22,0791;241,511;-0,640297;203,801;242,843;250,059;255;0;0;0
44896,42487;21,1729;20,9956;21,597;21,5695;21,8578;22,0888;241,316;-0,649521;203,804;241,837;248,488;255;0;0;0
44896,42489;21,1729;20,9893;21,5939;21,5661;21,8522;22,09;239,602;-0,642456;203,801;241,551;249,011;255;0;0;0
44896,42491;21,1712;20,9952;21,5966;21,5735;21,8594;22,0901;240,856;-0,639427;203,787;241,898;250,511;255;0;0;0
44896,42493;21,1664;20,9916;21,5926;21,5681;21,8557;22,0922;241,466;-0,639816;203,786;241,434;251,396;255;0;0;0
44896,42496;21,165;20,9889;21,5908;21,5714;21,8548;22,0915;241,261;-0,647011;203,793;240,088;249,858;255;0;0;0
44896,42498;21,1687;20,9861;21,5905;21,5619;21,8564;22,0853;242,131;-0,633682;203,794;242,286;250,306;255;0;0;0
44896,425;21,1701;20,9862;21,5893;21,5667;21,8543;22,0896;241,82;-0,649261;203,799;242,307;251,594;255;0;0;0
44896,42502;21,1667;20,9785;21,5863;21,5594;21,8509;22,0794;240,634;-0,649803;203,789;241,32;250,78;255;0;0;0
44896,42504;21,1678;20,9936;21,5851;21,5662;21,8539;22,0833;240,365;-0,641884;203,794;242,748;252,648;255;0;0;0
44896,42506;21,1748;20,9846;21,5861;21,5697;21,8502;22,0801;240,205;-0,64418;203,802;241,427;251,046;255;0;0;0
44896,42508;21,174;20,9839;21,587;21,5662;21,8498;22,0877;240,168;-0,653313;203,804;239,733;250,124;255;0;0;0
44896,42511;21,1716;20,9881;21,5848;21,5688;21,8528;22,0806;239,797;-0,646004;203,799;239,728;247,03;255;0;0;0
44896,42513;21,1731;20,9789;21,5769;21,5632;21,8427;22,08;240,021;-0,647026;203,803;241,278;251,161;255;0;0;0
44896,42515;21,1757;20,9785;21,5899;21,5597;21,8569;22,0868;240,895;-0,647362;203,817;240,964;248,415;255;0;0;0
44896,42517;21,1783;20,9839;21,5797;21,5625;21,8471;22,0871;238,337;-0,642334;203,79;239,792;248,421;255;0;0;0
44896,42519;21,1819;20,9831;21,5827;21,5631;21,8457;22,0856;241,362;-0,644424;203,793;240,016;249,767;255;0;0;0
44896,42521;21,1762;20,976;21,5731;21,5566;21,8432;22,0785;239,191;-0,655861;203,796;241,077;247,868;255;0;0;0
44896,42523;21,1843;20,9752;21,5722;21,5497;21,8378;22,0798;238,97;-0,638664;203,797;239,732;248,866;255;0;0;0
44896,42525;21,1794;20,9805;21,5845;21,5659;21,8509;22,0852;240,83;-0,656853;203,806;239,345;249,76;255;0;0;0
44896,42528;21,1866;20,977;21,5752;21,5538;21,8458;22,0799;240,749;-0,647377;203,8;242,861;250,84;255;0;0;0
44896,4253;21,1835;20,9879;21,5877;21,5604;21,8457;22,0942;241,398;-0,643776;203,807;240,144;251,043;255;0;0;0
44896,42532;21,1745;20,9881;21,584;21,5576;21,8492;22,0915;240,471;-0,661995;203,797;241,714;250,83;255;0;0;0
44896,42534;21,1727;20,999;21,5977;21,5733;21,8565;22,0945;240,553;-0,642143;203,795;239,69;249,508;255;0;0;0
44896,42536;21,172;20,9886;21,5941;21,5617;21,8531;22,0964;238,379;-0,660225;203,797;239,567;250,822;255;0;0;0
44896,42538;21,1776;20,9888;21,5896;21,5592;21,8518;22,0941;242,397;-0,639816;203,795;241,627;252,402;255;0;0;0
44896,4254;21,1783;20,981;21,5811;21,5564;21,8421;22,089;239,589;-0,648079;203,793;242,185;249,961;255;0;0;0
44896,42543;21,1818;20,9866;21,5881;21,5647;21,8517;22,0909;238,861;-0,652115;203,793;242,819;249,888;255;0;0;0
44896,42545;21,1817;20,9828;21,5799;21,5557;21,8451;22,092;239,212;-0,646614;203,802;240,426;249,706;255;0;0;0
44896,42547;21,1876;20,9765;21,5784;21,5535;21,8401;22,0865;240,154;-0,644585;203,801;242,123;250,526;255;0;0;0
44896,42549;21,1873;20,9742;21,5747;21,5545;21,8491;22,0888;240,38;-0,648773;203,788;242,045;247,679;255;0;0;0
44896,42551;21,1903;20,9779;21,5814;21,5551;21,8413;22,0844;239,361;-0,646912;203,792;243,11;248,231;255;0;0;0
44896,42553;21,1864;20,9853;21,5864;21,5692;21,8514;22,0886;240,889;-0,660248;203,778;240,388;249,227;255;0;0;0
44896,42555;21,1889;20,9816;21,5815;21,5569;21,8455;22,0889;239,469;-0,653961;203,791;241,673;250,538;255;0;0;0
44896,42558;21,1797;20,987;21,5792;21,5631;21,8479;22,0914;239,92;-0,656921;203,79;241,24;250,028;255;0;0;0
44896,4256;21,1836;20,9874;21,5871;21,5703;21,8484;22,0985;238,661;-0,644684;203,808;241,867;251,261;255;0;0;0
44896,42562;21,1827;20,9875;21,5845;21,5595;21,8511;22,0946;239,29;-0,645432;203,796;241,124;247,765;255;0;0;0
44896,42564;21,181;20,993;21,5919;21,5697;21,8521;22,093;240,141;-0,656799;203,796;240,461;250,277;255;0;0;0
44896,42566;21,1791;20,9862;21,5886;21,5615;21,8461;22,0986;241,669;-0,642624;203,8;241,256;250,865;255;0;0;0
44896,42568;21,1823;20,9785;21,5809;21,5649;21,8569;22,0991;241,342;-0,655365;203,812;241,234;250,978;255;0;0;0
44896,4257;21,1776;20,9877;21,5888;21,5652;21,8528;22,0932;241,846;-0,640923;203,796;242,103;250,096;255;0;0;0
44896,42573;21,1783;20,9827;21,5855;21,5602;21,8483;22,097;238,471;-0,656021;203,824;240,146;249,683;255;0;0;0
44896,42575;21,1849;20,9825;21,5856;21,5636;21,8483;22,1051;239,861;-0,645378;203,806;240,929;249,807;255;0;0;0
44896,42577;21,1852;20,9805;21,5827;21,5578;21,8456;22,1028;239,995;-0,653313;203,798;241,855;249,266;255;0;0;0
44896,42579;21,1788;20,9862;21,5832;21,5619;21,852;22,1024;241,848;-0,62822;203,8;239,35;250,75;255;0;0;0
44896,42581;21,18;20,9856;21,5829;21,5549;21,8399;22,1006;241,459;-0,647713;203,82;238,938;249,884;255;0;0;0
44896,42583;21,1856;20,9781;21,5849;21,5645;21,8474;22,099;238,827;-0,649086;203,803;238,234;248,984;255;0;0;0
44896,42585;21,1884;20,9811;21,5761;21,5536;21,8427;22,0944;241,379;-0,652359;203,791;241,137;245,854;255;0;0;0
44896,42587;21,1901;20,9876;21,5774;21,5599;21,8452;22,0933;240,452;-0,647278;203,797;240,593;247,134;255;0;0;0
44896,4259;21,19;20,9805;21,5766;21,5609;21,844;22,1002;240,602;-0,653809;203,803;240,335;249,534;255;0;0;0
44896,42592;21,1873;20,9892;21,5841;21,56;21,8463;22,1034;241,886;-0,648087;203,807;241,809;249,69;255;0;0;0
44896,42594;21,192;20,981;21,5884;21,5674;21,8538;22,0977;241,631;-0,650757;203,799;239,145;249,028;255;0;0;0
44896,42596;21,1867;20,976;21,5838;21,5602;21,8382;22,0993;239,241;-0,654556;203,805;242,833;251,106;255;0;0;0
44896,42598;21,1932;20,9887;21,5825;21,5671;21,846;22,104;239,963;-0,648827;203,818;240,527;248,231;255;0;0;0
44896,426;21,1992;20,979;21,5801;21,567;21,8462;22,1013;239,351;-0,652504;203,804;241,891;250,002;255;0;0;0
44896,42602;21,2024;20,9829;21,5841;21,5593;21,8411;22,1035;238,805;-0,639282;203,802;241,802;251,454;255;0;0;0
44896,42605;21,1969;20,9861;21,5798;21,5623;21,8403;22,1036;240,137;-0,651726;203,805;242,281;251,926;255;0;0;0
44896,42607;21,1922;20,9776;21,5793;21,5522;21,8456;22,0947;240,193;-0,642509;203,811;241,386;251,879;255;0;0;0
44896,42609;21,1863;20,9759;21,58;21,5567;21,8453;22,1017;239,681;-0,647148;203,803;240,905;249,02;255;0;0;0
44896,42611;21,1927;20,9867;21,5856;21,5666;21,8515;22,1114;239,092;-0,643456;203,783;240,813;248,125;255;0;0;0
44896,42613;21,1905;20,9891;21,5809;21,559;21,849;22,105;238,851;-0,643105;203,793;239,054;248,577;255;0;0;0
44896,42615;21,1929;20,9955;21,5896;21,5624;21,8482;22,1091;238,287;-0,643967;203,805;241,857;248,361;255;0;0;0
44896,42617;21,1855;20,9921;21,597;21,5722;21,8547;22,1178;239,741;-0,659233;203,796;241,386;251,35;255;0;0;0
44896,4262;21,1916;20,9857;21,5912;21,5734;21,85;22,1114;239,756;-0,639915;203,806;240,415;249,974;255;0;0;0
44896,42622;21,1914;20,9894;21,594;21,5656;21,8593;22,1213;240,916;-0,646095;203,791;238,241;248,972;255;0;0;0
44896,42624;21,1937;20,9859;21,5869;21,5672;21,848;22,1071;240,924;-0,63694;203,807;240,136;251,6;255;0;0;0
44896,42626;21,2001;20,9887;21,5905;21,5575;21,8489;22,1121;239,453;-0,652222;203,799;239,882;248,764;255;0;0;0
44896,42628;21,2012;20,9922;21,5943;21,5705;21,8538;22,1146;240,2;-0,657135;203,818;241,013;248,683;255;0;0;0
44896,4263;21,2048;20,9878;21,5886;21,5688;21,8568;22,1255;238,51;-0,663216;203,791;240,592;250,197;255;0;0;0
44896,42632;21,196;20,987;21,5862;21,564;21,8512;22,1161;240,891;-0,650558;203,821;239,714;248,98;255;0;0;0
44896,42635;21,1955;20,991;21,5934;21,5635;21,8539;22,1191;241,868;-0,654961;203,803;241,429;249,602;255;0;0;0
44896,42637;21,2013;20,9863;21,5862;21,5609;21,8491;22,1165;240,023;-0,650513;203,799;241,186;247,931;255;0;0;0
44896,42639;21,2036;20,9824;21,5812;21,5598;21,8514;22,118;238,068;-0,652306;203,809;240,771;251,766;255;0;0;0
44896,42641;21,2021;20,98;21,5813;21,5678;21,8449;22,1116;240,968;-0,65625;203,803;241,873;250,605;255;0;0;0
44896,42643;21,2042;20,9871;21,5866;21,5632;21,8433;22,1111;238,236;-0,650688;203,813;241,222;250,624;255;0;0;0
44896,42645;21,2076;20,9825;21,5812;21,5547;21,8375;22,1129;240,524;-0,651085;203,802;240,27;250,357;255;0;0;0
44896,42647;21,2065;20,9843;21,5792;21,5593;21,8432;22,1127;239,663;-0,652931;203,813;241,092;252,26;255;0;0;0
44896,4265;21,2012;20,9946;21,5914;21,5659;21,8601;22,1257;239,322;-0,661003;203,817;242,233;250,286;255;0;0;0
44896,42652;21,2026;20,9968;21,5966;21,5692;21,8512;22,1325;239,729;-0,65535;203,814;238,383;251,134;255;0;0;0
44896,42654;21,2036;20,9889;21,599;21,5715;21,8572;22,1282;240,81;-0,652466;203,821;241,315;249,351;255;0;0;0
44896,42656;21,2098;20,988;21,5886;21,5644;21,8519;22,1189;239,975;-0,654381;203,806;241,84;251,312;255;0;0;0
44896,42658;21,2047;20,9948;21,5881;21,5693;21,8542;22,1328;240,159;-0,663834;203,817;240,803;248,152;255;0;0;0
44896,4266;21,2014;20,9931;21,5907;21,5666;21,8485;22,1246;241,938;-0,653107;203,805;241,303;251,187;255;0;0;0
44896,42662;21,2068;20,9847;21,582;21,557;21,842;22,1238;241,24;-0,652466;203,82;241,722;249,138;255;0;0;0
44896,42664;21,2061;20,9833;21,585;21,558;21,8459;22,1194;239,192;-0,645782;203,818;239,552;251,665;255;0;0;0
44896,42667;21,2036;20,9908;21,5959;21,5617;21,8506;22,1202;240,894;-0,656502;203,831;240,135;248,778;255;0;0;0
44896,42669;21,2003;20,9868;21,58;21,5606;21,8517;22,1172;239,981;-0,638756;203,824;241,251;250,75;255;0;0;0
44896,42671;21,2062;20,9842;21,5866;21,5618;21,8435;22,1157;239,631;-0,647675;203,83;240,062;251,099;255;0;0;0
44896,42673;21,2033;20,9835;21,5877;21,5676;21,8509;22,1227;239,377;-0,653564;203,811;239,594;246,889;255;0;0;0
44896,42675;21,2022;20,9807;21,5844;21,5592;21,8442;22,1109;239,647;-0,652344;203,817;242,242;249,378;255;0;0;0
44896,42677;21,2017;20,9771;21,5768;21,5597;21,8363;22,117;238,867;-0,651314;203,802;241,857;249,367;255;0;0;0
44896,42679;21,2012;20,9769;21,5842;21,5606;21,8395;22,114;242,99;-0,647469;203,805;241,865;250,202;255;0;0;0
44896,42682;21,208;20,9835;21,5821;21,5632;21,8459;22,1171;239,398;-0,652061;203,8;240,701;250,318;255;0;0;0
44896,42684;21,2058;20,9897;21,5883;21,5678;21,8518;22,1154;241,431;-0,648491;203,804;240,026;252,501;255;0;0;0
44896,42686;21,2046;20,9801;21,5817;21,5687;21,8474;22,1201;240,974;-0,641273;203,82;239,572;248,988;255;0;0;0
44896,42688;21,2058;20,9881;21,5881;21,5651;21,8491;22,1266;238,416;-0,649498;203,822;240,06;249,452;255;0;0;0
44896,4269;21,2119;20,9838;21,5833;21,5649;21,8488;22,1224;241,377;-0,653961;203,817;240,611;250,947;255;0;0;0
44896,42692;21,2068;20,9831;21,5811;21,5609;21,8481;22,1219;240,599;-0,656326;203,832;241,011;249,364;255;0;0;0
44896,42694;21,2131;20,9877;21,5899;21,5699;21,847;22,125;239,518;-0,647011;203,812;240,705;251,576;255;0;0;0
44896,42697;21,2117;20,9872;21,5847;21,5604;21,8415;22,1218;237,466;-0,644089;203,835;240,174;250,788;255;0;0;0
44896,42699;21,2133;20,9924;21,5898;21,5679;21,8538;22,1277;238,951;-0,655579;203,825;238,434;249,64;255;0;0;0
44896,42701;21,2154;20,9846;21,5814;21,5604;21,8397;22,1292;240,945;-0,653542;203,82;241,144;250,847;255;0;0;0
44896,42703;21,2137;20,984;21,5887;21,5677;21,8534;22,1317;239,534;-0,661003;203,824;239,909;248,223;255;0;0;0
44896,42705;21,2151;20,9796;21,5863;21,5568;21,8437;22,1323;240,478;-0,645798;203,809;240,861;250,068;255;0;0;0
44896,42707;21,2086;20,9868;21,5821;21,5637;21,8452;22,1307;239,345;-0,656586;203,822;242,66;250,965;255;0;0;0
44896,42709;21,2066;20,9809;21,5862;21,5659;21,8491;22,1346;241,49;-0,652481;203,826;240,659;251,24;255;0;0;0
44896,42712;21,2147;20,9865;21,591;21,5677;21,8497;22,1281;240,593;-0,655846;203,847;241,605;249,314;255;0;0;0
44896,42714;21,2081;20,9887;21,5882;21,5745;21,8534;22,141;239,827;-0,65361;203,821;240,746;248,101;255;0;0;0
44896,42716;21,2149;20,9948;21,591;21,5701;21,8447;22,136;239,917;-0,649506;203,849;239,763;248,482;255;0;0;0
44896,42718;21,213;20,9874;21,5921;21,5709;21,856;22,1339;238,623;-0,653847;203,857;241,153;248,63;255;0;0;0
44896,4272;21,2097;20,9976;21,5902;21,5691;21,8553;22,1367;239,768;-0,651108;203,825;238,877;251,384;255;0;0;0
44896,42722;21,2158;20,9901;21,5924;21,57;21,8573;22,1341;239,128;-0,643791;203,831;242,755;248,241;255;0;0;0
44896,42724;21,2182;20,9974;21,595;21,5723;21,8548;22,1337;241,177;-0,645012;203,825;241,057;248,827;255;0;0;0
44896,42727;21,2154;20,9911;21,589;21,564;21,8574;22,1334;238,482;-0,656601;203,829;239,725;251,078;255;0;0;0
44896,42729;21,2246;20,9949;21,5858;21,5673;21,8502;22,1297;240,48;-0,642784;203,846;239,934;250,823;255;0;0;0
44896,42731;21,2278;20,983;21,5832;21,5636;21,8497;22,1316;240,215;-0,650024;203,828;240,801;248,632;255;0;0;0
44896,42733;21,2238;20,9814;21,5833;21,5667;21,8468;22,1305;240,081;-0,653091;203,84;241,364;250,655;255;0;0;0
44896,42735;21,2217;20,9855;21,5865;21,5614;21,8432;22,1243;242,158;-0,65107;203,827;241,4;248,899;255;0;0;0
44896,42737;21,2163;20,9846;21,5817;21,5633;21,8531;22,1316;238,989;-0,646774;203,84;240,737;250,971;255;0;0;0
44896,42739;21,2188;20,9915;21,5889;21,5688;21,8511;22,1327;240,476;-0,650841;203,836;241,175;248,749;255;0;0;0
44896,42741;21,2084;20,9876;21,5854;21,5676;21,8544;22,1348;240,218;-0,645271;203,857;241,172;249,65;255;0;0;0
44896,42744;21,2184;20,9962;21,595;21,5707;21,8537;22,1386;240,489;-0,64785;203,849;240,842;248,446;255;0;0;0
44896,42746;21,214;20,9925;21,5911;21,5669;21,8543;22,1372;239,112;-0,654396;203,845;241,778;249,869;255;0;0;0
44896,42748;21,2177;20,9947;21,5932;21,5722;21,8529;22,1395;240,595;-0,654434;203,845;241,803;250,748;255;0;0;0
44896,4275;21,22;20,9925;21,6006;21,5768;21,852;22,138;239,09;-0,660973;203,845;241,884;250,848;255;0;0;0
44896,42752;21,2267;20,9896;21,5889;21,5716;21,8538;22,1365;239,653;-0,646599;203,839;240,951;247,721;255;0;0;0
44896,42754;21,2146;20,9868;21,5884;21,5697;21,8464;22,1372;240,553;-0,643539;203,836;241,043;248,709;255;0;0;0
44896,42756;21,2206;20,9896;21,5895;21,5666;21,8534;22,1309;241,453;-0,638596;203,856;241,689;249,296;255;0;0;0
44896,42759;21,2161;20,9876;21,5881;21,5667;21,844;22,1336;240,902;-0,641281;203,861;242,415;248,99;255;0;0;0
44896,42761;21,2194;20,9944;21,5833;21,564;21,8477;22,1343;239,198;-0,650276;203,857;240,298;250,095;255;0;0;0
44896,42763;21,2203;20,9922;21,5858;21,5711;21,8553;22,1348;239,229;-0,638382;203,833;240,398;251,464;255;0;0;0
44896,42765;21,2203;20,9884;21,5895;21,5685;21,8437;22,1341;240,742;-0,647156;203,833;240,191;250,487;255;0;0;0
44896,42767;21,2186;20,9822;21,5831;21,566;21,8513;22,1414;239,422;-0,654503;203,856;239,926;252,544;255;0;0;0
44896,42769;21,2237;20,9851;21,5828;21,5646;21,8504;22,1357;241,155;-0,645645;203,846;241,663;250,599;255;0;0;0
44896,42771;21,2209;20,9827;21,5854;21,5652;21,851;22,1387;238,308;-0,643364;203,852;241,285;248,367;255;0;0;0
44896,42774;21,2178;20,9862;21,5842;21,5631;21,8438;22,1385;240,381;-0,640327;203,864;242,4;252,06;255;0;0;0
44896,42776;21,2238;20,9889;21,5836;21,5648;21,843;22,1443;241,132;-0,642143;203,863;241,205;249,803;255;0;0;0
44896,42778;21,226;20,9882;21,5916;21,567;21,8483;22,1359;241,335;-0,654152;203,857;240,484;249,67;255;0;0;0
44896,4278;21,2281;20,9893;21,5903;21,5659;21,8502;22,1382;241,396;-0,647728;203,846;240,341;246,031;255;0;0;0
44896,42782;21,235;20,9929;21,5919;21,5687;21,8555;22,1422;241,606;-0,639;203,854;239,485;249,34;255;0;0;0
44896,42784;21,2336;20,9896;21,5947;21,5714;21,8533;22,1461;240,874;-0,64679;203,848;241,338;249,392;255;0;0;0
44896,42786;21,2359;20,984;21,5882;21,5689;21,8533;22,1476;238,009;-0,654083;203,85;240,756;251,178;255;0;0;0
44896,42789;21,226;20,9958;21,5858;21,5675;21,8533;22,1423;240,468;-0,6427;203,854;242,507;251,13;255;0;0;0
44896,42791;21,2271;20,9915;21,5911;21,5739;21,8546;22,1524;239,963;-0,630005;203,873;242,979;248,156;255;0;0;0
44896,42793;21,2263;20,989;21,5964;21,5638;21,8468;22,1504;240,215;-0,643402;203,857;241,762;249,399;255;0;0;0
44896,42795;21,2299;20,9811;21,5868;21,566;21,842;22,1454;238,364;-0,661926;203,842;241,376;249,727;255;0;0;0
44896,42797;21,2304;20,9865;21,5855;21,5714;21,8439;22,1411;240,841;-0,653809;203,856;240,671;250,517;255;0;0;0
44896,42799;21,2227;20,9852;21,5834;21,5642;21,8522;22,1541;239,676;-0,665306;203,854;240,315;249,118;255;0;0;0
44896,42801;21,225;20,987;21,586;21,5691;21,8471;22,1443;240,041;-0,650963;203,846;241,713;249,349;255;0;0;0
44896,42804;21,2256;20,9865;21,5884;21,5703;21,8486;22,1489;240,38;-0,642578;203,869;240,522;250,88;255;0;0;0
44896,42806;21,2324;20,9939;21,5927;21,5741;21,856;22,1547;240,098;-0,648529;203,866;241,661;250,291;255;0;0;0
44896,42808;21,2273;20,992;21,5972;21,5733;21,8552;22,1578;241,308;-0,648476;203,871;240,615;250,892;255;0;0;0
44896,4281;21,2318;20,9955;21,5995;21,576;21,8601;22,1569;239,833;-0,645897;203,861;237,997;249,975;255;0;0;0
44896,42812;21,227;21,0027;21,6044;21,578;21,8614;22,1544;240,122;-0,655647;203,861;238,301;249,914;255;0;0;0
44896,42814;21,2289;21,0014;21,6085;21,5922;21,8713;22,1607;239,726;-0,653137;203,868;239,612;250,212;255;0;0;0
44896,42816;21,2312;21,0091;21,6065;21,5807;21,8573;22,1595;240,55;-0,636139;203,869;241,198;252,041;255;0;0;0
44896,42818;21,2289;20,9955;21,5942;21,581;21,8603;22,1588;240,815;-0,641464;203,865;241,243;246,901;255;0;0;0
44896,42821;21,2311;20,9972;21,5996;21,575;21,8545;22,1537;237,977;-0,634476;203,864;240,198;250,487;255;0;0;0
44896,42823;21,2312;20,9993;21,602;21,578;21,8582;22,1531;240,558;-0,658691;203,879;241,911;250,152;255;0;0;0
44896,42825;21,229;21,0118;21,6086;21,5875;21,8613;22,1584;238,116;-0,638702;203,872;242,325;249,888;255;0;0;0
44896,42827;21,2345;21,0033;21,6052;21,5852;21,8694;22,162;238,119;-0,647186;203,87;241,605;250,78;255;0;0;0
44896,42829;21,2407;21,007;21,611;21,5828;21,8638;22,1576;238,785;-0,637169;203,86;243,614;249,848;255;0;0;0
44896,42831;21,2394;21,0062;21,6098;21,5875;21,8707;22,1567;240,916;-0,648315;203,87;241,902;251,507;255;0;0;0
44896,42833;21,235;20,9962;21,6005;21,5774;21,8615;22,1512;239,484;-0,648148;203,863;236,034;248,654;255;0;0;0
44896,42836;21,2415;21,0007;21,5967;21,6034;21,8531;22,145;239,489;-0,646935;203,861;238,633;247,955;255;0;0;0
44896,42838;21,2404;21,0015;21,5997;21,7868;21,8577;22,1481;240,585;-0,64888;203,862;234,622;250,887;255;0;0;0
44896,4284;21,2342;20,9995;21,5979;21,9366;21,8574;22,1517;240,15;-0,649498;203,868;235,917;249,791;255;0;0;0
44896,42842;21,2313;20,999;21,6061;22,0203;21,8589;22,0964;238,905;-0,651588;203,879;237,358;250,983;255;0;0;0
44896,42844;21,2307;20,9965;21,5981;22,056;21,8596;21,9562;238,04;-0,652718;203,86;236,261;248,688;255;0;0;0
44896,42846;21,2339;21,0054;21,6053;22,04;21,8608;21,8273;237,697;-0,647995;203,867;235,764;248,48;255;0;0;0
44896,42848;21,2372;20,9998;21,5991;21,9224;21,8576;21,7206;239,454;-0,66275;203,868;237,428;249,996;255;0;0;0
44896,42851;21,2352;21,0067;21,6074;21,8028;21,8663;21,6543;241,296;-0,654129;203,871;234,873;250,196;255;0;0;0
44896,42853;21,2431;21,0027;21,6015;21,7043;21,8619;21,6143;240,884;-0,657188;203,886;236,613;250,756;255;0;0;0
44896,42855;21,2348;21,0079;21,6081;21,6386;21,8673;21,5865;238,515;-0,653389;203,873;235,383;249,182;255;0;0;0
44896,42857;21,2434;21,0128;21,611;21,5918;21,8604;21,5602;240,619;-0,660599;203,88;236,827;250,836;255;0;0;0
44896,42859;21,2397;21,0113;21,6107;21,5607;21,8652;21,5555;240,94;-0,659096;203,88;236,069;249,509;255;0;0;0
44896,42861;21,2473;21,0125;21,6141;21,5393;21,8648;21,5451;241,877;-0,654762;203,886;236,865;250,42;255;0;0;0
