23_02_06_1_ao_4.csv;;;;;Em amarelo s�o os pontos de aquisi��o de temperatura;;;;;;;;;;
44963,33958;;;;;Em verde s�o os pontos de aquisi��o de press�o;;;;;;;;;;
;;;;;;;;;;;;;;;
16;;;;;;;;;;;;;;;
TIME;" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""�C""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""DIO""";" ""TOTAL""";" ""ALARM1""";" ""ALARM2"""
04TIME;" ""0412""";" ""0402""";" ""0403""";" ""0404""";" ""0405""";" ""0406""";" ""0407""";" ""0408""";" ""0409""";" ""0410""";" ""0417""";" ""04DIO""";" ""04TOTAL""";" ""04ALARM1""";" ""04ALARM2"""
44897,34032;21,0487;21,0899;21,6643;21,4994;21,9005;22,0366;240,029;239,354;204,07;240,778;249,656;255;0;0;0
44897,34034;21,0426;21,0891;21,6624;21,4998;21,9002;22,0438;241,394;239,468;204,114;241,011;249,816;255;0;0;0
44897,34037;21,0429;21,081;21,6656;21,5;21,9062;22,0397;240,323;240,324;204,116;239,561;248,086;255;0;0;0
44897,34039;21,0422;21,0793;21,6624;21,5039;21,9025;22,0396;242,596;240,401;204,097;240,785;249,374;255;0;0;0
44897,34041;21,043;21,0821;21,6664;21,4928;21,9038;22,0423;241,672;238,412;204,079;242,482;250,027;255;0;0;0
44897,34043;21,035;21,0817;21,6573;21,4955;21,8969;22,0403;238,933;239,585;204,09;240,253;248,331;255;0;0;0
44897,34045;21,0408;21,0798;21,6625;21,4929;21,8977;22,039;238,787;240,653;204,114;239,76;250,161;255;0;0;0
44897,34047;21,0326;21,0844;21,6588;21,4945;21,8977;22,043;241,072;237,364;204,081;241,087;249,791;255;0;0;0
44897,34049;21,0366;21,08;21,6653;21,502;21,9012;22,0457;239,488;240,632;204,079;241,314;248,183;255;0;0;0
44897,34051;21,0457;21,0888;21,6643;21,4937;21,8999;22,0396;241,174;239,949;204,082;239,679;249,661;255;0;0;0
44897,34054;21,0421;21,0864;21,6571;21,4985;21,8957;22,0332;241,019;239,594;204,088;239,727;250,867;255;0;0;0
44897,34056;21,0483;21,0899;21,6711;21,4977;21,9013;22,0426;240,659;240,636;204,085;239,371;249,61;255;0;0;0
44897,34058;21,046;21,0908;21,6684;21,5013;21,9024;22,0296;241,374;240,28;204,092;242,03;248,421;255;0;0;0
44897,3406;21,0501;21,086;21,6726;21,5008;21,9042;22,03;241,114;242,279;204,095;239,788;249,318;255;0;0;0
44897,34062;21,0491;21,0834;21,665;21,5039;21,9066;22,0237;240,15;240,466;204,091;240,251;248,274;255;0;0;0
44897,34064;21,0389;21,0854;21,6633;21,4991;21,8993;22,0226;241,506;240,326;204,083;240,256;250,595;255;0;0;0
44897,34066;21,0386;21,0787;21,6649;21,5038;21,8993;22,0133;240,318;239,811;204,087;240,322;250,291;255;0;0;0
44897,34069;21,0348;21,0801;21,651;21,49;21,8901;22,0021;239,966;240,945;204,077;241,179;247,696;255;0;0;0
44897,34071;21,0389;21,0737;21,6524;21,4915;21,8887;21,9993;240,401;238,628;204,078;239,825;250,971;255;0;0;0
44897,34073;21,0366;21,0687;21,6565;21,4937;21,8982;21,9951;239,101;240,501;204,075;238,677;251,266;255;0;0;0
44897,34075;21,0385;21,0712;21,658;21,4977;21,8932;21,9967;240,473;240,455;204,077;241,277;250,877;255;0;0;0
44897,34077;21,0488;21,0751;21,6568;21,5003;21,8941;21,9976;239,476;239,217;204,074;240,65;250,835;255;0;0;0
44897,34079;21,0474;21,0758;21,6589;21,4929;21,8953;21,991;239,635;239,155;204,076;240,416;249,559;255;0;0;0
44897,34081;21,0474;21,075;21,6597;21,5045;21,8977;21,9968;238,901;240,59;204,069;242,293;251,126;255;0;0;0
44897,34084;21,0532;21,078;21,6652;21,4962;21,8963;21,9961;241,229;238,332;204,05;240,638;251,652;255;0;0;0
44897,34086;21,0493;21,0771;21,6624;21,4985;21,8969;22,0013;239,301;239,773;204,052;241,306;249,232;255;0;0;0
44897,34088;21,0488;21,0844;21,663;21,5;21,8979;21,9959;240,794;239,519;204,073;242,263;250,037;255;0;0;0
44897,3409;21,0414;21,0764;21,6653;21,4982;21,9002;21,9993;240,623;241,149;204,048;240,86;250,001;255;0;0;0
44897,34092;21,0466;21,0824;21,6616;21,5056;21,8989;22,0023;238,269;240,149;204,081;240,144;252,09;255;0;0;0
44897,34094;21,0506;21,0789;21,6638;21,4991;21,9042;22,0085;240,202;239,077;204,07;240,412;249,566;255;0;0;0
44897,34096;21,0436;21,0769;21,6676;21,5031;21,9;22,0086;240,173;238,582;204,079;237,966;250,191;255;0;0;0
44897,34099;21,0406;21,0856;21,6687;21,5011;21,898;22,0056;240,925;239,695;204,064;241,608;250,903;255;0;0;0
44897,34101;21,0454;21,081;21,6679;21,5026;21,9042;22,0091;239,41;239,008;204,062;242,957;249,404;255;0;0;0
44897,34103;21,0471;21,0818;21,6606;21,4994;21,8932;22,0081;241,814;239,221;204,061;240,656;249,803;255;0;0;0
44897,34105;21,0489;21,0823;21,6615;21,5019;21,896;22,0023;240,514;238,965;204,074;241,206;250,737;255;0;0;0
44897,34107;21,0438;21,0801;21,6553;21,502;21,8965;22,0009;238,622;240,03;204,045;240,676;247,661;255;0;0;0
44897,34109;21,0455;21,0729;21,6559;21,4968;21,8931;22,0024;241,563;240,352;204,059;240,199;248,639;255;0;0;0
44897,34111;21,0389;21,0678;21,6506;21,4944;21,8947;22,0031;240,706;241,473;204,055;240,295;253,155;255;0;0;0
44897,34114;21,0464;21,0741;21,6543;21,4906;21,8892;21,9982;238,377;239,883;204,044;239,297;250,358;255;0;0;0
44897,34116;21,0418;21,077;21,6536;21,495;21,8972;21,9956;241,362;241,088;204,042;241,82;250,532;255;0;0;0
44897,34118;21,0441;21,0742;21,6584;21,492;21,8908;22,0034;241,132;239,598;204,033;241,217;250,26;255;0;0;0
44897,3412;21,0454;21,0683;21,6542;21,5007;21,8934;22,0049;240,723;239,981;204,045;241,579;248,48;255;0;0;0
44897,34122;21,0498;21,0699;21,653;21,4897;21,8955;22,0026;240,625;238,366;204,038;239,2;250,026;255;0;0;0
44897,34124;21,046;21,0755;21,6597;21,489;21,8861;21,9922;239,701;240,479;204,044;241,303;249,749;255;0;0;0
44897,34126;21,0488;21,071;21,6584;21,4943;21,8876;21,9984;240,494;240,762;204,05;240,163;247,939;255;0;0;0
44897,34128;21,0438;21,069;21,6561;21,499;21,8912;21,9953;240,586;239,661;204,04;241,458;247,756;255;0;0;0
44897,34131;21,0432;21,0735;21,6543;21,4989;21,8943;22,0015;239,961;239,224;204,027;241,97;247,65;255;0;0;0
44897,34133;21,0425;21,0724;21,6499;21,4938;21,8852;21,9959;241,978;239,306;204,027;240,368;250,132;255;0;0;0
44897,34135;21,0418;21,0678;21,6537;21,4917;21,8925;21,9939;238,773;238,151;204,024;241,211;250,594;255;0;0;0
44897,34137;21,0359;21,0632;21,6537;21,4904;21,878;21,9978;239,741;239,855;204,029;239,05;251,587;255;0;0;0
44897,34139;21,0442;21,0666;21,6502;21,491;21,8846;21,9989;241,189;238,516;204,023;241,05;247,224;255;0;0;0
44897,34141;21,0463;21,0765;21,6629;21,5023;21,8942;22,0048;240,353;239,76;204,025;239,11;249,869;255;0;0;0
44897,34143;21,0449;21,066;21,6606;21,4978;21,8952;22,0045;239,866;238,163;204,029;240,571;248,867;255;0;0;0
44897,34146;21,0441;21,0742;21,6561;21,5002;21,9043;22,0013;239,361;240,848;204,025;241,31;249,805;255;0;0;0
44897,34148;21,0472;21,0681;21,652;21,4985;21,8944;21,9974;239,352;240,647;204,032;241,355;249,162;255;0;0;0
44897,3415;21,0499;21,0753;21,6609;21,4943;21,8961;21,9989;240,102;239,345;204,025;241,362;251,338;255;0;0;0
44897,34152;21,0487;21,0714;21,6596;21,4971;21,891;21,999;241,041;240,363;204,007;242,256;249,159;255;0;0;0
44897,34154;21,053;21,07;21,6493;21,4953;21,8911;21,9843;239,573;240,401;204,023;241,035;248,944;255;0;0;0
44897,34156;21,052;21,0649;21,6562;21,5003;21,8951;21,9872;239,668;241,745;204,025;242,968;250,095;255;0;0;0
44897,34158;21,0498;21,0679;21,6569;21,4988;21,8942;21,9901;240,448;238,162;204,016;240,992;249,468;255;0;0;0
44897,34161;21,0509;21,0727;21,6578;21,4985;21,8959;21,9914;240,867;239,864;204,011;242,745;250,412;255;0;0;0
44897,34163;21,0519;21,0699;21,6501;21,4974;21,8876;21,9892;239,975;239,53;204,016;239,462;250,049;255;0;0;0
44897,34165;21,0508;21,0718;21,6562;21,4948;21,8957;21,9868;237,547;241,656;204,008;239,525;251,018;255;0;0;0
44897,34167;21,0403;21,0762;21,6608;21,5061;21,8994;22,0012;236,457;239,428;204,001;241,468;250,098;255;0;0;0
44897,34169;21,0396;21,0787;21,6584;21,4978;21,8941;22,0014;238,091;240,948;204,03;240,693;249,54;255;0;0;0
44897,34171;21,0464;21,077;21,6611;21,5095;21,8982;22,0043;238,239;240,433;204,002;239,525;250,508;255;0;0;0
44897,34173;21,0485;21,0742;21,6595;21,4984;21,902;22,0058;238,291;240,49;203,984;240,593;248,43;255;0;0;0
44897,34176;21,0466;21,0756;21,6594;21,4969;21,8906;22,0021;257,683;240,202;204,01;240,163;249,309;255;0;0;0
44897,34178;21,0423;21,0713;21,6604;21,5059;21,9012;22,0074;240,988;239,509;204,009;242,013;249,197;255;0;0;0
44897,3418;21,0465;21,0757;21,662;21,5042;21,8898;21,9973;241,576;241,332;203,992;239,267;248,565;255;0;0;0
44897,34182;21,0507;21,0719;21,6556;21,504;21,8976;21,9986;240,361;240,229;203,985;240,125;248,425;255;0;0;0
44897,34184;21,0469;21,0722;21,654;21,5042;21,8975;22,0038;239,253;239,29;203,989;240,432;249,715;255;0;0;0
44897,34186;21,0468;21,075;21,6614;21,4985;21,8942;22,0077;238,981;238,099;203,99;240,207;249,216;255;0;0;0
44897,34188;21,0514;21,0795;21,6576;21,4992;21,9018;22,0086;238,918;237,782;203,992;242,239;249,995;255;0;0;0
44897,34191;21,0561;21,0749;21,6557;21,4937;21,8903;22,0084;241,342;237,926;203,988;241,458;248,998;255;0;0;0
44897,34193;21,0514;21,0779;21,6563;21,4991;21,8977;22,007;242,266;240,545;203,991;241,194;248,015;255;0;0;0
44897,34195;21,0519;21,066;21,6572;21,494;21,8972;22,0074;240,614;239,921;203,99;241,793;248,994;255;0;0;0
44897,34197;21,0526;21,0747;21,6629;21,5031;21,8952;22,0096;239,633;238,538;203,981;241,586;249,592;255;0;0;0
44897,34199;21,0508;21,071;21,6629;21,5011;21,8999;22,0143;240,218;235,777;203,992;243,071;249,278;255;0;0;0
44897,34201;21,0474;21,0782;21,6689;21,51;21,9015;22,015;240,871;239,963;203,995;239,69;251,92;255;0;0;0
44897,34203;21,0464;21,0699;21,6626;21,5033;21,9053;22,0157;241,118;240,065;203,971;242,117;249,321;255;0;0;0
44897,34205;21,0417;21,0706;21,6583;21,4991;21,892;21,9988;241,775;241,027;203,995;240,898;250,377;255;0;0;0
44897,34208;21,0493;21,0676;21,6565;21,5044;21,8867;22,0099;240,811;238,694;203,969;240,81;250,371;255;0;0;0
44897,3421;21,048;21,0597;21,6436;21,4848;21,8808;21,9846;240,216;241,48;203,991;239,841;248,145;255;0;0;0
44897,34212;21,0475;21,0536;21,6494;21,4864;21,8754;21,9794;239,367;239,572;203,968;239,509;250,834;255;0;0;0
44897,34214;21,0413;21,0539;21,6442;21,4871;21,8793;21,9843;241,791;241,381;203,95;240,684;249,255;255;0;0;0
44897,34216;21,0515;21,0461;21,6393;21,4843;21,8761;21,9796;241,444;239,459;203,946;240,343;249,284;255;0;0;0
44897,34218;21,0459;21,069;21,646;21,4967;21,89;21,9853;240,565;241,207;203,974;240,106;250,85;255;0;0;0
44897,3422;21,0458;21,061;21,6517;21,4996;21,8872;21,9851;240,518;237,469;203,971;241,311;249,478;255;0;0;0
44897,34223;21,0519;21,0716;21,6546;21,4968;21,8921;21,9973;241,145;239,581;203,954;239,34;248,277;255;0;0;0
44897,34225;21,0479;21,0708;21,6579;21,5006;21,8956;21,9872;239,387;240,227;203,962;240,511;247,284;255;0;0;0
44897,34227;21,0508;21,0689;21,6506;21,4982;21,8911;21,9909;239,23;242,066;203,962;240,409;249,008;255;0;0;0
44897,34229;21,0483;21,0628;21,6552;21,5027;21,8874;21,9804;241,521;238,117;203,959;242,037;251,05;255;0;0;0
44897,34231;21,0443;21,0623;21,6519;21,5057;21,897;21,985;239,442;240,28;203,957;239,436;249,757;255;0;0;0
44897,34233;21,0451;21,0621;21,6563;21,5001;21,8877;21,9825;240,065;240,171;203,955;241,847;249,064;255;0;0;0
44897,34235;21,0505;21,0687;21,6497;21,5007;21,891;21,9705;241,302;237,545;203,959;241,502;250,987;255;0;0;0
44897,34238;21,0503;21,063;21,6562;21,5053;21,8884;21,9801;238,405;241,2;203,96;239,131;251,357;255;0;0;0
44897,3424;21,0513;21,065;21,6582;21,504;21,8932;21,9775;240,891;238,886;203,955;242,581;249,656;255;0;0;0
44897,34242;21,0495;21,0602;21,6525;21,5014;21,8937;21,977;241,008;240,116;203,956;238,914;250,66;255;0;0;0
44897,34244;21,0572;21,0633;21,6542;21,496;21,885;21,9695;239,077;238,347;203,955;240,68;248,136;255;0;0;0
44897,34246;21,0503;21,0634;21,6465;21,4931;21,8859;21,9725;240,988;241,114;203,951;239,885;249,536;255;0;0;0
44897,34248;21,0514;21,0635;21,6516;21,5013;21,8925;21,9731;238,808;240,398;203,94;239,703;250,53;255;0;0;0
44897,3425;21,0581;21,0659;21,6561;21,4944;21,885;21,9692;240,487;240,123;203,96;240,319;250,61;255;0;0;0
44897,34253;21,053;21,0603;21,6561;21,4976;21,8906;21,9714;240,464;238,767;203,956;240,984;251,27;255;0;0;0
44897,34255;21,059;21,06;21,6564;21,4988;21,8879;21,9605;238,706;241,009;203,952;240,592;249,216;255;0;0;0
44897,34257;21,0467;21,0603;21,6455;21,4962;21,8838;21,9636;239,367;238,897;203,94;239,497;248,092;255;0;0;0
44897,34259;21,0514;21,0606;21,6454;21,4912;21,8844;21,9508;239,297;239,66;203,945;241,624;250,723;255;0;0;0
44897,34261;21,0556;21,0546;21,6507;21,4937;21,8821;21,9537;240,748;238,434;203,935;240,312;250,628;255;0;0;0
44897,34263;21,0519;21,0551;21,6449;21,4965;21,8813;21,9517;241,256;240,193;203,922;240,557;249,881;255;0;0;0
44897,34265;21,0523;21,055;21,6397;21,493;21,8725;21,9418;239,665;239,997;203,932;240,781;249,82;255;0;0;0
44897,34268;21,0524;21,0559;21,6493;21,4957;21,8781;21,9519;238,827;240,472;203,92;240,969;247,36;255;0;0;0
44897,3427;21,0562;21,0564;21,6477;21,4898;21,8787;21,9495;239,266;240,959;203,93;239,726;250,064;255;0;0;0
44897,34272;21,0566;21,054;21,6459;21,4931;21,8813;21,9588;240,036;238,95;203,94;240,609;248,861;255;0;0;0
44897,34274;21,0551;21,0602;21,6527;21,4905;21,8807;21,9549;239,743;241,135;203,914;240,074;250,18;255;0;0;0
44897,34276;21,0534;21,0626;21,6493;21,4985;21,8861;21,9759;241,163;240,985;203,928;239,957;249,116;255;0;0;0
44897,34278;21,0554;21,0611;21,6515;21,496;21,8867;21,9701;238,554;238,768;203,938;240,797;248,292;255;0;0;0
44897,3428;21,0589;21,0595;21,6538;21,4985;21,8874;21,9708;238,046;240,263;203,923;239,999;251,099;255;0;0;0
44897,34282;21,0536;21,0543;21,6501;21,4903;21,8864;21,9628;239,659;239,735;203,923;239,63;249,276;255;0;0;0
44897,34285;21,0544;21,0503;21,6479;21,4989;21,8753;21,9702;239,178;241,33;203,913;239,88;250,859;255;0;0;0
44897,34287;21,0586;21,0544;21,6451;21,4878;21,8775;21,9601;240,877;240,067;203,917;240,022;250,736;255;0;0;0
44897,34289;21,0568;21,0472;21,6401;21,4933;21,881;21,9625;239,446;239,302;203,911;242,302;250,818;255;0;0;0
44897,34291;21,067;21,0534;21,6375;21,489;21,8748;21,9495;241,236;241,509;203,893;239,181;247,342;255;0;0;0
44897,34293;21,0614;21,0444;21,638;21,4891;21,8808;21,951;239,67;238,67;203,904;239,203;248,821;255;0;0;0
44897,34295;21,0526;21,0441;21,6468;21,489;21,8779;21,9531;239,16;239,701;203,906;242,251;250,482;255;0;0;0
44897,34297;21,0544;21,0395;21,6414;21,4906;21,8791;21,9534;236,167;239,776;203,883;239,188;246,649;255;0;0;0
44897,343;21,048;21,0436;21,6461;21,489;21,8826;21,9564;241,962;238,435;203,881;242,337;249,348;255;0;0;0
44897,34302;21,0523;21,0461;21,6394;21,4852;21,8795;21,9529;240,675;239,012;203,873;240,386;251,216;255;0;0;0
44897,34304;21,0485;21,0446;21,6391;21,4897;21,8761;21,9562;237,24;238,931;203,891;241,513;247,601;255;0;0;0
44897,34306;21,0469;21,0456;21,6455;21,4907;21,8726;21,9548;236,95;238,97;203,892;240,062;250,49;255;0;0;0
44897,34308;21,0509;21,0625;21,6544;21,5016;21,8895;21,9654;238,824;240,756;203,904;240,06;248,503;255;0;0;0
44897,3431;21,0528;21,0552;21,6511;21,5032;21,8935;21,9671;232,447;240,264;203,907;240,076;248,069;255;0;0;0
44897,34312;21,0531;21,0594;21,6483;21,4954;21,8848;21,9729;239,528;238,251;203,917;241,829;248,656;255;0;0;0
44897,34315;21,0517;21,0553;21,654;21,4988;21,8864;21,9757;242,013;238,552;203,882;241,265;249,758;255;0;0;0
44897,34317;21,0498;21,0576;21,6497;21,502;21,8872;21,9768;232,312;238,911;203,887;240,665;249,157;255;0;0;0
44897,34319;21,0584;21,0511;21,6517;21,5008;21,8822;21,9788;239,107;239,734;203,882;238,563;249,92;255;0;0;0
44897,34321;21,0546;21,0482;21,6495;21,4871;21,8785;21,9635;246,726;239,897;203,876;239,767;251,357;255;0;0;0
44897,34323;21,0539;21,0417;21,6391;21,4916;21,8746;21,9663;241,339;240,637;203,875;241,182;250,733;255;0;0;0
44897,34325;21,053;21,0459;21,646;21,4881;21,8759;21,9556;237,525;241,198;203,878;241,458;248,697;255;0;0;0
44897,34327;21,0562;21,0466;21,6389;21,485;21,8696;21,9491;238,606;239,285;203,888;241,349;250,464;255;0;0;0
44897,3433;21,0547;21,0453;21,6378;21,4889;21,875;21,9578;239,998;238,31;203,867;240,839;249,502;255;0;0;0
44897,34332;21,0565;21,0505;21,6443;21,4884;21,8772;21,9458;240,352;238,932;203,879;241,286;249,8;255;0;0;0
44897,34334;21,0572;21,0585;21,6497;21,4984;21,883;21,9575;240,563;241,271;203,883;241,263;251,511;255;0;0;0
44897,34336;21,0641;21,0532;21,644;21,4925;21,8788;21,9536;241,51;239,88;203,87;240,331;247,895;255;0;0;0
44897,34338;21,0602;21,0587;21,6545;21,4985;21,8904;21,9627;240,795;239,904;203,901;240,903;249,622;255;0;0;0
44897,3434;21,0616;21,0575;21,6523;21,5062;21,8884;21,9581;237,527;238,869;203,899;238,483;247,991;255;0;0;0
44897,34342;21,0665;21,0588;21,654;21,5057;21,8849;21,9654;238,417;239,771;203,875;241,782;249,366;255;0;0;0
44897,34345;21,061;21,0601;21,6486;21,4995;21,8833;21,9671;237,808;239,526;203,882;241,815;249,304;255;0;0;0
44897,34347;21,0589;21,053;21,649;21,494;21,8822;21,9577;238,197;238,924;203,889;239,415;248,868;255;0;0;0
44897,34349;21,0608;21,0491;21,6519;21,4982;21,8877;21,9605;240,067;240,602;203,884;240,726;251,673;255;0;0;0
44897,34351;21,0627;21,0506;21,6459;21,4939;21,8819;21,9656;237,571;241,09;203,879;241,244;250,205;255;0;0;0
44897,34353;21,0592;21,0528;21,6475;21,4973;21,8855;21,9643;237,918;239,133;203,884;239,89;249,746;255;0;0;0
44897,34355;21,0583;21,0505;21,6406;21,4903;21,8814;21,9595;236,592;238,24;203,875;239,418;249,302;255;0;0;0
44897,34357;21,0595;21,0489;21,6476;21,4917;21,8827;21,9593;242,377;240,906;203,869;240,767;249,229;255;0;0;0
44897,34359;21,0634;21,0438;21,6438;21,4871;21,8765;21,9595;239,821;240,216;203,862;240,593;249,098;255;0;0;0
44897,34362;21,0597;21,0421;21,634;21,4955;21,8771;21,9593;236,684;239,244;203,874;241,533;249,017;255;0;0;0
44897,34364;21,0595;21,0408;21,6378;21,4957;21,8753;21,9703;237,46;240,171;203,867;240,336;249,182;255;0;0;0
44897,34366;21,058;21,0394;21,6397;21,4877;21,8688;21,9666;238,445;239,947;203,859;240,139;250,6;255;0;0;0
44897,34368;21,0627;21,0333;21,6341;21,48;21,8698;21,9616;236,378;238,267;203,854;240,1;247,235;255;0;0;0
44897,3437;21,0605;21,0384;21,6373;21,4905;21,8669;21,9653;240,341;241,754;203,837;240,915;247,031;255;0;0;0
44897,34372;21,0638;21,0499;21,6407;21,4919;21,8781;21,9722;241,135;239,846;203,851;240,77;249,908;255;0;0;0
44897,34374;21,0629;21,0506;21,6416;21,4957;21,8835;21,9729;239,203;241,309;203,841;243,376;247,661;255;0;0;0
44897,34377;21,0621;21,0524;21,6489;21,4988;21,8835;21,9724;238,247;240,938;203,845;240,875;248,536;255;0;0;0
44897,34379;21,0637;21,0487;21,6448;21,5016;21,8788;21,9739;240,144;240,011;203,861;239,22;250,111;255;0;0;0
44897,34381;21,0608;21,049;21,6445;21,5003;21,885;21,9704;235,45;240,319;203,861;240,255;250,931;255;0;0;0
44897,34383;21,0583;21,0461;21,6415;21,4966;21,8786;21,9622;238,453;238,215;203,856;240,033;247,183;255;0;0;0
44897,34385;21,0612;21,0464;21,6408;21,4925;21,8741;21,9599;238,393;241,525;203,847;240,288;249,016;255;0;0;0
44897,34387;21,0617;21,0437;21,6415;21,4963;21,8795;21,9663;239,301;240,74;203,837;240,505;250,852;255;0;0;0
44897,34389;21,0578;21,0356;21,6372;21,4939;21,8737;21,9678;239,834;239,548;203,84;242,501;249,297;255;0;0;0
44897,34392;21,0588;21,0412;21,6426;21,4945;21,874;21,9642;238,515;239,419;203,855;241,07;248,947;255;0;0;0
44897,34394;21,0656;21,0431;21,6389;21,4882;21,8805;21,9706;239,271;238,949;203,839;239,16;252,566;255;0;0;0
44897,34396;21,0664;21,0405;21,6366;21,4887;21,8777;21,9623;239,38;240,11;203,858;239,855;248,54;255;0;0;0
44897,34398;21,0669;21,0359;21,6387;21,4985;21,8724;21,9729;232,152;239,923;203,848;238,284;249,446;255;0;0;0
44897,344;21,0629;21,0466;21,6407;21,4925;21,8777;21,9713;237,604;240,449;203,837;241,788;248,859;255;0;0;0
44897,34402;21,0679;21,0414;21,6436;21,4917;21,868;21,9736;236,96;241,191;203,814;241,525;249,834;255;0;0;0
44897,34404;21,0671;21,0371;21,6414;21,489;21,873;21,9613;242,899;238,804;203,82;239,435;249,31;255;0;0;0
44897,34407;21,0622;21,0342;21,6345;21,4906;21,8792;21,9626;239,582;240,184;203,812;242,408;250,985;255;0;0;0
44897,34409;21,0683;21,0361;21,6332;21,4879;21,8715;21,9604;240,427;238,727;203,828;242,429;248,772;255;0;0;0
44897,34411;21,056;21,0313;21,634;21,4879;21,8745;21,9516;240,815;239,928;203,819;238,349;249,96;255;0;0;0
44897,34413;21,0575;21,0373;21,6326;21,4936;21,8754;21,9542;239,589;239,486;203,826;242,69;250,611;255;0;0;0
44897,34415;21,0513;21,0379;21,6388;21,4868;21,8667;21,9501;235,88;240,268;203,822;242,137;250,296;255;0;0;0
44897,34417;21,0598;21,042;21,6465;21,4905;21,8777;21,9553;238,373;239,742;203,821;241,753;249,911;255;0;0;0
44897,34419;21,0599;21,036;21,6397;21,4914;21,8775;21,9559;236,694;238,77;203,83;241,201;248,514;255;0;0;0
44897,34422;21,0552;21,0434;21,6422;21,4993;21,8751;21,9489;241,607;237,291;203,815;240,433;251,225;255;0;0;0
44897,34424;21,0666;21,0363;21,6372;21,4863;21,8689;21,9527;239,213;239,412;203,823;242,078;248,699;255;0;0;0
44897,34426;21,0705;21,0347;21,6356;21,4908;21,8713;21,9561;237,498;240,156;203,804;241,196;248,952;255;0;0;0
44897,34428;21,0656;21,0286;21,6324;21,4872;21,8707;21,9539;240,639;239,43;203,809;240,518;248,015;255;0;0;0
44897,3443;21,0661;21,0327;21,6324;21,483;21,8645;21,9452;239,449;240,509;203,794;239,777;248,368;255;0;0;0
44897,34432;21,0639;21,0314;21,6305;21,4856;21,8691;21,9537;241,146;238,297;203,807;239,416;250,741;255;0;0;0
44897,34434;21,0656;21,0255;21,6314;21,4898;21,869;21,9542;238,656;240,845;203,786;239,251;249,683;255;0;0;0
44897,34436;21,061;21,0364;21,6402;21,4965;21,878;21,9634;236,887;240,19;203,834;240,569;250,174;255;0;0;0
44897,34439;21,0714;21,0381;21,6361;21,4933;21,8713;21,9608;238,306;239,485;203,81;241,303;249,742;255;0;0;0
44897,34441;21,0676;21,044;21,6429;21,4962;21,87;21,956;236,75;240,18;203,807;240,586;250,209;255;0;0;0
44897,34443;21,0711;21,0455;21,6482;21,5003;21,8764;21,9619;234,752;240,439;203,81;239,144;249,476;255;0;0;0
44897,34445;21,0716;21,0373;21,6411;21,4933;21,8737;21,9645;241,763;239,204;203,786;240,972;249,781;255;0;0;0
44897,34447;21,077;21,0362;21,6364;21,5003;21,8723;21,9539;240,486;241,3;203,811;241,315;250,866;255;0;0;0
44897,34449;21,0564;21,037;21,6411;21,4903;21,8695;21,9584;239,225;239,298;203,794;239,992;250,949;255;0;0;0
44897,34451;21,065;21,0326;21,6384;21,4912;21,8777;21,9566;233,193;239,219;203,794;240,779;248,581;255;0;0;0
44897,34454;21,057;21,039;21,6398;21,4914;21,8751;21,9554;238,013;237,556;203,777;242,876;249,335;255;0;0;0
44897,34456;21,0568;21,0359;21,6404;21,4954;21,869;21,9594;239,739;240,346;203,796;239,925;248,29;255;0;0;0
44897,34458;21,0554;21,0348;21,6404;21,4957;21,8716;21,9612;237,305;238,481;203,797;241,857;250,334;255;0;0;0
44897,3446;21,0607;21,0336;21,6359;21,4907;21,8709;21,9531;236,627;239,671;203,797;241,208;249,88;255;0;0;0
44897,34462;21,0612;21,0341;21,641;21,4917;21,877;21,9599;237,863;241,179;203,806;241,864;248,359;255;0;0;0
44897,34464;21,0615;21,0343;21,6368;21,4988;21,8738;21,9504;238,835;238,389;203,808;239,728;250,104;255;0;0;0
44897,34466;21,0608;21,039;21,64;21,4901;21,8745;21,9462;241,213;239,422;203,785;240,5;250,183;255;0;0;0
44897,34469;21,0518;21,0334;21,6371;21,4927;21,8702;21,9527;238,606;240,133;203,783;240,351;250,114;255;0;0;0
44897,34471;21,0588;21,037;21,6391;21,4971;21,871;21,9412;240,706;239,074;203,764;240,527;249,878;255;0;0;0
44897,34473;21,0544;21,0309;21,6382;21,4969;21,8727;21,9599;240,229;238,58;203,774;238,867;248,468;255;0;0;0
44897,34475;21,063;21,0392;21,6367;21,498;21,867;21,9474;239,651;241,145;203,767;240,268;248,544;255;0;0;0
44897,34477;21,0676;21,0349;21,6335;21,4976;21,8657;21,9523;240,481;239,798;203,768;240,498;249,965;255;0;0;0
44897,34479;21,0711;21,0306;21,6349;21,499;21,8702;21,9467;241,288;240,485;203,778;241,895;251,376;255;0;0;0
44897,34481;21,0681;21,0267;21,6392;21,4911;21,8707;21,951;239,315;239,406;203,779;240,296;248,699;255;0;0;0
44897,34484;21,0651;21,0292;21,638;21,4955;21,8723;21,9397;240,579;239,147;203,777;241,9;248,451;255;0;0;0
44897,34486;21,0687;21,0227;21,6389;21,4926;21,8628;21,9398;239,412;237,525;203,775;241,178;250,947;255;0;0;0
44897,34488;21,0608;21,0322;21,6382;21,4941;21,8725;21,9383;240,21;240,13;203,763;240,105;250,02;255;0;0;0
