Valor 1 : Tensão efectiva T3 (0s) [Dispositivo-2]
Número;Tempo;Valor 1-avg[V];Valor 1-min[V];Valor 1-max[V];
1284;06/12/22 10:47:58'353;218,387;;;
1285;06/12/22 10:47:58'833;218,456;;;
1286;06/12/22 10:47:59'313;218,513;;;
1287;06/12/22 10:47:59'953;218,558;;;
1288;06/12/22 10:48:00'593;218,381;;;
1289;06/12/22 10:48:01'073;218,473;;;
1290;06/12/22 10:48:01'553;218,492;;;
1291;06/12/22 10:48:02'194;218,423;;;
1292;06/12/22 10:48:02'674;218,412;;;
1293;06/12/22 10:48:03'153;218,402;;;
1294;06/12/22 10:48:03'632;218,451;;;
1295;06/12/22 10:48:04'112;218,358;;;
1296;06/12/22 10:48:04'592;218,397;;;
1297;06/12/22 10:48:05'072;218,418;;;
1298;06/12/22 10:48:05'552;218,332;;;
1299;06/12/22 10:48:05'872;218,471;;;
1300;06/12/22 10:48:06'352;218,491;;;
1301;06/12/22 10:48:06'832;218,414;;;
1302;06/12/22 10:48:07'312;218,487;;;
1303;06/12/22 10:48:07'792;218,318;;;
1304;06/12/22 10:48:08'112;218,467;;;
1305;06/12/22 10:48:08'592;218,278;;;
1306;06/12/22 10:48:08'912;218,458;;;
1307;06/12/22 10:48:09'391;218,461;;;
1308;06/12/22 10:48:09'871;218,460;;;
1309;06/12/22 10:48:10'351;218,265;;;
1310;06/12/22 10:48:10'831;218,518;;;
1311;06/12/22 10:48:11'311;218,495;;;
1312;06/12/22 10:48:11'791;218,499;;;
1313;06/12/22 10:48:12'271;218,390;;;
1314;06/12/22 10:48:12'751;218,476;;;
1315;06/12/22 10:48:13'231;218,476;;;
1316;06/12/22 10:48:13'551;218,455;;;
1317;06/12/22 10:48:14'031;218,415;;;
1318;06/12/22 10:48:14'512;218,600;;;
1319;06/12/22 10:48:14'991;218,475;;;
1320;06/12/22 10:48:15'470;218,554;;;
1321;06/12/22 10:48:15'950;218,507;;;
1322;06/12/22 10:48:16'430;218,422;;;
1323;06/12/22 10:48:16'750;218,469;;;
1324;06/12/22 10:48:17'230;218,509;;;
1325;06/12/22 10:48:17'710;218,439;;;
1326;06/12/22 10:48:18'190;218,550;;;
1327;06/12/22 10:48:18'686;218,439;;;
1328;06/12/22 10:48:19'182;218,483;;;
1329;06/12/22 10:48:19'662;218,614;;;
1330;06/12/22 10:48:19'998;218,552;;;
1331;06/12/22 10:48:20'477;218,517;;;
1332;06/12/22 10:48:20'798;218,522;;;
1333;06/12/22 10:48:21'277;218,445;;;
1334;06/12/22 10:48:21'596;218,394;;;
1335;06/12/22 10:48:22'076;218,573;;;
1336;06/12/22 10:48:22'396;218,570;;;
1337;06/12/22 10:48:22'877;218,493;;;
1338;06/12/22 10:48:23'197;218,525;;;
1339;06/12/22 10:48:23'677;218,590;;;
1340;06/12/22 10:48:24'156;218,535;;;
1341;06/12/22 10:48:24'637;218,570;;;
1342;06/12/22 10:48:25'117;218,568;;;
1343;06/12/22 10:48:25'597;218,485;;;
1344;06/12/22 10:48:26'077;218,596;;;
1345;06/12/22 10:48:26'557;218,536;;;
1346;06/12/22 10:48:27'037;218,459;;;
1347;06/12/22 10:48:28'628;218,534;;;
1348;06/12/22 10:48:29'291;218,498;;;
1349;06/12/22 10:48:29'771;218,561;;;
1350;06/12/22 10:48:30'252;218,539;;;
1351;06/12/22 10:48:30'892;218,605;;;
1352;06/12/22 10:48:31'372;218,614;;;
1353;06/12/22 10:48:31'852;218,621;;;
1354;06/12/22 10:48:32'172;218,600;;;
1355;06/12/22 10:48:32'652;218,529;;;
1356;06/12/22 10:48:32'972;218,693;;;
1357;06/12/22 10:48:33'451;218,585;;;
1358;06/12/22 10:48:33'931;218,529;;;
1359;06/12/22 10:48:34'411;218,680;;;
1360;06/12/22 10:48:34'891;218,597;;;
1361;06/12/22 10:48:35'371;218,579;;;
1362;06/12/22 10:48:35'851;218,660;;;
1363;06/12/22 10:48:36'347;218,640;;;
1364;06/12/22 10:48:36'827;218,631;;;
1365;06/12/22 10:48:37'307;218,560;;;
1366;06/12/22 10:48:37'787;218,640;;;
1367;06/12/22 10:48:38'267;218,652;;;
1368;06/12/22 10:48:38'747;218,609;;;
1369;06/12/22 10:48:39'386;218,618;;;
1370;06/12/22 10:48:39'866;218,594;;;
1371;06/12/22 10:48:40'346;218,540;;;
1372;06/12/22 10:48:40'826;218,569;;;
1373;06/12/22 10:48:41'306;218,572;;;
1374;06/12/22 10:48:41'626;218,533;;;
1375;06/12/22 10:48:42'106;218,566;;;
1376;06/12/22 10:48:42'586;218,614;;;
1377;06/12/22 10:48:43'066;218,635;;;
1378;06/12/22 10:48:43'546;218,642;;;
1379;06/12/22 10:48:44'027;218,524;;;
1380;06/12/22 10:48:44'506;218,750;;;
1381;06/12/22 10:48:44'986;218,654;;;
1382;06/12/22 10:48:45'625;218,537;;;
1383;06/12/22 10:48:46'105;218,569;;;
1384;06/12/22 10:48:46'585;218,646;;;
1385;06/12/22 10:48:47'225;218,495;;;
1386;06/12/22 10:48:47'705;218,700;;;
1387;06/12/22 10:48:48'201;218,635;;;
1388;06/12/22 10:48:48'841;218,605;;;
1389;06/12/22 10:48:49'321;218,649;;;
1390;06/12/22 10:48:49'801;218,609;;;
1391;06/12/22 10:48:50'281;218,612;;;
1392;06/12/22 10:48:50'761;218,545;;;
1393;06/12/22 10:48:51'241;218,599;;;
1394;06/12/22 10:48:51'720;218,628;;;
1395;06/12/22 10:48:52'216;218,648;;;
1396;06/12/22 10:48:52'536;218,602;;;
1397;06/12/22 10:48:53'015;218,530;;;
1398;06/12/22 10:48:53'495;218,563;;;
1399;06/12/22 10:48:53'976;218,565;;;
1400;06/12/22 10:48:54'456;218,620;;;
1401;06/12/22 10:48:55'096;218,579;;;
1402;06/12/22 10:48:55'576;218,538;;;
1403;06/12/22 10:48:56'056;218,517;;;
1404;06/12/22 10:48:56'536;218,531;;;
1405;06/12/22 10:48:57'016;218,588;;;
1406;06/12/22 10:48:57'495;218,548;;;
1407;06/12/22 10:48:57'975;218,546;;;
1408;06/12/22 10:48:58'455;218,527;;;
1409;06/12/22 10:48:58'775;218,532;;;
1410;06/12/22 10:48:59'255;218,500;;;
1411;06/12/22 10:48:59'575;218,479;;;
1412;06/12/22 10:49:00'055;218,543;;;
1413;06/12/22 10:49:00'535;218,506;;;
1414;06/12/22 10:49:01'175;218,476;;;
1415;06/12/22 10:49:01'655;218,496;;;
1416;06/12/22 10:49:02'135;218,534;;;
1417;06/12/22 10:49:02'615;218,580;;;
1418;06/12/22 10:49:03'095;218,527;;;
1419;06/12/22 10:49:03'574;218,535;;;
1420;06/12/22 10:49:04'054;218,466;;;
1421;06/12/22 10:49:04'534;218,359;;;
1422;06/12/22 10:49:04'854;218,547;;;
1423;06/12/22 10:49:05'334;218,444;;;
1424;06/12/22 10:49:05'654;218,515;;;
1425;06/12/22 10:49:06'150;218,487;;;
1426;06/12/22 10:49:06'790;218,538;;;
1427;06/12/22 10:49:07'430;218,478;;;
1428;06/12/22 10:49:07'910;218,564;;;
1429;06/12/22 10:49:08'390;218,502;;;
1430;06/12/22 10:49:08'870;218,639;;;
1431;06/12/22 10:49:09'380;218,520;;;
1432;06/12/22 10:49:09'701;218,534;;;
1433;06/12/22 10:49:10'181;218,622;;;
1434;06/12/22 10:49:10'661;218,563;;;
1435;06/12/22 10:49:11'141;218,604;;;
1436;06/12/22 10:49:11'621;218,728;;;
1437;06/12/22 10:49:12'101;218,673;;;
1438;06/12/22 10:49:12'581;218,620;;;
1439;06/12/22 10:49:13'061;218,620;;;
1440;06/12/22 10:49:13'542;218,543;;;
1441;06/12/22 10:49:14'021;218,609;;;
1442;06/12/22 10:49:14'341;218,508;;;
1443;06/12/22 10:49:14'821;218,514;;;
1444;06/12/22 10:49:15'141;218,540;;;
1445;06/12/22 10:49:15'619;218,630;;;
1446;06/12/22 10:49:15'939;218,576;;;
1447;06/12/22 10:49:16'420;218,602;;;
1448;06/12/22 10:49:16'900;218,600;;;
1449;06/12/22 10:49:17'556;218,528;;;
1450;06/12/22 10:49:18'884;218,579;;;
1451;06/12/22 10:49:19'204;218,579;;;
1452;06/12/22 10:49:19'683;218,570;;;
1453;06/12/22 10:49:20'164;218,563;;;
1454;06/12/22 10:49:20'644;218,518;;;
1455;06/12/22 10:49:21'124;218,593;;;
1456;06/12/22 10:49:21'603;218,515;;;
1457;06/12/22 10:49:22'098;218,561;;;
1458;06/12/22 10:49:22'578;218,601;;;
1459;06/12/22 10:49:23'059;218,600;;;
1460;06/12/22 10:49:23'539;218,595;;;
1461;06/12/22 10:49:24'019;218,587;;;
1462;06/12/22 10:49:24'499;218,586;;;
1463;06/12/22 10:49:24'979;218,569;;;
1464;06/12/22 10:49:25'619;218,549;;;
1465;06/12/22 10:49:26'099;218,616;;;
1466;06/12/22 10:49:26'579;218,609;;;
1467;06/12/22 10:49:27'218;218,648;;;
1468;06/12/22 10:49:27'698;218,610;;;
1469;06/12/22 10:49:28'178;218,575;;;
1470;06/12/22 10:49:28'818;218,614;;;
1471;06/12/22 10:49:29'298;218,596;;;
1472;06/12/22 10:49:29'778;218,582;;;
1473;06/12/22 10:49:30'098;218,655;;;
1474;06/12/22 10:49:30'578;218,615;;;
1475;06/12/22 10:49:30'898;218,625;;;
1476;06/12/22 10:49:31'378;218,620;;;
1477;06/12/22 10:49:31'858;218,648;;;
1478;06/12/22 10:49:32'337;218,588;;;
1479;06/12/22 10:49:32'818;218,682;;;
1480;06/12/22 10:49:33'457;218,592;;;
1481;06/12/22 10:49:33'937;218,631;;;
1482;06/12/22 10:49:34'417;218,551;;;
1483;06/12/22 10:49:34'897;218,697;;;
1484;06/12/22 10:49:35'377;218,683;;;
1485;06/12/22 10:49:35'857;218,585;;;
1486;06/12/22 10:49:36'337;218,636;;;
1487;06/12/22 10:49:36'817;218,632;;;
1488;06/12/22 10:49:37'297;218,614;;;
1489;06/12/22 10:49:37'777;218,586;;;
1490;06/12/22 10:49:38'257;218,667;;;
1491;06/12/22 10:49:38'897;218,600;;;
1492;06/12/22 10:49:39'376;218,453;;;
1493;06/12/22 10:49:39'856;218,611;;;
1494;06/12/22 10:49:40'336;218,491;;;
1495;06/12/22 10:49:40'816;218,571;;;
1496;06/12/22 10:49:41'296;218,611;;;
1497;06/12/22 10:49:41'936;218,562;;;
1498;06/12/22 10:49:42'416;218,568;;;
1499;06/12/22 10:49:42'896;218,520;;;
1500;06/12/22 10:49:43'536;218,525;;;
1501;06/12/22 10:49:44'016;218,534;;;
1502;06/12/22 10:49:44'496;218,489;;;
1503;06/12/22 10:49:44'816;218,442;;;
1504;06/12/22 10:49:45'294;218,611;;;
1505;06/12/22 10:49:45'775;218,533;;;
1506;06/12/22 10:49:46'255;218,510;;;
1507;06/12/22 10:49:46'735;218,520;;;
1508;06/12/22 10:49:47'375;218,530;;;
1509;06/12/22 10:49:47'855;218,615;;;
1510;06/12/22 10:49:48'335;218,589;;;
1511;06/12/22 10:49:48'815;218,505;;;
1512;06/12/22 10:49:49'295;218,537;;;
1513;06/12/22 10:49:49'775;218,587;;;
1514;06/12/22 10:49:50'255;218,570;;;
1515;06/12/22 10:49:50'735;218,580;;;
1516;06/12/22 10:49:51'215;218,569;;;
1517;06/12/22 10:49:51'694;218,617;;;
1518;06/12/22 10:49:52'174;218,530;;;
1519;06/12/22 10:49:52'813;218,526;;;
1520;06/12/22 10:49:53'294;218,637;;;
1521;06/12/22 10:49:53'790;218,551;;;
1522;06/12/22 10:49:54'270;218,605;;;
1523;06/12/22 10:49:54'750;218,520;;;
1524;06/12/22 10:49:55'230;218,657;;;
1525;06/12/22 10:49:55'710;218,583;;;
1526;06/12/22 10:49:56'190;218,630;;;
1527;06/12/22 10:49:56'670;218,600;;;
1528;06/12/22 10:49:57'150;218,538;;;
1529;06/12/22 10:49:57'629;218,572;;;
1530;06/12/22 10:49:58'269;218,597;;;
1531;06/12/22 10:49:58'749;218,496;;;
1532;06/12/22 10:49:59'229;218,625;;;
1533;06/12/22 10:49:59'869;218,551;;;
1534;06/12/22 10:50:00'509;218,565;;;
1535;06/12/22 10:50:01'149;218,549;;;
1536;06/12/22 10:50:01'629;218,541;;;
1537;06/12/22 10:50:02'109;218,578;;;
1538;06/12/22 10:50:02'429;218,537;;;
1539;06/12/22 10:50:02'909;218,544;;;
1540;06/12/22 10:50:03'229;218,542;;;
1541;06/12/22 10:50:03'708;218,612;;;
1542;06/12/22 10:50:04'029;218,582;;;
1543;06/12/22 10:50:04'508;218,569;;;
1544;06/12/22 10:50:04'988;218,542;;;
1545;06/12/22 10:50:05'468;218,564;;;
1546;06/12/22 10:50:05'948;218,569;;;
1547;06/12/22 10:50:06'428;218,526;;;
1548;06/12/22 10:50:06'908;218,456;;;
1549;06/12/22 10:50:07'228;218,504;;;
1550;06/12/22 10:50:07'724;218,575;;;
1551;06/12/22 10:50:08'044;218,612;;;
1552;06/12/22 10:50:08'524;218,519;;;
1553;06/12/22 10:50:09'004;218,585;;;
1554;06/12/22 10:50:09'483;218,440;;;
1555;06/12/22 10:50:09'963;218,534;;;
1556;06/12/22 10:50:10'443;218,526;;;
1557;06/12/22 10:50:10'923;218,508;;;
1558;06/12/22 10:50:11'403;218,517;;;
1559;06/12/22 10:50:11'883;218,489;;;
1560;06/12/22 10:50:12'363;218,434;;;
1561;06/12/22 10:50:12'843;218,429;;;
1562;06/12/22 10:50:14'315;218,622;;;
1563;06/12/22 10:50:14'795;218,478;;;
1564;06/12/22 10:50:15'274;218,528;;;
1565;06/12/22 10:50:15'754;218,458;;;
1566;06/12/22 10:50:16'235;218,427;;;
1567;06/12/22 10:50:16'874;218,489;;;
1568;06/12/22 10:50:17'354;218,502;;;
1569;06/12/22 10:50:17'834;218,356;;;
1570;06/12/22 10:50:18'314;218,515;;;
1571;06/12/22 10:50:18'794;218,478;;;
1572;06/12/22 10:50:19'274;218,535;;;
1573;06/12/22 10:50:19'914;218,364;;;
1574;06/12/22 10:50:20'394;218,425;;;
1575;06/12/22 10:50:20'874;218,446;;;
1576;06/12/22 10:50:21'513;218,444;;;
1577;06/12/22 10:50:21'993;218,512;;;
1578;06/12/22 10:50:22'473;218,433;;;
1579;06/12/22 10:50:23'113;218,454;;;
1580;06/12/22 10:50:23'593;218,482;;;
1581;06/12/22 10:50:24'073;218,382;;;
1582;06/12/22 10:50:24'553;218,513;;;
1583;06/12/22 10:50:25'033;218,628;;;
1584;06/12/22 10:50:25'513;218,496;;;
1585;06/12/22 10:50:25'992;218,679;;;
1586;06/12/22 10:50:26'473;218,554;;;
1587;06/12/22 10:50:26'953;218,473;;;
1588;06/12/22 10:50:27'432;218,427;;;
1589;06/12/22 10:50:27'912;218,661;;;
1590;06/12/22 10:50:28'552;218,576;;;
1591;06/12/22 10:50:29'032;218,587;;;
1592;06/12/22 10:50:29'512;218,565;;;
1593;06/12/22 10:50:29'992;218,588;;;
1594;06/12/22 10:50:30'472;218,466;;;
1595;06/12/22 10:50:30'952;218,473;;;
1596;06/12/22 10:50:31'432;218,551;;;
1597;06/12/22 10:50:31'912;218,571;;;
1598;06/12/22 10:50:32'392;218,586;;;
1599;06/12/22 10:50:32'872;218,466;;;
1600;06/12/22 10:50:33'350;218,506;;;
1601;06/12/22 10:50:33'831;218,598;;;
1602;06/12/22 10:50:34'311;218,526;;;
1603;06/12/22 10:50:34'791;218,502;;;
1604;06/12/22 10:50:35'271;218,558;;;
1605;06/12/22 10:50:35'751;218,632;;;
1606;06/12/22 10:50:36'071;218,589;;;
1607;06/12/22 10:50:36'551;218,546;;;
1608;06/12/22 10:50:36'871;218,578;;;
1609;06/12/22 10:50:37'351;218,531;;;
1610;06/12/22 10:50:37'671;218,524;;;
1611;06/12/22 10:50:38'153;218,562;;;
1612;06/12/22 10:50:38'631;218,590;;;
1613;06/12/22 10:50:39'111;218,584;;;
1614;06/12/22 10:50:39'590;218,522;;;
1615;06/12/22 10:50:39'911;218,605;;;
1616;06/12/22 10:50:40'390;218,555;;;
1617;06/12/22 10:50:40'710;218,565;;;
1618;06/12/22 10:50:41'194;218,636;;;
1619;06/12/22 10:50:41'510;218,592;;;
1620;06/12/22 10:50:41'990;218,603;;;
1621;06/12/22 10:50:42'470;218,577;;;
1622;06/12/22 10:50:43'110;218,602;;;
1623;06/12/22 10:50:43'589;218,636;;;
1624;06/12/22 10:50:44'069;218,602;;;
1625;06/12/22 10:50:44'710;218,642;;;
1626;06/12/22 10:50:45'190;218,649;;;
1627;06/12/22 10:50:45'669;218,550;;;
1628;06/12/22 10:50:46'309;218,619;;;
1629;06/12/22 10:50:46'949;218,512;;;
1630;06/12/22 10:50:47'429;218,738;;;
1631;06/12/22 10:50:47'908;218,596;;;
1632;06/12/22 10:50:48'389;218,643;;;
1633;06/12/22 10:50:48'869;218,547;;;
1634;06/12/22 10:50:49'189;218,482;;;
1635;06/12/22 10:50:49'669;218,650;;;
1636;06/12/22 10:50:49'990;218,607;;;
1637;06/12/22 10:50:50'469;218,581;;;
1638;06/12/22 10:50:50'789;218,615;;;
1639;06/12/22 10:50:51'268;218,562;;;
1640;06/12/22 10:50:51'587;218,626;;;
1641;06/12/22 10:50:52'068;218,708;;;
1642;06/12/22 10:50:52'548;218,550;;;
1643;06/12/22 10:50:53'188;218,698;;;
1644;06/12/22 10:50:53'667;218,529;;;
1645;06/12/22 10:50:54'148;218,681;;;
1646;06/12/22 10:50:54'628;218,746;;;
1647;06/12/22 10:50:55'108;218,617;;;
1648;06/12/22 10:50:55'428;218,518;;;
1649;06/12/22 10:50:55'908;218,731;;;
1650;06/12/22 10:50:56'388;218,579;;;
1651;06/12/22 10:50:57'028;218,635;;;
1652;06/12/22 10:50:57'507;218,501;;;
1653;06/12/22 10:50:57'987;218,646;;;
1654;06/12/22 10:50:58'627;218,622;;;
1655;06/12/22 10:50:59'107;218,651;;;
1656;06/12/22 10:50:59'603;218,584;;;
1657;06/12/22 10:51:00'243;218,561;;;
1658;06/12/22 10:51:00'723;218,610;;;
1659;06/12/22 10:51:01'203;218,628;;;
1660;06/12/22 10:51:01'523;218,527;;;
1661;06/12/22 10:51:02'003;218,617;;;
1662;06/12/22 10:51:02'323;218,547;;;
1663;06/12/22 10:51:02'802;218,554;;;
1664;06/12/22 10:51:03'122;218,623;;;
1665;06/12/22 10:51:03'602;218,633;;;
1666;06/12/22 10:51:04'082;218,691;;;
1667;06/12/22 10:51:04'562;218,458;;;
1668;06/12/22 10:51:05'041;218,482;;;
1669;06/12/22 10:51:05'682;218,598;;;
1670;06/12/22 10:51:06'162;218,581;;;
1671;06/12/22 10:51:06'642;218,607;;;
1672;06/12/22 10:51:07'122;218,579;;;
1673;06/12/22 10:51:07'602;218,691;;;
1674;06/12/22 10:51:08'082;218,494;;;
1675;06/12/22 10:51:08'562;218,488;;;
1676;06/12/22 10:51:09'042;218,588;;;
1677;06/12/22 10:51:09'521;218,564;;;
1678;06/12/22 10:51:11'009;218,398;;;
1679;06/12/22 10:51:11'489;218,492;;;
1680;06/12/22 10:51:11'969;218,594;;;
1681;06/12/22 10:51:12'449;218,483;;;
1682;06/12/22 10:51:12'929;218,577;;;
1683;06/12/22 10:51:13'409;218,543;;;
1684;06/12/22 10:51:13'889;218,494;;;
1685;06/12/22 10:51:14'369;218,609;;;
1686;06/12/22 10:51:14'850;218,557;;;
1687;06/12/22 10:51:15'169;218,498;;;
1688;06/12/22 10:51:15'648;218,599;;;
1689;06/12/22 10:51:16'128;218,441;;;
1690;06/12/22 10:51:16'608;218,388;;;
1691;06/12/22 10:51:17'088;218,529;;;
1692;06/12/22 10:51:17'568;218,420;;;
1693;06/12/22 10:51:18'048;218,493;;;
1694;06/12/22 10:51:18'528;218,427;;;
1695;06/12/22 10:51:19'168;218,378;;;
1696;06/12/22 10:51:19'648;218,429;;;
1697;06/12/22 10:51:20'128;218,329;;;
1698;06/12/22 10:51:20'768;218,409;;;
1699;06/12/22 10:51:21'407;218,488;;;
1700;06/12/22 10:51:21'887;218,370;;;
1701;06/12/22 10:51:22'367;218,425;;;
1702;06/12/22 10:51:23'007;218,360;;;
1703;06/12/22 10:51:23'487;218,374;;;
1704;06/12/22 10:51:23'967;218,466;;;
1705;06/12/22 10:51:24'607;218,327;;;
1706;06/12/22 10:51:25'247;218,401;;;
1707;06/12/22 10:51:25'726;218,484;;;
1708;06/12/22 10:51:26'207;218,390;;;
1709;06/12/22 10:51:26'703;218,440;;;
1710;06/12/22 10:51:27'214;218,273;;;
1711;06/12/22 10:51:27'694;218,468;;;
1712;06/12/22 10:51:28'174;218,346;;;
1713;06/12/22 10:51:28'493;218,411;;;
1714;06/12/22 10:51:28'974;218,514;;;
1715;06/12/22 10:51:29'304;218,414;;;
1716;06/12/22 10:51:29'790;218,544;;;
1717;06/12/22 10:51:30'109;218,463;;;
1718;06/12/22 10:51:30'590;218,558;;;
1719;06/12/22 10:51:31'070;218,429;;;
1720;06/12/22 10:51:31'550;218,508;;;
1721;06/12/22 10:51:32'030;218,410;;;
1722;06/12/22 10:51:32'670;218,491;;;
1723;06/12/22 10:51:33'166;218,521;;;
1724;06/12/22 10:51:33'645;218,348;;;
1725;06/12/22 10:51:34'125;218,424;;;
1726;06/12/22 10:51:34'605;218,475;;;
1727;06/12/22 10:51:35'085;218,428;;;
1728;06/12/22 10:51:35'581;218,553;;;
1729;06/12/22 10:51:36'061;218,482;;;
1730;06/12/22 10:51:36'541;218,549;;;
1731;06/12/22 10:51:37'021;218,545;;;
1732;06/12/22 10:51:37'501;218,498;;;
1733;06/12/22 10:51:37'981;218,444;;;
1734;06/12/22 10:51:38'461;218,511;;;
1735;06/12/22 10:51:38'781;218,422;;;
1736;06/12/22 10:51:39'260;218,472;;;
1737;06/12/22 10:51:39'740;218,595;;;
1738;06/12/22 10:51:40'220;218,372;;;
1739;06/12/22 10:51:40'700;218,476;;;
1740;06/12/22 10:51:41'020;218,611;;;
1741;06/12/22 10:51:41'500;218,474;;;
1742;06/12/22 10:51:41'980;218,551;;;
1743;06/12/22 10:51:42'460;218,542;;;
1744;06/12/22 10:51:42'940;218,493;;;
1745;06/12/22 10:51:43'420;218,494;;;
1746;06/12/22 10:51:43'900;218,531;;;
1747;06/12/22 10:51:44'380;218,512;;;
1748;06/12/22 10:51:44'860;218,537;;;
1749;06/12/22 10:51:45'339;218,614;;;
1750;06/12/22 10:51:45'819;218,535;;;
1751;06/12/22 10:51:46'299;218,551;;;
1752;06/12/22 10:51:46'779;218,597;;;
1753;06/12/22 10:51:47'419;218,618;;;
1754;06/12/22 10:51:47'899;218,556;;;
1755;06/12/22 10:51:48'379;218,744;;;
1756;06/12/22 10:51:49'019;218,643;;;
1757;06/12/22 10:51:49'499;218,500;;;
1758;06/12/22 10:51:49'981;218,571;;;
1759;06/12/22 10:51:50'458;218,706;;;
1760;06/12/22 10:51:50'939;218,712;;;
1761;06/12/22 10:51:51'418;218,639;;;
1762;06/12/22 10:51:51'898;218,655;;;
1763;06/12/22 10:51:52'378;218,657;;;
1764;06/12/22 10:51:52'858;218,698;;;
1765;06/12/22 10:51:53'338;218,731;;;
1766;06/12/22 10:51:53'817;218,629;;;
1767;06/12/22 10:51:54'298;218,693;;;
1768;06/12/22 10:51:54'778;218,614;;;
1769;06/12/22 10:51:55'259;218,695;;;
1770;06/12/22 10:51:55'738;218,551;;;
1771;06/12/22 10:51:56'218;218,731;;;
1772;06/12/22 10:51:56'538;218,669;;;
1773;06/12/22 10:51:57'018;218,678;;;
1774;06/12/22 10:51:57'497;218,676;;;
1775;06/12/22 10:51:57'977;218,741;;;
1776;06/12/22 10:51:58'457;218,529;;;
1777;06/12/22 10:51:58'937;218,722;;;
1778;06/12/22 10:51:59'417;218,792;;;
1779;06/12/22 10:51:59'897;218,667;;;
1780;06/12/22 10:52:00'378;218,611;;;
1781;06/12/22 10:52:00'857;218,676;;;
1782;06/12/22 10:52:01'337;218,694;;;
1783;06/12/22 10:52:01'817;218,579;;;
1784;06/12/22 10:52:02'297;218,598;;;
1785;06/12/22 10:52:02'777;218,731;;;
1786;06/12/22 10:52:03'256;218,664;;;
1787;06/12/22 10:52:03'736;218,556;;;
1788;06/12/22 10:52:04'215;218,562;;;
1789;06/12/22 10:52:04'696;218,628;;;
1790;06/12/22 10:52:05'178;218,588;;;
1791;06/12/22 10:52:06'900;218,551;;;
1792;06/12/22 10:52:07'544;218,463;;;
1793;06/12/22 10:52:08'024;218,677;;;
1794;06/12/22 10:52:08'504;218,467;;;
1795;06/12/22 10:52:09'144;218,627;;;
1796;06/12/22 10:52:09'623;218,561;;;
1797;06/12/22 10:52:10'103;218,500;;;
1798;06/12/22 10:52:10'743;218,535;;;
1799;06/12/22 10:52:11'223;218,534;;;
1800;06/12/22 10:52:11'703;218,548;;;
1801;06/12/22 10:52:12'023;218,367;;;
1802;06/12/22 10:52:12'503;218,555;;;
1803;06/12/22 10:52:12'823;218,550;;;
1804;06/12/22 10:52:13'303;218,502;;;
1805;06/12/22 10:52:13'622;218,517;;;
1806;06/12/22 10:52:14'102;218,482;;;
1807;06/12/22 10:52:14'423;218,387;;;
1808;06/12/22 10:52:14'903;218,547;;;
1809;06/12/22 10:52:15'382;218,630;;;
1810;06/12/22 10:52:15'878;218,396;;;
1811;06/12/22 10:52:16'358;218,476;;;
1812;06/12/22 10:52:16'998;218,536;;;
1813;06/12/22 10:52:17'478;218,453;;;
1814;06/12/22 10:52:17'958;218,626;;;
1815;06/12/22 10:52:18'278;218,414;;;
1816;06/12/22 10:52:18'758;218,435;;;
1817;06/12/22 10:52:19'078;218,398;;;
1818;06/12/22 10:52:19'558;218,426;;;
1819;06/12/22 10:52:20'038;218,425;;;
1820;06/12/22 10:52:20'678;218,306;;;
1821;06/12/22 10:52:21'174;218,473;;;
1822;06/12/22 10:52:21'494;218,355;;;
1823;06/12/22 10:52:21'990;218,405;;;
1824;06/12/22 10:52:22'309;218,467;;;
1825;06/12/22 10:52:22'789;218,525;;;
1826;06/12/22 10:52:23'109;218,441;;;
1827;06/12/22 10:52:23'605;218,606;;;
1828;06/12/22 10:52:24'085;218,482;;;
1829;06/12/22 10:52:24'565;218,506;;;
1830;06/12/22 10:52:25'045;218,569;;;
1831;06/12/22 10:52:25'525;218,324;;;
1832;06/12/22 10:52:26'005;218,515;;;
1833;06/12/22 10:52:26'485;218,533;;;
1834;06/12/22 10:52:27'124;218,489;;;
1835;06/12/22 10:52:27'604;218,589;;;
1836;06/12/22 10:52:28'084;218,526;;;
1837;06/12/22 10:52:28'564;218,595;;;
1838;06/12/22 10:52:29'043;218,615;;;
1839;06/12/22 10:52:29'364;218,493;;;
1840;06/12/22 10:52:29'843;218,642;;;
1841;06/12/22 10:52:30'164;218,452;;;
1842;06/12/22 10:52:30'644;218,536;;;
1843;06/12/22 10:52:31'124;218,565;;;
1844;06/12/22 10:52:31'604;218,576;;;
1845;06/12/22 10:52:32'084;218,620;;;
1846;06/12/22 10:52:32'404;218,614;;;
1847;06/12/22 10:52:32'883;218,616;;;
1848;06/12/22 10:52:33'363;218,569;;;
1849;06/12/22 10:52:33'843;218,615;;;
1850;06/12/22 10:52:34'323;218,591;;;
1851;06/12/22 10:52:34'643;218,610;;;
1852;06/12/22 10:52:35'123;218,676;;;
1853;06/12/22 10:52:35'603;218,600;;;
1854;06/12/22 10:52:36'083;218,725;;;
1855;06/12/22 10:52:36'563;218,570;;;
1856;06/12/22 10:52:37'203;218,573;;;
1857;06/12/22 10:52:37'683;218,539;;;
1858;06/12/22 10:52:38'163;218,553;;;
1859;06/12/22 10:52:38'483;218,621;;;
1860;06/12/22 10:52:38'979;218,627;;;
1861;06/12/22 10:52:39'458;218,606;;;
1862;06/12/22 10:52:39'938;218,606;;;
1863;06/12/22 10:52:40'434;218,533;;;
