Valor 1 : Tensão efectiva T3 (0s) [Dispositivo-2]
Número;Tempo;Valor 1-avg[V];Valor 1-min[V];Valor 1-max[V];
60;01/12/22 10:04:30'521;218,174;;;
61;01/12/22 10:04:31'001;218,174;;;
62;01/12/22 10:04:31'481;218,195;;;
63;01/12/22 10:04:31'961;218,266;;;
64;01/12/22 10:04:32'441;218,177;;;
65;01/12/22 10:04:32'761;218,177;;;
66;01/12/22 10:04:33'241;218,253;;;
67;01/12/22 10:04:33'720;218,228;;;
68;01/12/22 10:04:34'200;218,263;;;
69;01/12/22 10:04:34'680;218,281;;;
70;01/12/22 10:04:35'160;218,177;;;
71;01/12/22 10:04:35'640;218,233;;;
72;01/12/22 10:04:36'120;218,258;;;
73;01/12/22 10:04:36'600;218,198;;;
74;01/12/22 10:04:37'080;218,241;;;
75;01/12/22 10:04:37'560;218,310;;;
76;01/12/22 10:04:38'040;218,237;;;
77;01/12/22 10:04:38'522;218,249;;;
78;01/12/22 10:04:39'160;218,238;;;
79;01/12/22 10:04:39'640;218,311;;;
80;01/12/22 10:04:40'119;218,336;;;
81;01/12/22 10:04:40'599;218,209;;;
82;01/12/22 10:04:41'079;218,298;;;
83;01/12/22 10:04:41'559;218,333;;;
84;01/12/22 10:04:42'039;218,232;;;
85;01/12/22 10:04:42'519;218,315;;;
86;01/12/22 10:04:42'999;218,333;;;
87;01/12/22 10:04:43'479;218,253;;;
88;01/12/22 10:04:43'959;218,386;;;
89;01/12/22 10:04:44'439;218,336;;;
90;01/12/22 10:04:44'919;218,294;;;
91;01/12/22 10:04:45'399;218,371;;;
92;01/12/22 10:04:45'878;218,372;;;
93;01/12/22 10:04:46'358;218,335;;;
94;01/12/22 10:04:46'838;218,392;;;
95;01/12/22 10:04:47'318;218,318;;;
96;01/12/22 10:04:47'798;218,389;;;
97;01/12/22 10:04:48'278;218,349;;;
98;01/12/22 10:04:48'758;218,263;;;
99;01/12/22 10:04:49'398;218,391;;;
100;01/12/22 10:04:49'878;218,372;;;
101;01/12/22 10:04:50'358;218,321;;;
102;01/12/22 10:04:50'838;218,341;;;
103;01/12/22 10:04:51'318;218,245;;;
104;01/12/22 10:04:51'797;218,390;;;
105;01/12/22 10:04:52'277;218,272;;;
106;01/12/22 10:04:52'757;218,243;;;
107;01/12/22 10:04:53'237;218,298;;;
108;01/12/22 10:04:53'717;218,262;;;
109;01/12/22 10:04:54'197;218,222;;;
110;01/12/22 10:04:55'589;218,237;;;
111;01/12/22 10:04:55'909;218,270;;;
112;01/12/22 10:04:56'389;218,253;;;
113;01/12/22 10:04:57'029;218,302;;;
114;01/12/22 10:04:57'508;218,339;;;
115;01/12/22 10:04:57'987;218,223;;;
116;01/12/22 10:04:58'467;218,241;;;
117;01/12/22 10:04:58'947;218,257;;;
118;01/12/22 10:04:59'427;218,214;;;
119;01/12/22 10:04:59'907;218,225;;;
120;01/12/22 10:05:00'548;218,221;;;
121;01/12/22 10:05:01'028;218,205;;;
122;01/12/22 10:05:01'508;218,257;;;
123;01/12/22 10:05:01'828;218,159;;;
124;01/12/22 10:05:02'308;218,185;;;
125;01/12/22 10:05:02'787;218,213;;;
126;01/12/22 10:05:03'267;218,146;;;
127;01/12/22 10:05:03'763;218,215;;;
128;01/12/22 10:05:04'259;218,166;;;
129;01/12/22 10:05:04'739;218,114;;;
130;01/12/22 10:05:05'219;218,142;;;
131;01/12/22 10:05:05'698;218,174;;;
132;01/12/22 10:05:06'019;218,215;;;
133;01/12/22 10:05:06'499;218,216;;;
134;01/12/22 10:05:06'979;218,266;;;
135;01/12/22 10:05:07'459;218,214;;;
136;01/12/22 10:05:07'939;218,210;;;
137;01/12/22 10:05:08'435;218,218;;;
138;01/12/22 10:05:08'916;218,160;;;
139;01/12/22 10:05:09'394;218,257;;;
140;01/12/22 10:05:10'033;218,238;;;
141;01/12/22 10:05:10'514;218,223;;;
142;01/12/22 10:05:10'994;218,281;;;
143;01/12/22 10:05:11'474;218,189;;;
144;01/12/22 10:05:11'954;218,234;;;
145;01/12/22 10:05:12'434;218,218;;;
146;01/12/22 10:05:12'914;218,214;;;
147;01/12/22 10:05:13'394;218,259;;;
148;01/12/22 10:05:13'874;218,255;;;
149;01/12/22 10:05:14'354;218,289;;;
150;01/12/22 10:05:14'834;218,237;;;
151;01/12/22 10:05:15'473;218,249;;;
152;01/12/22 10:05:15'953;218,245;;;
153;01/12/22 10:05:16'433;218,239;;;
154;01/12/22 10:05:17'073;218,321;;;
155;01/12/22 10:05:17'713;218,327;;;
156;01/12/22 10:05:18'193;218,278;;;
157;01/12/22 10:05:18'673;218,311;;;
158;01/12/22 10:05:19'153;218,306;;;
159;01/12/22 10:05:19'632;218,311;;;
160;01/12/22 10:05:19'953;218,358;;;
161;01/12/22 10:05:20'433;218,314;;;
162;01/12/22 10:05:20'913;218,271;;;
163;01/12/22 10:05:21'393;218,328;;;
164;01/12/22 10:05:21'872;218,285;;;
165;01/12/22 10:05:22'512;218,324;;;
166;01/12/22 10:05:22'992;218,314;;;
167;01/12/22 10:05:23'488;218,279;;;
168;01/12/22 10:05:24'145;218,337;;;
169;01/12/22 10:05:24'624;218,291;;;
170;01/12/22 10:05:25'104;218,303;;;
171;01/12/22 10:05:25'744;218,392;;;
172;01/12/22 10:05:26'224;218,301;;;
173;01/12/22 10:05:26'704;218,311;;;
174;01/12/22 10:05:27'183;218,320;;;
175;01/12/22 10:05:27'663;218,333;;;
176;01/12/22 10:05:28'143;218,359;;;
177;01/12/22 10:05:28'623;218,331;;;
178;01/12/22 10:05:29'103;218,303;;;
179;01/12/22 10:05:29'423;218,333;;;
180;01/12/22 10:05:29'903;218,303;;;
181;01/12/22 10:05:30'223;218,285;;;
182;01/12/22 10:05:30'703;218,260;;;
183;01/12/22 10:05:31'023;218,312;;;
184;01/12/22 10:05:31'504;218,300;;;
185;01/12/22 10:05:31'823;218,307;;;
186;01/12/22 10:05:32'303;218,297;;;
187;01/12/22 10:05:32'623;218,250;;;
188;01/12/22 10:05:33'103;218,255;;;
189;01/12/22 10:05:33'583;218,320;;;
190;01/12/22 10:05:34'062;218,282;;;
191;01/12/22 10:05:34'542;218,254;;;
192;01/12/22 10:05:35'022;218,262;;;
193;01/12/22 10:05:35'501;218,279;;;
194;01/12/22 10:05:35'982;218,305;;;
195;01/12/22 10:05:36'462;218,287;;;
196;01/12/22 10:05:36'943;218,287;;;
197;01/12/22 10:05:37'262;218,283;;;
198;01/12/22 10:05:37'742;218,286;;;
199;01/12/22 10:05:38'062;218,225;;;
200;01/12/22 10:05:38'542;218,249;;;
201;01/12/22 10:05:38'862;218,291;;;
202;01/12/22 10:05:39'342;218,253;;;
203;01/12/22 10:05:39'820;218,261;;;
204;01/12/22 10:05:40'461;218,251;;;
205;01/12/22 10:05:40'941;218,236;;;
206;01/12/22 10:05:41'421;218,225;;;
207;01/12/22 10:05:42'061;218,244;;;
208;01/12/22 10:05:42'541;218,255;;;
209;01/12/22 10:05:43'021;218,238;;;
210;01/12/22 10:05:43'661;218,266;;;
211;01/12/22 10:05:44'141;218,207;;;
212;01/12/22 10:05:44'621;218,129;;;
213;01/12/22 10:05:45'101;218,203;;;
214;01/12/22 10:05:45'581;218,194;;;
215;01/12/22 10:05:46'060;218,136;;;
216;01/12/22 10:05:46'700;218,240;;;
217;01/12/22 10:05:47'180;218,162;;;
218;01/12/22 10:05:47'660;218,175;;;
219;01/12/22 10:05:48'300;218,215;;;
220;01/12/22 10:05:48'780;218,188;;;
221;01/12/22 10:05:49'260;218,200;;;
222;01/12/22 10:05:49'900;218,228;;;
223;01/12/22 10:05:50'379;218,222;;;
224;01/12/22 10:05:50'860;218,275;;;
225;01/12/22 10:05:51'500;218,206;;;
226;01/12/22 10:05:52'810;218,234;;;
227;01/12/22 10:05:53'290;218,214;;;
228;01/12/22 10:05:53'611;218,227;;;
229;01/12/22 10:05:54'107;218,178;;;
230;01/12/22 10:05:54'586;218,198;;;
231;01/12/22 10:05:55'067;218,246;;;
232;01/12/22 10:05:55'386;218,224;;;
233;01/12/22 10:05:55'867;218,287;;;
234;01/12/22 10:05:56'371;218,217;;;
235;01/12/22 10:05:56'859;218,238;;;
236;01/12/22 10:05:57'339;218,285;;;
237;01/12/22 10:05:57'818;218,262;;;
238;01/12/22 10:05:58'298;218,251;;;
239;01/12/22 10:05:58'778;218,255;;;
240;01/12/22 10:05:59'258;218,252;;;
241;01/12/22 10:05:59'738;218,268;;;
242;01/12/22 10:06:00'074;218,277;;;
243;01/12/22 10:06:00'553;218,189;;;
244;01/12/22 10:06:01'034;218,226;;;
245;01/12/22 10:06:01'514;218,293;;;
246;01/12/22 10:06:01'993;218,219;;;
247;01/12/22 10:06:02'313;218,270;;;
248;01/12/22 10:06:02'794;218,326;;;
249;01/12/22 10:06:03'114;218,186;;;
250;01/12/22 10:06:03'594;218,230;;;
251;01/12/22 10:06:03'913;218,276;;;
252;01/12/22 10:06:04'393;218,258;;;
253;01/12/22 10:06:04'873;218,244;;;
254;01/12/22 10:06:05'353;218,322;;;
255;01/12/22 10:06:05'833;218,239;;;
256;01/12/22 10:06:06'473;218,214;;;
257;01/12/22 10:06:07'113;218,241;;;
258;01/12/22 10:06:07'593;218,235;;;
259;01/12/22 10:06:08'073;218,278;;;
260;01/12/22 10:06:08'713;218,209;;;
261;01/12/22 10:06:09'193;218,261;;;
262;01/12/22 10:06:09'674;218,258;;;
263;01/12/22 10:06:10'152;218,184;;;
264;01/12/22 10:06:10'632;218,183;;;
265;01/12/22 10:06:11'112;218,214;;;
266;01/12/22 10:06:11'752;218,215;;;
267;01/12/22 10:06:12'247;218,208;;;
268;01/12/22 10:06:12'728;218,151;;;
269;01/12/22 10:06:13'368;218,236;;;
270;01/12/22 10:06:13'848;218,200;;;
271;01/12/22 10:06:14'329;218,234;;;
272;01/12/22 10:06:14'808;218,244;;;
273;01/12/22 10:06:15'288;218,178;;;
274;01/12/22 10:06:15'767;218,227;;;
275;01/12/22 10:06:16'247;218,217;;;
276;01/12/22 10:06:16'727;218,165;;;
277;01/12/22 10:06:17'367;218,252;;;
278;01/12/22 10:06:17'847;218,239;;;
279;01/12/22 10:06:18'326;218,185;;;
280;01/12/22 10:06:18'646;218,164;;;
281;01/12/22 10:06:19'127;218,205;;;
282;01/12/22 10:06:19'446;218,243;;;
283;01/12/22 10:06:19'927;218,255;;;
284;01/12/22 10:06:20'407;218,249;;;
285;01/12/22 10:06:20'887;218,221;;;
286;01/12/22 10:06:21'367;218,283;;;
287;01/12/22 10:06:21'846;218,267;;;
288;01/12/22 10:06:22'326;218,256;;;
289;01/12/22 10:06:22'646;218,257;;;
290;01/12/22 10:06:23'125;218,264;;;
291;01/12/22 10:06:23'606;218,290;;;
292;01/12/22 10:06:24'246;218,304;;;
293;01/12/22 10:06:24'726;218,218;;;
294;01/12/22 10:06:25'205;218,270;;;
295;01/12/22 10:06:25'846;218,293;;;
296;01/12/22 10:06:26'326;218,322;;;
297;01/12/22 10:06:26'806;218,354;;;
298;01/12/22 10:06:27'446;218,264;;;
299;01/12/22 10:06:27'925;218,319;;;
300;01/12/22 10:06:28'405;218,312;;;
301;01/12/22 10:06:28'885;218,277;;;
302;01/12/22 10:06:29'365;218,362;;;
303;01/12/22 10:06:29'845;218,306;;;
304;01/12/22 10:06:30'325;218,324;;;
305;01/12/22 10:06:30'805;218,389;;;
306;01/12/22 10:06:31'125;218,343;;;
307;01/12/22 10:06:31'604;218,348;;;
308;01/12/22 10:06:31'925;218,359;;;
309;01/12/22 10:06:32'404;218,318;;;
310;01/12/22 10:06:32'885;218,316;;;
311;01/12/22 10:06:33'365;218,350;;;
312;01/12/22 10:06:33'844;218,343;;;
313;01/12/22 10:06:34'324;218,300;;;
314;01/12/22 10:06:34'804;218,302;;;
315;01/12/22 10:06:35'283;218,259;;;
316;01/12/22 10:06:35'924;218,324;;;
317;01/12/22 10:06:36'404;218,261;;;
318;01/12/22 10:06:36'884;218,230;;;
319;01/12/22 10:06:37'524;218,293;;;
320;01/12/22 10:06:38'004;218,234;;;
321;01/12/22 10:06:38'483;218,279;;;
322;01/12/22 10:06:38'964;218,242;;;
323;01/12/22 10:06:39'444;218,242;;;
324;01/12/22 10:06:39'923;218,334;;;
325;01/12/22 10:06:40'403;218,234;;;
326;01/12/22 10:06:40'883;218,262;;;
327;01/12/22 10:06:41'203;218,268;;;
328;01/12/22 10:06:41'683;218,302;;;
329;01/12/22 10:06:42'163;218,234;;;
330;01/12/22 10:06:42'659;218,206;;;
331;01/12/22 10:06:43'138;218,262;;;
332;01/12/22 10:06:43'619;218,246;;;
333;01/12/22 10:06:44'099;218,322;;;
334;01/12/22 10:06:44'419;218,261;;;
335;01/12/22 10:06:44'899;218,253;;;
336;01/12/22 10:06:45'379;218,293;;;
337;01/12/22 10:06:45'858;218,252;;;
338;01/12/22 10:06:46'337;218,273;;;
339;01/12/22 10:06:46'817;218,299;;;
340;01/12/22 10:06:47'298;218,242;;;
341;01/12/22 10:06:47'618;218,252;;;
342;01/12/22 10:06:48'097;218,314;;;
343;01/12/22 10:06:48'578;218,177;;;
344;01/12/22 10:06:50'050;218,223;;;
345;01/12/22 10:06:50'545;218,244;;;
346;01/12/22 10:06:51'186;218,257;;;
347;01/12/22 10:06:51'665;218,275;;;
348;01/12/22 10:06:52'144;218,259;;;
349;01/12/22 10:06:52'785;218,254;;;
350;01/12/22 10:06:53'265;218,297;;;
351;01/12/22 10:06:53'745;218,280;;;
352;01/12/22 10:06:54'224;218,278;;;
353;01/12/22 10:06:54'705;218,248;;;
354;01/12/22 10:06:55'185;218,251;;;
355;01/12/22 10:06:55'664;218,267;;;
356;01/12/22 10:06:56'145;218,296;;;
357;01/12/22 10:06:56'465;218,273;;;
358;01/12/22 10:06:56'944;218,256;;;
359;01/12/22 10:06:57'424;218,292;;;
360;01/12/22 10:06:57'904;218,295;;;
361;01/12/22 10:06:58'384;218,281;;;
362;01/12/22 10:06:58'864;218,281;;;
363;01/12/22 10:06:59'344;218,276;;;
364;01/12/22 10:06:59'663;218,260;;;
365;01/12/22 10:07:00'160;218,357;;;
366;01/12/22 10:07:00'640;218,203;;;
367;01/12/22 10:07:01'120;218,312;;;
368;01/12/22 10:07:01'616;218,298;;;
369;01/12/22 10:07:02'256;218,299;;;
370;01/12/22 10:07:02'736;218,280;;;
371;01/12/22 10:07:03'216;218,336;;;
372;01/12/22 10:07:03'695;218,271;;;
373;01/12/22 10:07:04'175;218,274;;;
374;01/12/22 10:07:04'655;218,220;;;
375;01/12/22 10:07:05'136;218,324;;;
376;01/12/22 10:07:05'615;218,313;;;
377;01/12/22 10:07:06'255;218,261;;;
378;01/12/22 10:07:06'895;218,299;;;
379;01/12/22 10:07:07'375;218,255;;;
380;01/12/22 10:07:07'855;218,270;;;
381;01/12/22 10:07:08'335;218,253;;;
382;01/12/22 10:07:08'815;218,242;;;
383;01/12/22 10:07:09'135;218,263;;;
384;01/12/22 10:07:09'615;218,294;;;
385;01/12/22 10:07:10'094;218,239;;;
386;01/12/22 10:07:10'574;218,221;;;
387;01/12/22 10:07:11'054;218,230;;;
388;01/12/22 10:07:11'694;218,238;;;
389;01/12/22 10:07:12'174;218,276;;;
390;01/12/22 10:07:12'654;218,217;;;
391;01/12/22 10:07:12'974;218,274;;;
392;01/12/22 10:07:13'454;218,275;;;
393;01/12/22 10:07:13'934;218,247;;;
394;01/12/22 10:07:14'414;218,261;;;
395;01/12/22 10:07:14'894;218,326;;;
396;01/12/22 10:07:15'374;218,290;;;
397;01/12/22 10:07:15'853;218,279;;;
398;01/12/22 10:07:16'173;218,280;;;
399;01/12/22 10:07:16'653;218,229;;;
400;01/12/22 10:07:17'132;218,280;;;
401;01/12/22 10:07:17'613;218,337;;;
402;01/12/22 10:07:18'093;218,257;;;
403;01/12/22 10:07:18'733;218,280;;;
404;01/12/22 10:07:19'372;218,295;;;
405;01/12/22 10:07:19'852;218,266;;;
406;01/12/22 10:07:20'333;218,306;;;
407;01/12/22 10:07:20'973;218,279;;;
408;01/12/22 10:07:21'453;218,302;;;
409;01/12/22 10:07:21'932;218,258;;;
410;01/12/22 10:07:22'572;218,273;;;
411;01/12/22 10:07:23'052;218,308;;;
412;01/12/22 10:07:23'532;218,271;;;
413;01/12/22 10:07:24'172;218,284;;;
414;01/12/22 10:07:24'812;218,258;;;
415;01/12/22 10:07:25'308;218,296;;;
416;01/12/22 10:07:25'819;218,272;;;
417;01/12/22 10:07:26'300;218,267;;;
418;01/12/22 10:07:26'780;218,289;;;
419;01/12/22 10:07:27'260;218,218;;;
420;01/12/22 10:07:27'739;218,270;;;
421;01/12/22 10:07:28'058;218,325;;;
422;01/12/22 10:07:28'538;218,225;;;
423;01/12/22 10:07:29'020;218,291;;;
424;01/12/22 10:07:29'499;218,308;;;
425;01/12/22 10:07:29'979;218,238;;;
426;01/12/22 10:07:30'458;218,265;;;
427;01/12/22 10:07:30'938;218,270;;;
428;01/12/22 10:07:31'418;218,229;;;
429;01/12/22 10:07:31'899;218,313;;;
430;01/12/22 10:07:32'379;218,248;;;
431;01/12/22 10:07:32'859;218,233;;;
432;01/12/22 10:07:33'339;218,275;;;
433;01/12/22 10:07:33'818;218,227;;;
434;01/12/22 10:07:34'307;218,265;;;
435;01/12/22 10:07:34'795;218,282;;;
436;01/12/22 10:07:35'114;218,253;;;
437;01/12/22 10:07:35'593;218,266;;;
438;01/12/22 10:07:35'930;218,276;;;
439;01/12/22 10:07:36'410;218,240;;;
440;01/12/22 10:07:36'890;218,234;;;
441;01/12/22 10:07:37'386;218,240;;;
442;01/12/22 10:07:37'865;218,226;;;
443;01/12/22 10:07:38'505;218,244;;;
444;01/12/22 10:07:38'985;218,254;;;
445;01/12/22 10:07:39'465;218,169;;;
446;01/12/22 10:07:39'944;218,326;;;
447;01/12/22 10:07:40'425;218,237;;;
448;01/12/22 10:07:40'905;218,276;;;
449;01/12/22 10:07:41'385;218,210;;;
450;01/12/22 10:07:41'865;218,232;;;
451;01/12/22 10:07:42'344;218,200;;;
452;01/12/22 10:07:42'825;218,209;;;
453;01/12/22 10:07:43'305;218,168;;;
454;01/12/22 10:07:43'945;218,241;;;
455;01/12/22 10:07:44'425;218,175;;;
456;01/12/22 10:07:44'905;218,199;;;
457;01/12/22 10:07:46'535;218,146;;;
458;01/12/22 10:07:47'016;218,200;;;
459;01/12/22 10:07:47'336;218,147;;;
460;01/12/22 10:07:47'816;218,162;;;
461;01/12/22 10:07:48'296;218,176;;;
462;01/12/22 10:07:48'776;218,172;;;
463;01/12/22 10:07:49'256;218,154;;;
464;01/12/22 10:07:49'736;218,198;;;
465;01/12/22 10:07:50'215;218,148;;;
466;01/12/22 10:07:50'696;218,171;;;
467;01/12/22 10:07:51'175;218,145;;;
468;01/12/22 10:07:51'655;218,137;;;
469;01/12/22 10:07:52'295;218,132;;;
470;01/12/22 10:07:52'775;218,112;;;
471;01/12/22 10:07:53'255;218,132;;;
472;01/12/22 10:07:53'734;218,177;;;
473;01/12/22 10:07:54'214;218,146;;;
474;01/12/22 10:07:54'695;218,148;;;
475;01/12/22 10:07:55'335;218,104;;;
476;01/12/22 10:07:55'815;218,120;;;
477;01/12/22 10:07:56'295;218,134;;;
478;01/12/22 10:07:56'935;218,156;;;
479;01/12/22 10:07:57'415;218,148;;;
480;01/12/22 10:07:57'894;218,144;;;
481;01/12/22 10:07:58'534;218,142;;;
482;01/12/22 10:07:59'013;218,159;;;
483;01/12/22 10:07:59'493;218,177;;;
484;01/12/22 10:07:59'815;218,142;;;
485;01/12/22 10:08:00'294;218,197;;;
486;01/12/22 10:08:00'774;218,117;;;
487;01/12/22 10:08:01'254;218,168;;;
488;01/12/22 10:08:01'734;218,225;;;
489;01/12/22 10:08:02'054;218,174;;;
490;01/12/22 10:08:02'534;218,183;;;
491;01/12/22 10:08:02'854;218,187;;;
492;01/12/22 10:08:03'334;218,190;;;
493;01/12/22 10:08:03'813;218,205;;;
494;01/12/22 10:08:04'293;218,243;;;
495;01/12/22 10:08:04'773;218,192;;;
496;01/12/22 10:08:05'253;218,262;;;
497;01/12/22 10:08:05'732;218,240;;;
498;01/12/22 10:08:06'053;218,243;;;
499;01/12/22 10:08:06'533;218,258;;;
500;01/12/22 10:08:07'012;218,324;;;
501;01/12/22 10:08:07'653;218,271;;;
502;01/12/22 10:08:08'132;218,306;;;
503;01/12/22 10:08:08'612;218,234;;;
504;01/12/22 10:08:09'254;218,278;;;
505;01/12/22 10:08:09'732;218,271;;;
506;01/12/22 10:08:10'211;218,289;;;
507;01/12/22 10:08:10'692;218,270;;;
508;01/12/22 10:08:11'172;218,269;;;
509;01/12/22 10:08:11'652;218,281;;;
510;01/12/22 10:08:12'132;218,366;;;
511;01/12/22 10:08:12'612;218,288;;;
512;01/12/22 10:08:13'092;218,343;;;
513;01/12/22 10:08:13'572;218,415;;;
514;01/12/22 10:08:14'052;218,348;;;
515;01/12/22 10:08:14'692;218,355;;;
516;01/12/22 10:08:15'172;218,379;;;
517;01/12/22 10:08:15'652;218,382;;;
518;01/12/22 10:08:16'131;218,392;;;
519;01/12/22 10:08:16'611;218,324;;;
520;01/12/22 10:08:17'090;218,370;;;
521;01/12/22 10:08:17'570;218,441;;;
522;01/12/22 10:08:18'052;218,299;;;
523;01/12/22 10:08:18'531;218,369;;;
524;01/12/22 10:08:19'011;218,308;;;
525;01/12/22 10:08:19'491;218,311;;;
526;01/12/22 10:08:19'987;218,305;;;
527;01/12/22 10:08:20'467;218,301;;;
528;01/12/22 10:08:20'947;218,274;;;
529;01/12/22 10:08:21'427;218,268;;;
530;01/12/22 10:08:21'906;218,235;;;
531;01/12/22 10:08:22'562;218,217;;;
532;01/12/22 10:08:23'041;218,286;;;
533;01/12/22 10:08:23'521;218,248;;;
534;01/12/22 10:08:24'162;218,259;;;
535;01/12/22 10:08:24'642;218,229;;;
536;01/12/22 10:08:25'122;218,267;;;
537;01/12/22 10:08:25'762;218,225;;;
538;01/12/22 10:08:26'242;218,309;;;
539;01/12/22 10:08:26'722;218,227;;;
540;01/12/22 10:08:27'362;218,187;;;
541;01/12/22 10:08:27'841;218,239;;;
542;01/12/22 10:08:28'321;218,262;;;
543;01/12/22 10:08:28'641;218,234;;;
544;01/12/22 10:08:29'121;218,273;;;
545;01/12/22 10:08:29'601;218,351;;;
546;01/12/22 10:08:30'081;218,258;;;
547;01/12/22 10:08:30'561;218,300;;;
548;01/12/22 10:08:31'200;218,324;;;
549;01/12/22 10:08:31'680;218,271;;;
550;01/12/22 10:08:32'161;218,353;;;
551;01/12/22 10:08:32'641;218,253;;;
552;01/12/22 10:08:33'121;218,339;;;
553;01/12/22 10:08:33'600;218,434;;;
554;01/12/22 10:08:34'240;218,384;;;
555;01/12/22 10:08:34'720;218,346;;;
556;01/12/22 10:08:35'200;218,344;;;
557;01/12/22 10:08:35'840;218,316;;;
558;01/12/22 10:08:36'320;218,335;;;
559;01/12/22 10:08:36'800;218,303;;;
560;01/12/22 10:08:37'280;218,293;;;
561;01/12/22 10:08:37'760;218,327;;;
562;01/12/22 10:08:38'080;218,334;;;
563;01/12/22 10:08:38'592;218,338;;;
564;01/12/22 10:08:39'072;218,375;;;
565;01/12/22 10:08:40'378;218,347;;;
566;01/12/22 10:08:40'863;218,256;;;
567;01/12/22 10:08:41'343;218,277;;;
568;01/12/22 10:08:41'823;218,288;;;
569;01/12/22 10:08:42'463;218,295;;;
570;01/12/22 10:08:42'943;218,300;;;
571;01/12/22 10:08:43'423;218,197;;;
572;01/12/22 10:08:43'902;218,316;;;
573;01/12/22 10:08:44'383;218,230;;;
574;01/12/22 10:08:44'703;218,227;;;
575;01/12/22 10:08:45'183;218,301;;;
576;01/12/22 10:08:45'662;218,337;;;
577;01/12/22 10:08:46'141;218,287;;;
578;01/12/22 10:08:46'622;218,286;;;
579;01/12/22 10:08:47'101;218,283;;;
580;01/12/22 10:08:47'581;218,263;;;
581;01/12/22 10:08:48'062;218,254;;;
582;01/12/22 10:08:48'541;218,149;;;
583;01/12/22 10:08:49'022;218,182;;;
584;01/12/22 10:08:49'342;218,137;;;
585;01/12/22 10:08:49'822;218,184;;;
586;01/12/22 10:08:50'142;218,197;;;
587;01/12/22 10:08:50'622;218,202;;;
588;01/12/22 10:08:51'101;218,224;;;
589;01/12/22 10:08:51'581;218,202;;;
590;01/12/22 10:08:52'061;218,258;;;
591;01/12/22 10:08:52'701;218,119;;;
592;01/12/22 10:08:53'180;218,192;;;
593;01/12/22 10:08:53'661;218,186;;;
594;01/12/22 10:08:54'141;218,144;;;
595;01/12/22 10:08:54'621;218,130;;;
596;01/12/22 10:08:55'101;218,157;;;
597;01/12/22 10:08:55'740;218,077;;;
598;01/12/22 10:08:56'221;218,116;;;
599;01/12/22 10:08:56'701;218,070;;;
600;01/12/22 10:08:57'341;218,077;;;
601;01/12/22 10:08:57'820;218,093;;;
602;01/12/22 10:08:58'299;218,092;;;
