Valor 1 : Tensão efectiva T3 (0s) [Dispositivo-2]
Número;Tempo;Valor 1-avg[V];Valor 1-min[V];Valor 1-max[V];
1218;01/12/22 10:14:03'785;218,032;;;
1219;01/12/22 10:14:04'264;218,037;;;
1220;01/12/22 10:14:04'745;217,996;;;
1221;01/12/22 10:14:05'225;218,079;;;
1222;01/12/22 10:14:05'705;218,034;;;
1223;01/12/22 10:14:06'345;218,009;;;
1224;01/12/22 10:14:06'825;218,027;;;
1225;01/12/22 10:14:07'305;218,012;;;
1226;01/12/22 10:14:07'625;218,063;;;
1227;01/12/22 10:14:08'105;218,088;;;
1228;01/12/22 10:14:08'425;218,035;;;
1229;01/12/22 10:14:08'921;218,071;;;
1230;01/12/22 10:14:09'401;218,021;;;
1231;01/12/22 10:14:09'896;217,986;;;
1232;01/12/22 10:14:10'375;218,024;;;
1233;01/12/22 10:14:10'856;218,038;;;
1234;01/12/22 10:14:11'336;218,006;;;
1235;01/12/22 10:14:11'656;218,088;;;
1236;01/12/22 10:14:12'136;218,077;;;
1237;01/12/22 10:14:12'621;218,065;;;
1238;01/12/22 10:14:13'116;218,118;;;
1239;01/12/22 10:14:13'608;218,126;;;
1240;01/12/22 10:14:14'248;218,104;;;
1241;01/12/22 10:14:14'728;218,136;;;
1242;01/12/22 10:14:15'208;218,151;;;
1243;01/12/22 10:14:15'688;218,047;;;
1244;01/12/22 10:14:16'167;218,088;;;
1245;01/12/22 10:14:16'648;218,061;;;
1246;01/12/22 10:14:17'127;218,120;;;
1247;01/12/22 10:14:17'607;218,129;;;
1248;01/12/22 10:14:17'927;218,022;;;
1249;01/12/22 10:14:18'407;218,061;;;
1250;01/12/22 10:14:18'728;218,123;;;
1251;01/12/22 10:14:19'207;218,109;;;
1252;01/12/22 10:14:19'703;218,079;;;
1253;01/12/22 10:14:20'183;218,134;;;
1254;01/12/22 10:14:20'663;218,073;;;
1255;01/12/22 10:14:21'143;218,168;;;
1256;01/12/22 10:14:21'623;218,186;;;
1257;01/12/22 10:14:22'102;218,106;;;
1258;01/12/22 10:14:22'422;218,082;;;
1259;01/12/22 10:14:22'902;218,131;;;
1260;01/12/22 10:14:23'382;218,085;;;
1261;01/12/22 10:14:23'862;218,111;;;
1262;01/12/22 10:14:24'342;218,158;;;
1263;01/12/22 10:14:24'822;218,161;;;
1264;01/12/22 10:14:25'461;218,133;;;
1265;01/12/22 10:14:25'941;218,120;;;
1266;01/12/22 10:14:26'422;218,330;;;
1267;01/12/22 10:14:27'062;218,235;;;
1268;01/12/22 10:14:27'542;218,236;;;
1269;01/12/22 10:14:28'021;218,225;;;
1270;01/12/22 10:14:28'501;218,196;;;
1271;01/12/22 10:14:28'980;218,242;;;
1272;01/12/22 10:14:29'461;218,193;;;
1273;01/12/22 10:14:30'101;218,246;;;
1274;01/12/22 10:14:30'741;218,271;;;
1275;01/12/22 10:14:31'221;218,295;;;
1276;01/12/22 10:14:31'701;218,231;;;
1277;01/12/22 10:14:32'341;218,238;;;
1278;01/12/22 10:14:32'820;218,238;;;
1279;01/12/22 10:14:33'300;218,223;;;
1280;01/12/22 10:14:33'940;218,220;;;
1281;01/12/22 10:14:34'421;218,251;;;
1282;01/12/22 10:14:34'900;218,271;;;
1283;01/12/22 10:14:35'220;218,317;;;
1284;01/12/22 10:14:35'700;218,224;;;
1285;01/12/22 10:14:36'180;218,292;;;
1286;01/12/22 10:14:36'820;218,257;;;
1287;01/12/22 10:14:37'300;218,202;;;
1288;01/12/22 10:14:37'780;218,213;;;
1289;01/12/22 10:14:38'260;218,269;;;
1290;01/12/22 10:14:38'739;218,196;;;
1291;01/12/22 10:14:39'060;218,225;;;
1292;01/12/22 10:14:39'540;218,196;;;
1293;01/12/22 10:14:40'019;218,188;;;
1294;01/12/22 10:14:40'659;218,210;;;
1295;01/12/22 10:14:41'139;218,212;;;
1296;01/12/22 10:14:41'619;218,231;;;
1297;01/12/22 10:14:42'259;218,214;;;
1298;01/12/22 10:14:42'739;218,169;;;
1299;01/12/22 10:14:43'221;218,196;;;
1300;01/12/22 10:14:43'539;218,154;;;
1301;01/12/22 10:14:44'019;218,177;;;
1302;01/12/22 10:14:44'499;218,159;;;
1303;01/12/22 10:14:44'979;218,190;;;
1304;01/12/22 10:14:45'459;218,153;;;
1305;01/12/22 10:14:46'098;218,154;;;
1306;01/12/22 10:14:46'578;218,147;;;
1307;01/12/22 10:14:47'057;218,148;;;
1308;01/12/22 10:14:47'537;218,152;;;
1309;01/12/22 10:14:48'017;218,180;;;
1310;01/12/22 10:14:48'498;218,098;;;
1311;01/12/22 10:14:48'978;218,107;;;
1312;01/12/22 10:14:49'458;218,080;;;
1313;01/12/22 10:14:49'778;218,097;;;
1314;01/12/22 10:14:50'259;218,127;;;
1315;01/12/22 10:14:50'578;218,076;;;
1316;01/12/22 10:14:51'074;218,096;;;
1317;01/12/22 10:14:51'554;218,103;;;
1318;01/12/22 10:14:52'033;218,126;;;
1319;01/12/22 10:14:52'513;218,025;;;
1320;01/12/22 10:14:53'152;218,156;;;
1321;01/12/22 10:14:53'633;218,163;;;
1322;01/12/22 10:14:55'281;218,074;;;
1323;01/12/22 10:14:55'761;218,077;;;
1324;01/12/22 10:14:56'241;218,136;;;
1325;01/12/22 10:14:56'721;218,041;;;
1326;01/12/22 10:14:57'200;218,192;;;
1327;01/12/22 10:14:57'679;218,055;;;
1328;01/12/22 10:14:58'160;218,116;;;
1329;01/12/22 10:14:58'800;218,145;;;
1330;01/12/22 10:14:59'280;218,085;;;
1331;01/12/22 10:14:59'759;218,120;;;
1332;01/12/22 10:15:00'240;218,148;;;
1333;01/12/22 10:15:00'719;218,088;;;
1334;01/12/22 10:15:01'199;218,185;;;
1335;01/12/22 10:15:01'840;218,090;;;
1336;01/12/22 10:15:02'320;218,062;;;
1337;01/12/22 10:15:02'816;218,080;;;
1338;01/12/22 10:15:03'456;218,077;;;
1339;01/12/22 10:15:03'935;218,180;;;
1340;01/12/22 10:15:04'415;218,107;;;
1341;01/12/22 10:15:05'054;218,111;;;
1342;01/12/22 10:15:05'535;218,175;;;
1343;01/12/22 10:15:06'014;218,062;;;
1344;01/12/22 10:15:06'494;218,095;;;
1345;01/12/22 10:15:06'990;218,107;;;
1346;01/12/22 10:15:07'470;218,122;;;
1347;01/12/22 10:15:07'950;218,125;;;
1348;01/12/22 10:15:08'430;218,056;;;
1349;01/12/22 10:15:09'070;218,094;;;
1350;01/12/22 10:15:09'550;218,166;;;
1351;01/12/22 10:15:10'029;218,038;;;
1352;01/12/22 10:15:10'510;218,075;;;
1353;01/12/22 10:15:10'990;218,079;;;
1354;01/12/22 10:15:11'470;218,034;;;
1355;01/12/22 10:15:12'110;218,098;;;
1356;01/12/22 10:15:12'590;218,055;;;
1357;01/12/22 10:15:13'070;218,046;;;
1358;01/12/22 10:15:13'550;218,089;;;
1359;01/12/22 10:15:14'030;217,991;;;
1360;01/12/22 10:15:14'510;218,083;;;
1361;01/12/22 10:15:14'990;218,088;;;
1362;01/12/22 10:15:15'469;218,036;;;
1363;01/12/22 10:15:15'949;218,093;;;
1364;01/12/22 10:15:16'429;218,067;;;
1365;01/12/22 10:15:16'909;218,071;;;
1366;01/12/22 10:15:17'388;218,107;;;
1367;01/12/22 10:15:17'869;218,072;;;
1368;01/12/22 10:15:18'189;218,101;;;
1369;01/12/22 10:15:18'669;218,100;;;
1370;01/12/22 10:15:19'149;218,109;;;
1371;01/12/22 10:15:19'789;218,074;;;
1372;01/12/22 10:15:20'269;218,116;;;
1373;01/12/22 10:15:20'749;218,064;;;
1374;01/12/22 10:15:21'388;218,090;;;
1375;01/12/22 10:15:21'868;218,093;;;
1376;01/12/22 10:15:22'348;218,101;;;
1377;01/12/22 10:15:22'828;218,092;;;
1378;01/12/22 10:15:23'308;218,104;;;
1379;01/12/22 10:15:23'788;218,119;;;
1380;01/12/22 10:15:24'428;218,119;;;
1381;01/12/22 10:15:24'908;218,168;;;
1382;01/12/22 10:15:25'388;218,161;;;
1383;01/12/22 10:15:26'028;218,102;;;
1384;01/12/22 10:15:26'508;218,149;;;
1385;01/12/22 10:15:26'987;218,122;;;
1386;01/12/22 10:15:27'627;218,162;;;
1387;01/12/22 10:15:28'267;218,155;;;
1388;01/12/22 10:15:28'747;218,141;;;
1389;01/12/22 10:15:29'228;218,185;;;
1390;01/12/22 10:15:29'707;218,150;;;
1391;01/12/22 10:15:30'187;218,161;;;
1392;01/12/22 10:15:30'507;218,140;;;
1393;01/12/22 10:15:30'986;218,152;;;
1394;01/12/22 10:15:31'466;218,097;;;
1395;01/12/22 10:15:31'946;218,163;;;
1396;01/12/22 10:15:32'427;218,122;;;
1397;01/12/22 10:15:32'906;218,131;;;
1398;01/12/22 10:15:33'386;218,131;;;
1399;01/12/22 10:15:33'866;218,120;;;
1400;01/12/22 10:15:34'506;218,131;;;
1401;01/12/22 10:15:34'986;218,130;;;
1402;01/12/22 10:15:35'466;218,113;;;
1403;01/12/22 10:15:35'785;218,114;;;
1404;01/12/22 10:15:36'266;218,084;;;
1405;01/12/22 10:15:36'762;218,092;;;
1406;01/12/22 10:15:37'242;218,138;;;
1407;01/12/22 10:15:37'562;218,213;;;
1408;01/12/22 10:15:38'042;218,057;;;
1409;01/12/22 10:15:38'521;218,120;;;
1410;01/12/22 10:15:39'162;218,156;;;
1411;01/12/22 10:15:39'641;218,123;;;
1412;01/12/22 10:15:40'121;218,137;;;
1413;01/12/22 10:15:40'601;218,160;;;
1414;01/12/22 10:15:41'081;218,149;;;
1415;01/12/22 10:15:41'401;218,140;;;
1416;01/12/22 10:15:41'881;218,163;;;
1417;01/12/22 10:15:42'200;218,136;;;
1418;01/12/22 10:15:42'680;218,151;;;
1419;01/12/22 10:15:43'001;218,218;;;
1420;01/12/22 10:15:43'481;218,130;;;
1421;01/12/22 10:15:43'961;218,223;;;
1422;01/12/22 10:15:44'441;218,220;;;
1423;01/12/22 10:15:45'784;218,187;;;
1424;01/12/22 10:15:46'280;218,125;;;
1425;01/12/22 10:15:46'920;218,152;;;
1426;01/12/22 10:15:47'400;218,128;;;
1427;01/12/22 10:15:47'879;218,158;;;
1428;01/12/22 10:15:48'361;218,137;;;
1429;01/12/22 10:15:48'840;218,121;;;
1430;01/12/22 10:15:49'319;218,157;;;
1431;01/12/22 10:15:49'959;218,104;;;
1432;01/12/22 10:15:50'440;218,082;;;
1433;01/12/22 10:15:50'920;218,122;;;
1434;01/12/22 10:15:51'560;218,124;;;
1435;01/12/22 10:15:52'039;218,154;;;
1436;01/12/22 10:15:52'519;218,054;;;
1437;01/12/22 10:15:53'158;218,082;;;
1438;01/12/22 10:15:53'638;218,106;;;
1439;01/12/22 10:15:54'119;218,091;;;
1440;01/12/22 10:15:54'438;218,052;;;
1441;01/12/22 10:15:54'918;218,070;;;
1442;01/12/22 10:15:55'238;218,050;;;
1443;01/12/22 10:15:55'718;218,093;;;
1444;01/12/22 10:15:56'039;218,134;;;
1445;01/12/22 10:15:56'519;218,047;;;
1446;01/12/22 10:15:56'839;218,047;;;
1447;01/12/22 10:15:57'318;218,057;;;
1448;01/12/22 10:15:57'637;218,157;;;
1449;01/12/22 10:15:58'118;218,075;;;
1450;01/12/22 10:15:58'438;218,052;;;
1451;01/12/22 10:15:58'918;218,111;;;
1452;01/12/22 10:15:59'400;218,066;;;
1453;01/12/22 10:16:00'038;218,075;;;
1454;01/12/22 10:16:00'518;218,017;;;
1455;01/12/22 10:16:00'997;218,091;;;
1456;01/12/22 10:16:01'317;218,090;;;
1457;01/12/22 10:16:01'798;218,082;;;
1458;01/12/22 10:16:02'118;218,080;;;
1459;01/12/22 10:16:02'598;218,076;;;
1460;01/12/22 10:16:02'918;218,051;;;
1461;01/12/22 10:16:03'398;218,023;;;
1462;01/12/22 10:16:03'876;218,058;;;
1463;01/12/22 10:16:04'357;218,035;;;
1464;01/12/22 10:16:04'837;218,018;;;
1465;01/12/22 10:16:05'157;218,085;;;
1466;01/12/22 10:16:05'637;218,140;;;
1467;01/12/22 10:16:06'117;218,075;;;
1468;01/12/22 10:16:06'597;218,056;;;
1469;01/12/22 10:16:07'077;218,054;;;
1470;01/12/22 10:16:07'733;218,065;;;
1471;01/12/22 10:16:08'213;218,074;;;
1472;01/12/22 10:16:08'693;218,046;;;
1473;01/12/22 10:16:09'173;218,099;;;
1474;01/12/22 10:16:09'652;218,130;;;
1475;01/12/22 10:16:09'972;218,022;;;
1476;01/12/22 10:16:10'452;218,052;;;
1477;01/12/22 10:16:10'772;218,137;;;
1478;01/12/22 10:16:11'252;218,100;;;
1479;01/12/22 10:16:11'732;218,107;;;
1480;01/12/22 10:16:12'372;218,091;;;
1481;01/12/22 10:16:12'852;218,119;;;
1482;01/12/22 10:16:13'332;218,101;;;
1483;01/12/22 10:16:13'971;218,097;;;
1484;01/12/22 10:16:14'451;218,098;;;
1485;01/12/22 10:16:14'931;218,116;;;
1486;01/12/22 10:16:15'412;218,100;;;
1487;01/12/22 10:16:15'891;218,132;;;
1488;01/12/22 10:16:16'371;218,102;;;
1489;01/12/22 10:16:16'851;218,099;;;
1490;01/12/22 10:16:17'331;218,127;;;
1491;01/12/22 10:16:17'651;218,189;;;
1492;01/12/22 10:16:18'131;218,120;;;
1493;01/12/22 10:16:18'611;218,119;;;
1494;01/12/22 10:16:19'091;218,197;;;
1495;01/12/22 10:16:19'571;218,142;;;
1496;01/12/22 10:16:20'211;218,131;;;
1497;01/12/22 10:16:20'690;218,077;;;
1498;01/12/22 10:16:21'187;218,178;;;
1499;01/12/22 10:16:21'826;218,111;;;
1500;01/12/22 10:16:22'306;218,138;;;
1501;01/12/22 10:16:22'785;218,199;;;
1502;01/12/22 10:16:23'105;218,147;;;
1503;01/12/22 10:16:23'617;218,167;;;
1504;01/12/22 10:16:24'257;218,188;;;
1505;01/12/22 10:16:24'737;218,165;;;
1506;01/12/22 10:16:25'218;218,207;;;
1507;01/12/22 10:16:25'698;218,258;;;
1508;01/12/22 10:16:26'178;218,176;;;
1509;01/12/22 10:16:26'658;218,152;;;
1510;01/12/22 10:16:27'138;218,186;;;
1511;01/12/22 10:16:27'616;218,215;;;
1512;01/12/22 10:16:27'937;218,227;;;
1513;01/12/22 10:16:28'417;218,172;;;
1514;01/12/22 10:16:28'737;218,135;;;
1515;01/12/22 10:16:29'217;218,192;;;
1516;01/12/22 10:16:29'537;218,215;;;
1517;01/12/22 10:16:30'017;218,192;;;
1518;01/12/22 10:16:30'337;218,180;;;
1519;01/12/22 10:16:30'817;218,211;;;
1520;01/12/22 10:16:31'297;218,150;;;
1521;01/12/22 10:16:31'953;218,272;;;
1522;01/12/22 10:16:32'433;218,169;;;
1523;01/12/22 10:16:32'752;218,140;;;
1524;01/12/22 10:16:33'232;218,166;;;
1525;01/12/22 10:16:33'728;218,143;;;
1526;01/12/22 10:16:34'208;218,145;;;
1527;01/12/22 10:16:34'688;218,141;;;
1528;01/12/22 10:16:35'328;218,136;;;
1529;01/12/22 10:16:35'808;218,166;;;
1530;01/12/22 10:16:36'288;218,175;;;
1531;01/12/22 10:16:36'768;218,106;;;
1532;01/12/22 10:16:37'248;218,161;;;
1533;01/12/22 10:16:37'728;218,147;;;
1534;01/12/22 10:16:38'368;218,147;;;
1535;01/12/22 10:16:38'848;218,181;;;
1536;01/12/22 10:16:40'174;218,161;;;
1537;01/12/22 10:16:40'654;218,111;;;
1538;01/12/22 10:16:41'135;218,199;;;
1539;01/12/22 10:16:41'615;218,215;;;
1540;01/12/22 10:16:41'934;218,071;;;
1541;01/12/22 10:16:42'415;218,113;;;
1542;01/12/22 10:16:42'895;218,127;;;
1543;01/12/22 10:16:43'375;218,097;;;
1544;01/12/22 10:16:43'854;218,122;;;
1545;01/12/22 10:16:44'334;218,074;;;
1546;01/12/22 10:16:44'814;218,048;;;
1547;01/12/22 10:16:45'295;218,148;;;
1548;01/12/22 10:16:45'774;218,108;;;
1549;01/12/22 10:16:46'254;218,119;;;
1550;01/12/22 10:16:46'733;218,144;;;
1551;01/12/22 10:16:47'373;218,063;;;
1552;01/12/22 10:16:47'854;218,093;;;
1553;01/12/22 10:16:48'334;218,085;;;
1554;01/12/22 10:16:48'974;218,135;;;
1555;01/12/22 10:16:49'454;218,113;;;
1556;01/12/22 10:16:49'934;218,103;;;
1557;01/12/22 10:16:50'414;218,126;;;
1558;01/12/22 10:16:50'894;218,084;;;
1559;01/12/22 10:16:51'374;218,175;;;
1560;01/12/22 10:16:52'013;218,223;;;
1561;01/12/22 10:16:52'493;218,168;;;
1562;01/12/22 10:16:52'973;218,187;;;
1563;01/12/22 10:16:53'613;218,206;;;
1564;01/12/22 10:16:54'093;218,118;;;
1565;01/12/22 10:16:54'573;218,186;;;
1566;01/12/22 10:16:55'213;218,139;;;
1567;01/12/22 10:16:55'693;218,139;;;
1568;01/12/22 10:16:56'173;218,126;;;
1569;01/12/22 10:16:56'653;218,076;;;
1570;01/12/22 10:16:57'149;218,151;;;
1571;01/12/22 10:16:57'469;218,152;;;
1572;01/12/22 10:16:57'947;218,128;;;
1573;01/12/22 10:16:58'267;218,130;;;
1574;01/12/22 10:16:58'747;218,130;;;
1575;01/12/22 10:16:59'228;218,090;;;
1576;01/12/22 10:16:59'707;218,106;;;
1577;01/12/22 10:17:00'204;218,082;;;
1578;01/12/22 10:17:00'683;218,046;;;
1579;01/12/22 10:17:01'179;218,107;;;
1580;01/12/22 10:17:01'659;218,154;;;
1581;01/12/22 10:17:02'140;218,093;;;
1582;01/12/22 10:17:02'620;218,118;;;
1583;01/12/22 10:17:03'099;218,157;;;
1584;01/12/22 10:17:03'580;218,088;;;
1585;01/12/22 10:17:04'059;218,155;;;
1586;01/12/22 10:17:04'539;218,092;;;
1587;01/12/22 10:17:05'019;218,118;;;
1588;01/12/22 10:17:05'339;218,087;;;
1589;01/12/22 10:17:05'818;218,094;;;
1590;01/12/22 10:17:06'138;218,092;;;
1591;01/12/22 10:17:06'618;218,122;;;
1592;01/12/22 10:17:06'939;218,113;;;
1593;01/12/22 10:17:07'419;218,064;;;
1594;01/12/22 10:17:07'739;218,094;;;
1595;01/12/22 10:17:08'219;218,091;;;
1596;01/12/22 10:17:08'699;218,069;;;
1597;01/12/22 10:17:09'184;218,153;;;
1598;01/12/22 10:17:09'673;218,187;;;
1599;01/12/22 10:17:10'314;218,131;;;
1600;01/12/22 10:17:10'831;218,128;;;
1601;01/12/22 10:17:11'305;218,107;;;
1602;01/12/22 10:17:11'785;218,097;;;
1603;01/12/22 10:17:12'266;218,109;;;
1604;01/12/22 10:17:12'746;218,085;;;
1605;01/12/22 10:17:13'226;218,142;;;
1606;01/12/22 10:17:13'705;218,206;;;
1607;01/12/22 10:17:14'185;218,138;;;
1608;01/12/22 10:17:14'666;218,186;;;
1609;01/12/22 10:17:15'146;218,150;;;
1610;01/12/22 10:17:15'785;218,134;;;
1611;01/12/22 10:17:16'265;218,126;;;
1612;01/12/22 10:17:16'745;218,142;;;
1613;01/12/22 10:17:17'225;218,158;;;
1614;01/12/22 10:17:17'705;218,165;;;
1615;01/12/22 10:17:18'185;218,136;;;
1616;01/12/22 10:17:18'825;218,184;;;
1617;01/12/22 10:17:19'305;218,110;;;
1618;01/12/22 10:17:19'785;218,149;;;
1619;01/12/22 10:17:20'425;218,160;;;
1620;01/12/22 10:17:20'905;218,139;;;
1621;01/12/22 10:17:21'385;218,180;;;
1622;01/12/22 10:17:22'024;218,134;;;
1623;01/12/22 10:17:22'504;218,107;;;
1624;01/12/22 10:17:22'983;218,158;;;
1625;01/12/22 10:17:23'463;218,107;;;
1626;01/12/22 10:17:23'944;218,171;;;
1627;01/12/22 10:17:24'424;218,046;;;
1628;01/12/22 10:17:25'064;218,143;;;
1629;01/12/22 10:17:25'544;218,164;;;
1630;01/12/22 10:17:26'024;218,090;;;
1631;01/12/22 10:17:26'504;218,102;;;
1632;01/12/22 10:17:26'983;218,082;;;
1633;01/12/22 10:17:27'464;218,061;;;
1634;01/12/22 10:17:27'943;218,174;;;
1635;01/12/22 10:17:28'423;218,096;;;
1636;01/12/22 10:17:28'742;218,028;;;
1637;01/12/22 10:17:29'223;218,116;;;
1638;01/12/22 10:17:29'543;218,151;;;
1639;01/12/22 10:17:30'022;218,075;;;
1640;01/12/22 10:17:30'503;218,085;;;
1641;01/12/22 10:17:30'983;218,147;;;
1642;01/12/22 10:17:31'463;218,072;;;
1643;01/12/22 10:17:31'943;218,143;;;
1644;01/12/22 10:17:32'423;218,071;;;
1645;01/12/22 10:17:32'903;218,063;;;
1646;01/12/22 10:17:33'542;218,149;;;
1647;01/12/22 10:17:34'021;218,065;;;
1648;01/12/22 10:17:34'517;218,145;;;
1649;01/12/22 10:17:35'157;218,062;;;
1650;01/12/22 10:17:36'469;218,087;;;
1651;01/12/22 10:17:36'950;218,138;;;
1652;01/12/22 10:17:37'430;218,079;;;
1653;01/12/22 10:17:37'910;218,055;;;
1654;01/12/22 10:17:38'390;218,053;;;
1655;01/12/22 10:17:39'029;218,151;;;
1656;01/12/22 10:17:39'509;218,057;;;
1657;01/12/22 10:17:39'988;218,144;;;
1658;01/12/22 10:17:40'469;218,094;;;
1659;01/12/22 10:17:40'949;218,153;;;
1660;01/12/22 10:17:41'429;218,112;;;
1661;01/12/22 10:17:41'909;218,100;;;
1662;01/12/22 10:17:42'389;218,090;;;
1663;01/12/22 10:17:42'709;218,162;;;
1664;01/12/22 10:17:43'189;218,099;;;
1665;01/12/22 10:17:43'509;218,082;;;
1666;01/12/22 10:17:43'989;218,173;;;
1667;01/12/22 10:17:44'325;218,112;;;
1668;01/12/22 10:17:44'805;218,125;;;
1669;01/12/22 10:17:45'285;218,093;;;
1670;01/12/22 10:17:45'764;218,067;;;
1671;01/12/22 10:17:46'243;218,083;;;
1672;01/12/22 10:17:46'723;218,138;;;
1673;01/12/22 10:17:47'236;218,070;;;
1674;01/12/22 10:17:47'716;218,146;;;
1675;01/12/22 10:17:48'196;218,120;;;
1676;01/12/22 10:17:48'675;218,059;;;
1677;01/12/22 10:17:49'156;218,085;;;
1678;01/12/22 10:17:49'636;218,148;;;
1679;01/12/22 10:17:49'956;218,082;;;
1680;01/12/22 10:17:50'436;218,069;;;
1681;01/12/22 10:17:50'916;218,131;;;
1682;01/12/22 10:17:51'396;218,111;;;
1683;01/12/22 10:17:51'875;218,103;;;
1684;01/12/22 10:17:52'195;218,091;;;
1685;01/12/22 10:17:52'675;218,089;;;
1686;01/12/22 10:17:53'155;218,056;;;
1687;01/12/22 10:17:53'634;218,151;;;
1688;01/12/22 10:17:54'114;218,125;;;
1689;01/12/22 10:17:54'595;218,126;;;
1690;01/12/22 10:17:55'075;218,135;;;
1691;01/12/22 10:17:55'555;218,137;;;
1692;01/12/22 10:17:56'035;218,186;;;
1693;01/12/22 10:17:56'515;218,089;;;
1694;01/12/22 10:17:56'995;218,174;;;
1695;01/12/22 10:17:57'475;218,144;;;
1696;01/12/22 10:17:57'954;218,102;;;
1697;01/12/22 10:17:58'594;218,174;;;
1698;01/12/22 10:17:59'074;218,168;;;
1699;01/12/22 10:17:59'553;218,135;;;
1700;01/12/22 10:18:00'194;218,117;;;
1701;01/12/22 10:18:00'674;218,067;;;
1702;01/12/22 10:18:01'154;218,150;;;
1703;01/12/22 10:18:01'634;218,149;;;
1704;01/12/22 10:18:02'274;218,088;;;
1705;01/12/22 10:18:02'753;218,134;;;
1706;01/12/22 10:18:03'234;218,069;;;
1707;01/12/22 10:18:03'713;218,056;;;
1708;01/12/22 10:18:04'193;218,083;;;
1709;01/12/22 10:18:04'673;218,045;;;
1710;01/12/22 10:18:05'153;218,088;;;
1711;01/12/22 10:18:05'633;218,107;;;
1712;01/12/22 10:18:06'113;218,030;;;
1713;01/12/22 10:18:06'593;218,100;;;
1714;01/12/22 10:18:07'072;218,122;;;
1715;01/12/22 10:18:07'552;218,093;;;
1716;01/12/22 10:18:08'033;218,116;;;
1717;01/12/22 10:18:08'353;217,998;;;
1718;01/12/22 10:18:08'833;218,028;;;
1719;01/12/22 10:18:09'329;218,063;;;
1720;01/12/22 10:18:09'808;218,043;;;
1721;01/12/22 10:18:10'288;218,037;;;
1722;01/12/22 10:18:10'928;218,109;;;
1723;01/12/22 10:18:11'408;218,053;;;
1724;01/12/22 10:18:11'888;218,083;;;
1725;01/12/22 10:18:12'528;218,075;;;
1726;01/12/22 10:18:13'167;218,093;;;
1727;01/12/22 10:18:13'648;218,140;;;
1728;01/12/22 10:18:14'128;218,110;;;
1729;01/12/22 10:18:14'768;218,126;;;
1730;01/12/22 10:18:15'248;218,104;;;
1731;01/12/22 10:18:15'727;218,107;;;
1732;01/12/22 10:18:16'207;218,113;;;
1733;01/12/22 10:18:16'687;218,119;;;
1734;01/12/22 10:18:17'167;218,121;;;
1735;01/12/22 10:18:17'807;218,082;;;
1736;01/12/22 10:18:18'288;218,128;;;
1737;01/12/22 10:18:18'766;218,124;;;
1738;01/12/22 10:18:19'247;218,142;;;
1739;01/12/22 10:18:19'727;218,139;;;
1740;01/12/22 10:18:20'206;218,111;;;
1741;01/12/22 10:18:20'686;218,102;;;
1742;01/12/22 10:18:21'167;218,175;;;
1743;01/12/22 10:18:21'646;218,150;;;
1744;01/12/22 10:18:22'126;218,169;;;
1745;01/12/22 10:18:22'606;218,209;;;
1746;01/12/22 10:18:23'246;218,143;;;
1747;01/12/22 10:18:23'727;218,158;;;
1748;01/12/22 10:18:24'206;218,131;;;
1749;01/12/22 10:18:24'846;218,105;;;
1750;01/12/22 10:18:25'486;218,177;;;
1751;01/12/22 10:18:25'966;218,145;;;
1752;01/12/22 10:18:26'446;218,064;;;
1753;01/12/22 10:18:26'926;218,157;;;
1754;01/12/22 10:18:27'406;218,105;;;
1755;01/12/22 10:18:27'888;218,104;;;
1756;01/12/22 10:18:28'364;218,112;;;
1757;01/12/22 10:18:28'844;218,077;;;
1758;01/12/22 10:18:29'340;218,109;;;
1759;01/12/22 10:18:29'820;218,013;;;
1760;01/12/22 10:18:30'301;218,081;;;
1761;01/12/22 10:18:30'781;218,057;;;
1762;01/12/22 10:18:31'261;218,057;;;
1763;01/12/22 10:18:32'887;218,059;;;
1764;01/12/22 10:18:33'533;218,105;;;
1765;01/12/22 10:18:34'012;218,057;;;
1766;01/12/22 10:18:34'492;218,048;;;
1767;01/12/22 10:18:35'132;218,047;;;
1768;01/12/22 10:18:35'612;218,113;;;
1769;01/12/22 10:18:36'092;218,115;;;
1770;01/12/22 10:18:36'412;218,071;;;
1771;01/12/22 10:18:36'892;218,063;;;
1772;01/12/22 10:18:37'212;218,077;;;
1773;01/12/22 10:18:37'691;218,119;;;
1774;01/12/22 10:18:38'172;218,085;;;
1775;01/12/22 10:18:38'652;218,157;;;
1776;01/12/22 10:18:39'132;218,117;;;
1777;01/12/22 10:18:39'610;218,125;;;
1778;01/12/22 10:18:40'091;218,071;;;
1779;01/12/22 10:18:40'571;218,046;;;
1780;01/12/22 10:18:41'211;218,106;;;
1781;01/12/22 10:18:41'691;218,148;;;
1782;01/12/22 10:18:42'171;218,095;;;
1783;01/12/22 10:18:42'811;218,120;;;
1784;01/12/22 10:18:43'290;218,074;;;
1785;01/12/22 10:18:43'771;218,080;;;
1786;01/12/22 10:18:44'251;218,107;;;
1787;01/12/22 10:18:44'731;218,110;;;
1788;01/12/22 10:18:45'218;218,088;;;
1789;01/12/22 10:18:45'705;218,127;;;
1790;01/12/22 10:18:46'185;218,087;;;
1791;01/12/22 10:18:46'505;218,061;;;
1792;01/12/22 10:18:46'987;218,138;;;
1793;01/12/22 10:18:47'466;218,124;;;
1794;01/12/22 10:18:47'945;218,109;;;
1795;01/12/22 10:18:48'425;218,107;;;
1796;01/12/22 10:18:48'745;218,124;;;
1797;01/12/22 10:18:49'225;218,131;;;
