"22_12_14_1_ao_4.csv"
"14/12/2022 09:20:13"
""
16
"TIME"; "°C"; "°C"; "°C"; "°C"; "°C"; "°C"; "kPa"; "kPa"; "kPa"; "kPa"; "kPa"; "DIO"; "TOTAL"; "ALARM1"; "ALARM2"
44909,389461747; 20,1107; 19,8152; 20,5424; 20,8512; 20,8853; 22,0037; -4,07593; -1,51806; 239,965; -1,35950; 247,831; 255; 0; 0; 0
44909,389483136; 20,1080; 19,8193; 20,5385; 20,8445; 20,8820; 22,0007; -4,08213; -1,51741; 238,915; -1,35618; 248,192; 255; 0; 0; 0
44909,389504525; 20,1170; 19,8231; 20,5475; 20,8456; 20,8863; 22,0091; -4,06771; -1,51241; 239,513; -1,34473; 249,569; 255; 0; 0; 0
44909,389525914; 20,1149; 19,8233; 20,5473; 20,8531; 20,8846; 22,0162; -4,08353; -1,51697; 238,903; -1,35061; 247,956; 255; 0; 0; 0
44909,389547303; 20,1110; 19,8200; 20,5399; 20,8463; 20,8900; 22,0167; -4,08394; -1,51419; 238,791; -1,35786; 247,901; 255; 0; 0; 0
44909,389568680; 20,1140; 19,8205; 20,5414; 20,8476; 20,8861; 22,0136; -4,08036; -1,50486; 239,227; -1,34075; 250,043; 255; 0; 0; 0
44909,389590069; 20,1120; 19,8241; 20,5415; 20,8521; 20,8873; 22,0086; -4,07758; -1,51148; 237,457; -1,35424; 246,455; 255; 0; 0; 0
44909,389611458; 20,1147; 19,8217; 20,5424; 20,8478; 20,8898; 22,0140; -4,08735; -1,50851; 239,400; -1,36745; 248,402; 255; 0; 0; 0
44909,389632858; 20,1094; 19,8178; 20,5447; 20,8517; 20,8832; 22,0066; -4,08484; -1,51145; 239,042; -1,35568; 246,875; 255; 0; 0; 0
44909,389654236; 20,1149; 19,8221; 20,5446; 20,8534; 20,8891; 22,0095; -4,07555; -1,50246; 239,084; -1,35751; 249,462; 255; 0; 0; 0
44909,389675625; 20,1129; 19,8194; 20,5416; 20,8476; 20,8882; 22,0131; -4,07497; -1,51143; 237,470; -1,36101; 249,873; 255; 0; 0; 0
44909,389697013; 20,1159; 19,8220; 20,5388; 20,8460; 20,8835; 22,0140; -4,07243; -1,50349; 238,864; -1,37774; 246,562; 255; 0; 0; 0
44909,389718402; 20,1082; 19,8248; 20,5449; 20,8524; 20,8860; 22,0160; -4,05837; -1,50973; 239,354; -1,36472; 248,806; 255; 0; 0; 0
44909,389739791; 20,1069; 19,8281; 20,5468; 20,8474; 20,8891; 22,0075; -4,07793; -1,51717; 239,940; -1,36473; 248,191; 255; 0; 0; 0
44909,389761180; 20,1152; 19,8246; 20,5496; 20,8592; 20,8935; 22,0219; -4,08372; -1,51447; 239,992; -1,37237; 246,184; 255; 0; 0; 0
44909,389782569; 20,1172; 19,8239; 20,5431; 20,8564; 20,8912; 22,0219; -4,06778; -1,50903; 236,947; -1,37540; 247,452; 255; 0; 0; 0
44909,389803958; 20,1152; 19,8256; 20,5520; 20,8564; 20,8975; 22,0209; -4,05979; -1,51540; 238,283; -1,36348; 246,776; 255; 0; 0; 0
44909,389825347; 20,1213; 19,8360; 20,5548; 20,8627; 20,8964; 22,0259; -4,06571; -1,50836; 240,005; -1,35571; 247,054; 255; 0; 0; 0
44909,389846736; 20,1248; 19,8279; 20,5483; 20,8557; 20,8924; 22,0261; -4,06949; -1,50393; 238,647; -1,36186; 246,743; 255; 0; 0; 0
44909,389868124; 20,1233; 19,8266; 20,5509; 20,8620; 20,8982; 22,0255; -4,06481; -1,51117; 240,164; -1,35874; 250,543; 255; 0; 0; 0
44909,389889513; 20,1117; 19,8198; 20,5433; 20,8533; 20,8854; 22,0091; -4,07284; -1,51518; 240,323; -1,34954; 248,439; 255; 0; 0; 0
44909,389910902; 20,1107; 19,8243; 20,5403; 20,8553; 20,8857; 22,0092; -4,06891; -1,51402; 239,232; -1,36713; 248,034; 255; 0; 0; 0
44909,389932291; 20,1074; 19,8182; 20,5402; 20,8518; 20,8852; 22,0092; -4,07903; -1,51947; 238,150; -1,36413; 250,459; 255; 0; 0; 0
44909,389953680; 20,1069; 19,8154; 20,5368; 20,8472; 20,8806; 22,0091; -4,07393; -1,51804; 239,915; -1,36040; 248,427; 255; 0; 0; 0
44909,389975069; 20,1071; 19,8188; 20,5372; 20,8446; 20,8786; 22,0096; -4,06628; -1,51775; 238,426; -1,36790; 248,361; 255; 0; 0; 0
44909,389996458; 20,1055; 19,8143; 20,5404; 20,8486; 20,8856; 22,0088; -4,07425; -1,50901; 239,960; -1,36530; 248,048; 255; 0; 0; 0
44909,390017847; 20,1103; 19,8218; 20,5391; 20,8530; 20,8909; 22,0124; -4,07248; -1,50866; 240,273; -1,36641; 247,473; 255; 0; 0; 0
44909,390039236; 20,1065; 19,8250; 20,5455; 20,8478; 20,8830; 22,0197; -4,07356; -1,51868; 238,088; -1,36493; 248,998; 255; 0; 0; 0
44909,390060624; 20,1096; 19,8291; 20,5474; 20,8577; 20,8918; 22,0268; -4,06773; -1,51740; 239,979; -1,36539; 248,327; 255; 0; 0; 0
44909,390082013; 20,1107; 19,8226; 20,5491; 20,8540; 20,8867; 22,0190; -4,07301; -1,51771; 239,169; -1,37012; 250,392; 255; 0; 0; 0
44909,390103402; 20,1111; 19,8261; 20,5503; 20,8518; 20,8871; 22,0241; -4,06081; -1,52013; 241,234; -1,36404; 249,050; 255; 0; 0; 0
44909,390124791; 20,1122; 19,8229; 20,5479; 20,8542; 20,8938; 22,0288; -4,06683; -1,51466; 238,290; -1,35986; 248,992; 255; 0; 0; 0
44909,390146180; 20,1107; 19,8261; 20,5487; 20,8531; 20,8897; 22,0297; -4,06412; -1,52446; 240,389; -1,36694; 246,806; 255; 0; 0; 0
44909,390167569; 20,1116; 19,8286; 20,5424; 20,8543; 20,8940; 22,0251; -4,06667; -1,52557; 238,097; -1,36481; 248,817; 255; 0; 0; 0
44909,390188958; 20,1096; 19,8282; 20,5457; 20,8596; 20,8965; 22,0277; -4,07020; -1,51490; 238,225; -1,36802; 248,973; 255; 0; 0; 0
44909,390210347; 20,1149; 19,8308; 20,5514; 20,8571; 20,8935; 22,0256; -4,08345; -1,51700; 239,533; -1,35876; 247,286; 255; 0; 0; 0
44909,390231736; 20,1184; 19,8300; 20,5522; 20,8625; 20,8938; 22,0322; -4,08825; -1,50674; 238,591; -1,36454; 245,570; 255; 0; 0; 0
44909,390253125; 20,1125; 19,8283; 20,5493; 20,8560; 20,8983; 22,0370; -4,07961; -1,50613; 237,748; -1,36860; 248,563; 255; 0; 0; 0
44909,390274513; 20,1240; 19,8320; 20,5545; 20,8652; 20,8975; 22,0365; -4,07248; -1,51090; 237,025; -1,36629; 248,658; 255; 0; 0; 0
44909,390295902; 20,1232; 19,8398; 20,5556; 20,8669; 20,8964; 22,0423; -4,05872; -1,51644; 238,981; -1,35734; 248,607; 255; 0; 0; 0
44909,390317291; 20,1207; 19,8399; 20,5533; 20,8665; 20,9028; 22,0352; -4,06223; -1,50565; 238,866; -1,36035; 247,631; 255; 0; 0; 0
44909,390338680; 20,1219; 19,8309; 20,5550; 20,8632; 20,8976; 22,0355; -4,07116; -1,51315; 237,639; -1,37286; 249,909; 255; 0; 0; 0
44909,390360069; 20,1187; 19,8328; 20,5581; 20,8670; 20,8969; 22,0365; -4,07511; -1,50466; 238,950; -1,36111; 249,005; 255; 0; 0; 0
44909,390381458; 20,1185; 19,8343; 20,5536; 20,8665; 20,8973; 22,0407; -4,07101; -1,51643; 239,444; -1,36223; 248,777; 255; 0; 0; 0
44909,390402847; 20,1142; 19,8330; 20,5533; 20,8575; 20,9007; 22,0334; -4,06085; -1,50292; 237,544; -1,36007; 249,276; 255; 0; 0; 0
44909,390424236; 20,1206; 19,8337; 20,5599; 20,8640; 20,8943; 22,0403; -4,05489; -1,51200; 239,120; -1,36129; 248,465; 255; 0; 0; 0
44909,390445624; 20,1155; 19,8368; 20,5523; 20,8616; 20,8932; 22,0341; -4,05983; -1,50279; 239,252; -1,36716; 250,299; 255; 0; 0; 0
44909,390467013; 20,1198; 19,8305; 20,5538; 20,8575; 20,8916; 22,0335; -4,05776; -1,51037; 241,845; -1,36394; 247,183; 255; 0; 0; 0
44909,390488402; 20,1216; 19,8371; 20,5568; 20,8583; 20,8954; 22,0367; -4,06822; -1,50475; 241,272; -1,36390; 248,126; 255; 0; 0; 0
44909,390509791; 20,1216; 19,8375; 20,5570; 20,8569; 20,8957; 22,0360; -4,07030; -1,51216; 240,899; -1,35734; 248,224; 255; 0; 0; 0
44909,390531180; 20,1146; 19,8313; 20,5449; 20,8526; 20,8910; 22,0358; -4,06656; -1,51023; 239,048; -1,35625; 249,794; 255; 0; 0; 0
44909,390552569; 20,1150; 19,8286; 20,5463; 20,8580; 20,8938; 22,0290; -4,07430; -1,49961; 237,509; -1,37331; 248,737; 255; 0; 0; 0
44909,390573958; 20,1140; 19,8280; 20,5511; 20,8542; 20,8947; 22,0331; -4,06735; -1,51093; 240,726; -1,37279; 246,636; 255; 0; 0; 0
44909,390595347; 20,1115; 19,8299; 20,5522; 20,8516; 20,8947; 22,0381; -4,06817; -1,51765; 238,323; -1,36072; 247,960; 255; 0; 0; 0
44909,390616736; 20,1094; 19,8234; 20,5489; 20,8541; 20,8865; 22,0365; -4,06474; -1,51225; 237,347; -1,35696; 246,114; 255; 0; 0; 0
44909,390638124; 20,1071; 19,8327; 20,5497; 20,8563; 20,8870; 22,0396; -4,06113; -1,51235; 237,730; -1,36544; 248,146; 255; 0; 0; 0
44909,390659513; 20,1087; 19,8300; 20,5428; 20,8532; 20,8897; 22,0410; -4,06444; -1,52424; 238,948; -1,36607; 249,382; 255; 0; 0; 0
44909,390680902; 20,1134; 19,8345; 20,5463; 20,8561; 20,8980; 22,0417; -4,08749; -1,50965; 238,763; -1,36947; 247,752; 255; 0; 0; 0
44909,390702291; 20,1150; 19,8340; 20,5503; 20,8555; 20,8973; 22,0421; -4,08807; -1,51202; 240,765; -1,36731; 245,905; 255; 0; 0; 0
44909,390723680; 20,1101; 19,8284; 20,5525; 20,8571; 20,8894; 22,0455; -4,07616; -1,50977; 240,719; -1,35641; 248,179; 255; 0; 0; 0
44909,390745069; 20,1137; 19,8284; 20,5514; 20,8540; 20,8935; 22,0429; -4,07116; -1,49875; 238,421; -1,34840; 250,516; 255; 0; 0; 0
44909,390766458; 20,1077; 19,8294; 20,5532; 20,8608; 20,8933; 22,0436; -4,05849; -1,50784; 240,374; -1,35950; 247,431; 255; 0; 0; 0
44909,390787847; 20,1190; 19,8380; 20,5572; 20,8605; 20,9014; 22,0513; -4,07437; -1,51294; 238,026; -1,36777; 248,263; 255; 0; 0; 0
44909,390809236; 20,1208; 19,8401; 20,5511; 20,8654; 20,8945; 22,0555; -4,06848; -1,51145; 239,185; -1,37550; 248,893; 255; 0; 0; 0
44909,390830625; 20,1150; 19,8327; 20,5574; 20,8591; 20,8953; 22,0532; -4,06074; -1,50127; 240,092; -1,36723; 246,876; 255; 0; 0; 0
44909,390852013; 20,1191; 19,8378; 20,5534; 20,8676; 20,9004; 22,0575; -4,06303; -1,51519; 238,765; -1,34939; 249,119; 255; 0; 0; 0
44909,390873402; 20,1123; 19,8423; 20,5599; 20,8658; 20,8967; 22,0556; -4,06902; -1,50048; 240,785; -1,35975; 247,186; 255; 0; 0; 0
44909,390894791; 20,1224; 19,8372; 20,5572; 20,8676; 20,9031; 22,0597; -4,06274; -1,50329; 238,659; -1,36634; 247,139; 255; 0; 0; 0
44909,390916180; 20,1068; 19,8285; 20,5522; 20,8522; 20,8906; 22,0416; -4,05971; -1,50693; 239,834; -1,36099; 248,967; 255; 0; 0; 0
44909,390937569; 20,1118; 19,8314; 20,5461; 20,8593; 20,8914; 22,0403; -4,06248; -1,50191; 240,669; -1,36015; 248,131; 255; 0; 0; 0
44909,390958969; 20,1103; 19,8311; 20,5514; 20,8529; 20,8912; 22,0462; -4,07146; -1,50609; 241,242; -1,36160; 246,923; 255; 0; 0; 0
44909,390980358; 20,1091; 19,8297; 20,5499; 20,8568; 20,8925; 22,0489; -4,07295; -1,49589; 238,672; -1,35553; 248,313; 255; 0; 0; 0
44909,391001747; 20,1035; 19,8259; 20,5460; 20,8560; 20,8841; 22,0536; -4,05822; -1,51246; 240,154; -1,35458; 247,562; 255; 0; 0; 0
44909,391023136; 20,1100; 19,8336; 20,5447; 20,8533; 20,8929; 22,0476; -4,07273; -1,50718; 237,717; -1,34930; 248,322; 255; 0; 0; 0
44909,391044525; 20,1129; 19,8302; 20,5535; 20,8611; 20,8882; 22,0564; -4,08660; -1,50861; 241,268; -1,36928; 249,489; 255; 0; 0; 0
44909,391065914; 20,1105; 19,8306; 20,5532; 20,8575; 20,8890; 22,0568; -4,06562; -1,50400; 239,289; -1,36197; 249,818; 255; 0; 0; 0
44909,391087303; 20,1160; 19,8330; 20,5558; 20,8629; 20,8958; 22,0558; -4,07137; -1,50705; 240,066; -1,35606; 250,391; 255; 0; 0; 0
44909,391108692; 20,1148; 19,8332; 20,5565; 20,8583; 20,8959; 22,0583; -4,08218; -1,51289; 239,544; -1,37048; 249,321; 255; 0; 0; 0
44909,391130081; 20,1117; 19,8340; 20,5515; 20,8639; 20,8919; 22,0640; -4,06460; -1,51277; 239,163; -1,37318; 249,110; 255; 0; 0; 0
44909,391151469; 20,1114; 19,8366; 20,5574; 20,8626; 20,8943; 22,0597; -4,07916; -1,51573; 239,117; -1,37096; 246,863; 255; 0; 0; 0
44909,391172858; 20,1206; 19,8436; 20,5612; 20,8638; 20,8986; 22,0694; -4,07651; -1,51311; 238,275; -1,36230; 246,002; 255; 0; 0; 0
44909,391194247; 20,1143; 19,8469; 20,5600; 20,8658; 20,9018; 22,0667; -4,08147; -1,50954; 241,362; -1,36224; 249,826; 255; 0; 0; 0
44909,391215636; 20,1199; 19,8441; 20,5626; 20,8684; 20,9045; 22,0706; -4,06664; -1,51478; 237,497; -1,36485; 247,508; 255; 0; 0; 0
44909,391237025; 20,1145; 19,8425; 20,5599; 20,8689; 20,8973; 22,0715; -4,07073; -1,50484; 237,877; -1,36593; 248,840; 255; 0; 0; 0
44909,391258414; 20,1157; 19,8392; 20,5544; 20,8630; 20,9015; 22,0683; -4,06790; -1,50903; 238,153; -1,34978; 248,187; 255; 0; 0; 0
44909,391279803; 20,1151; 19,8436; 20,5568; 20,8657; 20,9030; 22,0648; -4,07829; -1,49947; 239,583; -1,35142; 247,102; 255; 0; 0; 0
44909,391301192; 20,1208; 19,8358; 20,5538; 20,8607; 20,8925; 22,0697; -4,08280; -1,49846; 239,568; -1,35591; 248,729; 255; 0; 0; 0
44909,391322581; 20,1146; 19,8372; 20,5520; 20,8631; 20,8974; 22,0686; -4,07920; -1,51196; 239,617; -1,35600; 249,627; 255; 0; 0; 0
44909,391343969; 20,1166; 19,8404; 20,5598; 20,8611; 20,8940; 22,0704; -4,08406; -1,49647; 240,046; -1,36461; 247,398; 255; 0; 0; 0
44909,391365358; 20,1150; 19,8402; 20,5558; 20,8615; 20,8989; 22,0686; -4,08141; -1,50008; 240,606; -1,35050; 248,797; 255; 0; 0; 0
44909,391386759; 20,1126; 19,8367; 20,5542; 20,8626; 20,9005; 22,0738; -4,08420; -1,50134; 237,678; -1,37249; 245,820; 255; 0; 0; 0
44909,391408148; 20,1174; 19,8362; 20,5588; 20,8659; 20,8988; 22,0687; -4,08690; -1,51205; 237,659; -1,36022; 246,922; 255; 0; 0; 0
44909,391429537; 20,1130; 19,8394; 20,5569; 20,8624; 20,8958; 22,0697; -4,07602; -1,50730; 238,463; -1,36134; 248,689; 255; 0; 0; 0
44909,391450925; 20,1165; 19,8344; 20,5591; 20,8596; 20,8909; 22,0744; -4,07146; -1,50628; 239,541; -1,36134; 245,985; 255; 0; 0; 0
44909,391472314; 20,1071; 19,8403; 20,5547; 20,8595; 20,8924; 22,0675; -4,07487; -1,50571; 238,882; -1,37156; 248,677; 255; 0; 0; 0
44909,391493703; 20,1158; 19,8399; 20,5597; 20,8670; 20,9010; 22,0759; -4,08394; -1,50510; 240,721; -1,37387; 247,474; 255; 0; 0; 0
44909,391515081; 20,1079; 19,8366; 20,5558; 20,8640; 20,8946; 22,0696; -4,06696; -1,49505; 238,720; -1,35395; 248,721; 255; 0; 0; 0
44909,391536469; 20,1154; 19,8399; 20,5558; 20,8640; 20,8991; 22,0736; -4,06590; -1,50442; 240,906; -1,36318; 249,127; 255; 0; 0; 0
44909,391557858; 20,1167; 19,8340; 20,5585; 20,8679; 20,8938; 22,0754; -4,07613; -1,51632; 237,942; -1,35795; 250,241; 255; 0; 0; 0
44909,391579247; 20,1148; 19,8363; 20,5535; 20,8646; 20,8983; 22,0793; -4,07396; -1,51007; 238,250; -1,35020; 249,161; 255; 0; 0; 0
44909,391600636; 20,1093; 19,8422; 20,5539; 20,8643; 20,8931; 22,0752; -4,07052; -1,50381; 239,610; -1,36089; 248,533; 255; 0; 0; 0
44909,391622025; 20,1100; 19,8401; 20,5583; 20,8646; 20,8935; 22,0773; -4,06658; -1,49789; 238,585; -1,36784; 246,832; 255; 0; 0; 0
44909,391643414; 20,1142; 19,8412; 20,5538; 20,8619; 20,8984; 22,0782; -4,08618; -1,52541; 239,185; -1,35418; 249,679; 255; 0; 0; 0
44909,391664803; 20,1159; 19,8394; 20,5595; 20,8654; 20,8916; 22,0811; -4,06564; -1,50749; 239,309; -1,36193; 249,445; 255; 0; 0; 0
44909,391686192; 20,1221; 19,8515; 20,5643; 20,8762; 20,8994; 22,0957; -4,07822; -1,50466; 239,847; -1,36153; 247,694; 255; 0; 0; 0
44909,391707581; 20,1200; 19,8518; 20,5602; 20,8773; 20,9079; 22,0868; -4,07648; -1,49574; 239,516; -1,36176; 247,370; 255; 0; 0; 0
44909,391728969; 20,1193; 19,8509; 20,5670; 20,8764; 20,9077; 22,0855; -4,07716; -1,51557; 238,838; -1,36275; 249,006; 255; 0; 0; 0
44909,391750358; 20,1205; 19,8487; 20,5650; 20,8750; 20,9076; 22,0943; -4,06394; -1,50603; 239,482; -1,35174; 248,708; 255; 0; 0; 0
44909,391771747; 20,1240; 19,8486; 20,5698; 20,8716; 20,9046; 22,0976; -4,06768; -1,50124; 239,461; -1,35086; 246,423; 255; 0; 0; 0
44909,391793136; 20,1186; 19,8461; 20,5633; 20,8720; 20,9051; 22,0972; -4,08138; -1,50497; 240,202; -1,35326; 250,598; 255; 0; 0; 0
44909,391814525; 20,1111; 19,8419; 20,5541; 20,8675; 20,8945; 22,0790; -4,08971; -1,50298; 238,404; -1,35063; 246,637; 255; 0; 0; 0
44909,391835914; 20,1068; 19,8389; 20,5555; 20,8622; 20,8987; 22,0764; -4,07268; -1,50262; 238,464; -1,37263; 247,146; 255; 0; 0; 0
44909,391857303; 20,1078; 19,8354; 20,5538; 20,8609; 20,8966; 22,0834; -4,07291; -1,49441; 239,140; -1,34029; 248,042; 255; 0; 0; 0
44909,391878692; 20,1080; 19,8353; 20,5549; 20,8626; 20,8969; 22,0848; -4,07708; -1,50932; 239,546; -1,35947; 247,911; 255; 0; 0; 0
44909,391900081; 20,1039; 19,8386; 20,5580; 20,8639; 20,8930; 22,0812; -4,07245; -1,51244; 238,184; -1,36282; 248,809; 255; 0; 0; 0
44909,391921469; 20,1098; 19,8382; 20,5593; 20,8675; 20,8942; 22,0784; -4,07182; -1,50965; 241,081; -1,36515; 246,150; 255; 0; 0; 0
44909,391942858; 20,1247; 19,8482; 20,5704; 20,8697; 20,9052; 22,0888; -4,06908; -1,49864; 238,796; -1,36325; 247,376; 255; 0; 0; 0
44909,391964247; 20,1250; 19,8517; 20,5645; 20,8760; 20,9034; 22,0926; -4,08440; -1,51450; 238,812; -1,36284; 246,163; 255; 0; 0; 0
44909,391985636; 20,1178; 19,8525; 20,5635; 20,8719; 20,9048; 22,0916; -4,07666; -1,49963; 238,422; -1,35851; 249,230; 255; 0; 0; 0
44909,392007025; 20,1192; 19,8444; 20,5631; 20,8687; 20,9087; 22,0923; -4,08136; -1,51691; 237,991; -1,35551; 249,154; 255; 0; 0; 0
44909,392028414; 20,1167; 19,8495; 20,5645; 20,8739; 20,9037; 22,0922; -4,06944; -1,51517; 240,004; -1,33297; 246,806; 255; 0; 0; 0
44909,392049803; 20,1207; 19,8522; 20,5675; 20,8726; 20,8990; 22,0941; -4,07191; -1,50650; 239,844; -1,34361; 249,736; 255; 0; 0; 0
44909,392071192; 20,1187; 19,8481; 20,5680; 20,8716; 20,9009; 22,1031; -4,06998; -1,51624; 238,570; -1,32279; 250,728; 255; 0; 0; 0
44909,392092581; 20,1165; 19,8467; 20,5694; 20,8762; 20,9036; 22,0970; -4,06276; -1,50378; 240,304; -1,34972; 248,673; 255; 0; 0; 0
44909,392113969; 20,1162; 19,8498; 20,5614; 20,8660; 20,9026; 22,0922; -4,07594; -1,50019; 238,763; -1,37100; 247,769; 255; 0; 0; 0
44909,392135358; 20,1110; 19,8466; 20,5587; 20,8672; 20,8980; 22,0966; -4,06884; -1,50800; 237,054; -1,35913; 247,194; 255; 0; 0; 0
44909,392156747; 20,1122; 19,8454; 20,5648; 20,8756; 20,9017; 22,0961; -4,07142; -1,50609; 240,457; -1,36390; 248,857; 255; 0; 0; 0
44909,392178136; 20,1207; 19,8489; 20,5601; 20,8701; 20,8973; 22,0970; -4,07349; -1,50423; 239,278; -1,36990; 249,767; 255; 0; 0; 0
44909,392199525; 20,1169; 19,8522; 20,5605; 20,8690; 20,9015; 22,0955; -4,07801; -1,50404; 240,109; -1,36044; 246,653; 255; 0; 0; 0
44909,392220914; 20,1204; 19,8524; 20,5655; 20,8708; 20,8990; 22,0948; -4,06268; -1,49954; 240,045; -1,34808; 250,297; 255; 0; 0; 0
44909,392242303; 20,1244; 19,8528; 20,5681; 20,8804; 20,9041; 22,1038; -4,07648; -1,49836; 237,661; -1,35242; 247,122; 255; 0; 0; 0
44909,392263692; 20,1225; 19,8505; 20,5741; 20,8804; 20,9039; 22,0963; -4,07299; -1,50097; 238,007; -1,34347; 248,119; 255; 0; 0; 0
44909,392285081; 20,1200; 19,8510; 20,5686; 20,8788; 20,9064; 22,1070; -4,08213; -1,51395; 238,338; -1,35158; 249,073; 255; 0; 0; 0
44909,392306469; 20,1188; 19,8568; 20,5679; 20,8820; 20,9097; 22,1065; -4,05708; -1,50212; 239,738; -1,36312; 247,638; 255; 0; 0; 0
44909,392327858; 20,1146; 19,8511; 20,5663; 20,8716; 20,9040; 22,0928; -4,07996; -1,51419; 239,291; -1,35377; 245,608; 255; 0; 0; 0
44909,392349247; 20,1213; 19,8498; 20,5670; 20,8701; 20,9020; 22,0960; -4,07941; -1,51110; 237,942; -1,36210; 249,434; 255; 0; 0; 0
44909,392370636; 20,1143; 19,8469; 20,5603; 20,8695; 20,8965; 22,0906; -4,07743; -1,51105; 239,948; -1,36864; 248,188; 255; 0; 0; 0
44909,392392025; 20,1153; 19,8478; 20,5610; 20,8721; 20,9030; 22,0892; -4,07349; -1,50647; 239,303; -1,36749; 249,901; 255; 0; 0; 0
44909,392413414; 20,1169; 19,8475; 20,5621; 20,8732; 20,8949; 22,0894; -4,07259; -1,51434; 237,798; -1,35661; 248,640; 255; 0; 0; 0
44909,392434791; 20,1119; 19,8491; 20,5651; 20,8736; 20,8979; 22,0939; -4,08578; -1,50795; 238,795; -1,35602; 250,472; 255; 0; 0; 0
44909,392456192; 20,1119; 19,8449; 20,5664; 20,8742; 20,9059; 22,0905; -4,07458; -1,50700; 239,260; -1,36219; 247,992; 255; 0; 0; 0
44909,392477581; 20,1124; 19,8505; 20,5608; 20,8734; 20,9002; 22,0913; -4,06969; -1,50175; 237,344; -1,35770; 249,774; 255; 0; 0; 0
44909,392498958; 20,1159; 19,8401; 20,5658; 20,8735; 20,8941; 22,0875; -4,07249; -1,51086; 238,968; -1,34737; 247,517; 255; 0; 0; 0
44909,392520347; 20,1139; 19,8482; 20,5612; 20,8753; 20,8972; 22,0946; -4,07170; -1,50677; 237,719; -1,35869; 248,920; 255; 0; 0; 0
44909,392541736; 20,1164; 19,8462; 20,5591; 20,8727; 20,9008; 22,0910; -4,07158; -1,50957; 240,192; -1,36171; 248,922; 255; 0; 0; 0
44909,392563124; 20,1172; 19,8501; 20,5669; 20,8778; 20,9001; 22,0935; -4,06664; -1,50811; 239,203; -1,35754; 249,975; 255; 0; 0; 0
