"22_12_12_1_ao_4.csv"
"12/12/2022 09:40:30"
""
16
"TIME"; "°C"; "°C"; "°C"; "°C"; "°C"; "°C"; "kPa"; "kPa"; "kPa"; "kPa"; "kPa"; "DIO"; "TOTAL"; "ALARM1"; "ALARM2"
44907,403440231; 21,0441; 21,0282; 21,6818; 21,6730; 21,6677; 20,0658; 240,894; 242,919; 239,188; -3,48297; 248,975; 255; 0; 0; 0
44907,403461620; 21,0467; 21,0323; 21,6840; 21,6755; 21,6671; 20,0641; 240,745; 242,921; 241,482; -3,48297; 250,898; 255; 0; 0; 0
44907,403483009; 21,0481; 21,0273; 21,6768; 21,6768; 21,6658; 20,0690; 241,172; 242,746; 238,704; -3,48251; 249,133; 255; 0; 0; 0
44907,403504398; 21,0493; 21,0363; 21,6836; 21,6763; 21,6718; 20,0714; 241,211; 244,486; 240,279; -3,48473; 249,835; 255; 0; 0; 0
44907,403525787; 21,0469; 21,0284; 21,6808; 21,6701; 21,6721; 20,0699; 241,664; 243,793; 242,051; -3,47691; 247,182; 255; 0; 0; 0
44907,403547175; 21,0478; 21,0274; 21,6803; 21,6672; 21,6743; 20,0703; 240,525; 243,651; 240,584; -3,48482; 250,067; 255; 0; 0; 0
44907,403568564; 21,0500; 21,0343; 21,6810; 21,6682; 21,6675; 20,0719; 240,992; 241,973; 239,480; -3,47998; 248,867; 255; 0; 0; 0
44907,403589953; 21,0544; 21,0350; 21,6789; 21,6734; 21,6701; 20,0764; 240,978; 243,423; 242,512; -3,48064; 249,797; 255; 0; 0; 0
44907,403611331; 21,0550; 21,0303; 21,6825; 21,6732; 21,6740; 20,0765; 239,986; 243,358; 242,024; -3,48050; 250,263; 255; 0; 0; 0
44907,403632719; 21,0533; 21,0350; 21,6853; 21,6774; 21,6740; 20,0796; 240,929; 240,313; 241,423; -3,48913; 251,071; 255; 0; 0; 0
44907,403654108; 21,0596; 21,0341; 21,6776; 21,6735; 21,6769; 20,0776; 240,101; 241,879; 241,235; -3,49199; 250,076; 255; 0; 0; 0
44907,403675497; 21,0575; 21,0362; 21,6826; 21,6728; 21,6740; 20,0776; 240,316; 240,681; 240,750; -3,49171; 249,574; 255; 0; 0; 0
44907,403696886; 21,0588; 21,0387; 21,6802; 21,6736; 21,6687; 20,0797; 242,064; 243,339; 241,375; -3,48764; 249,105; 255; 0; 0; 0
44907,403718275; 21,0584; 21,0373; 21,6800; 21,6724; 21,6693; 20,0845; 240,582; 242,598; 238,869; -3,49416; 250,420; 255; 0; 0; 0
44907,403739664; 21,0543; 21,0348; 21,6854; 21,6721; 21,6706; 20,0796; 240,982; 241,242; 239,861; -3,48172; 251,535; 255; 0; 0; 0
44907,403761053; 21,0553; 21,0332; 21,6828; 21,6712; 21,6729; 20,0815; 239,341; 243,911; 240,330; -3,48651; 247,929; 255; 0; 0; 0
44907,403782442; 21,0569; 21,0349; 21,6854; 21,6760; 21,6754; 20,0755; 241,183; 242,984; 238,255; -3,48662; 250,822; 255; 0; 0; 0
44907,403803831; 21,0633; 21,0308; 21,6797; 21,6723; 21,6779; 20,0741; 241,496; 240,884; 241,227; -3,48286; 250,256; 255; 0; 0; 0
44907,403825219; 21,0547; 21,0354; 21,6800; 21,6681; 21,6707; 20,0800; 239,941; 242,784; 239,904; -3,48915; 249,350; 255; 0; 0; 0
44907,403846608; 21,0527; 21,0316; 21,6834; 21,6717; 21,6687; 20,0789; 242,392; 243,215; 240,671; -3,48397; 249,901; 255; 0; 0; 0
44907,403867986; 21,0557; 21,0278; 21,6783; 21,6717; 21,6700; 20,0772; 242,725; 242,300; 240,598; -3,50234; 248,043; 255; 0; 0; 0
44907,403889375; 21,0534; 21,0345; 21,6851; 21,6721; 21,6724; 20,0817; 240,052; 241,619; 239,846; -3,49956; 250,208; 255; 0; 0; 0
44907,403910763; 21,0557; 21,0318; 21,6839; 21,6689; 21,6674; 20,0778; 242,113; 243,010; 239,041; -3,49072; 248,666; 255; 0; 0; 0
44907,403932152; 21,0591; 21,0358; 21,6791; 21,6672; 21,6697; 20,0830; 240,552; 244,136; 239,420; -3,49563; 249,254; 255; 0; 0; 0
44907,403953541; 21,0625; 21,0279; 21,6840; 21,6739; 21,6692; 20,0854; 242,992; 242,786; 240,860; -3,50551; 251,968; 255; 0; 0; 0
44907,403974930; 21,0649; 21,0384; 21,6802; 21,6739; 21,6747; 20,0916; 242,294; 242,990; 239,431; -3,50523; 248,757; 255; 0; 0; 0
44907,403996319; 21,0627; 21,0358; 21,6854; 21,6672; 21,6792; 20,0896; 241,722; 240,490; 241,399; -3,49719; 249,025; 255; 0; 0; 0
44907,404017708; 21,0612; 21,0334; 21,6845; 21,6755; 21,6738; 20,0926; 241,324; 243,295; 242,639; -3,48452; 247,774; 255; 0; 0; 0
44907,404039097; 21,0648; 21,0388; 21,6837; 21,6780; 21,6759; 20,0949; 241,242; 241,451; 238,572; -3,49114; 249,463; 255; 0; 0; 0
44907,404060486; 21,0623; 21,0374; 21,6829; 21,6771; 21,6798; 20,0976; 242,248; 242,152; 240,386; -3,48971; 249,764; 255; 0; 0; 0
44907,404081875; 21,0690; 21,0370; 21,6883; 21,6732; 21,6796; 20,0970; 242,676; 243,592; 238,351; -3,48421; 251,108; 255; 0; 0; 0
44907,404103263; 21,0590; 21,0383; 21,6839; 21,6709; 21,6705; 20,0955; 241,761; 243,301; 238,990; -3,48012; 247,900; 255; 0; 0; 0
44907,404124652; 21,0653; 21,0350; 21,6766; 21,6717; 21,6710; 20,0909; 240,013; 241,681; 240,626; -3,49319; 251,713; 255; 0; 0; 0
44907,404146041; 21,0651; 21,0373; 21,6801; 21,6728; 21,6751; 20,0919; 240,332; 240,990; 241,995; -3,47925; 247,562; 255; 0; 0; 0
44907,404167430; 21,0674; 21,0325; 21,6789; 21,6712; 21,6721; 20,0905; 241,373; 243,802; 242,266; -3,48927; 251,348; 255; 0; 0; 0
44907,404188807; 21,0631; 21,0381; 21,6850; 21,6712; 21,6752; 20,0906; 240,161; 244,011; 241,515; -3,49348; 249,708; 255; 0; 0; 0
44907,404210196; 21,0640; 21,0357; 21,6788; 21,6718; 21,6692; 20,0916; 241,350; 243,712; 241,375; -3,48811; 250,103; 255; 0; 0; 0
44907,404231585; 21,0669; 21,0364; 21,6829; 21,6738; 21,6726; 20,0984; 241,243; 240,220; 239,529; -3,48467; 250,603; 255; 0; 0; 0
44907,404252974; 21,0715; 21,0385; 21,6837; 21,6719; 21,6763; 20,0988; 238,253; 242,720; 241,711; -3,48361; 250,833; 255; 0; 0; 0
44907,404274363; 21,0695; 21,0308; 21,6810; 21,6660; 21,6674; 20,0974; 240,580; 242,680; 237,705; -3,48432; 249,956; 255; 0; 0; 0
44907,404295752; 21,0687; 21,0343; 21,6739; 21,6647; 21,6761; 20,1024; 242,602; 243,811; 241,573; -3,48054; 247,904; 255; 0; 0; 0
44907,404317141; 21,0701; 21,0332; 21,6811; 21,6717; 21,6784; 20,1075; 239,983; 241,388; 242,703; -3,48181; 249,522; 255; 0; 0; 0
44907,404338530; 21,0661; 21,0379; 21,6802; 21,6665; 21,6732; 20,1085; 242,878; 242,490; 240,851; -3,47692; 250,675; 255; 0; 0; 0
44907,404359918; 21,0621; 21,0350; 21,6768; 21,6674; 21,6721; 20,1143; 240,965; 242,395; 239,186; -3,48273; 248,833; 255; 0; 0; 0
44907,404381307; 21,0678; 21,0297; 21,6701; 21,6699; 21,6684; 20,1190; 241,313; 242,797; 240,533; -3,48306; 250,640; 255; 0; 0; 0
44907,404402696; 21,0687; 21,0282; 21,6747; 21,6627; 21,6770; 20,1160; 242,082; 243,033; 241,939; -3,48161; 248,159; 255; 0; 0; 0
44907,404424085; 21,0662; 21,0323; 21,6804; 21,6644; 21,6682; 20,1199; 241,024; 244,089; 238,675; -3,47499; 250,205; 255; 0; 0; 0
44907,404445474; 21,0714; 21,0360; 21,6821; 21,6653; 21,6738; 20,1156; 241,237; 243,807; 241,970; -3,48431; 248,883; 255; 0; 0; 0
44907,404466863; 21,0655; 21,0345; 21,6802; 21,6678; 21,6690; 20,1194; 239,574; 241,140; 240,809; -3,49003; 250,099; 255; 0; 0; 0
44907,404488252; 21,0738; 21,0366; 21,6857; 21,6754; 21,6776; 20,1236; 239,706; 240,586; 239,712; -3,48642; 250,627; 255; 0; 0; 0
44907,404509641; 21,0746; 21,0383; 21,6872; 21,6730; 21,6752; 20,1311; 241,518; 244,460; 240,868; -3,48708; 248,777; 255; 0; 0; 0
44907,404531030; 21,0727; 21,0373; 21,6797; 21,6706; 21,6754; 20,1265; 239,943; 240,764; 241,895; -3,48643; 247,787; 255; 0; 0; 0
44907,404552418; 21,0763; 21,0325; 21,6758; 21,6675; 21,6766; 20,1305; 240,627; 242,259; 238,408; -3,48282; 248,900; 255; 0; 0; 0
44907,404573807; 21,0692; 21,0407; 21,6825; 21,6731; 21,6703; 20,1380; 241,637; 243,741; 242,319; -3,46822; 248,199; 255; 0; 0; 0
44907,404595196; 21,0703; 21,0328; 21,6796; 21,6667; 21,6778; 20,1346; 238,605; 240,486; 242,808; -3,47857; 247,696; 255; 0; 0; 0
44907,404616585; 21,0700; 21,0310; 21,6762; 21,6679; 21,6709; 20,1361; 242,529; 242,506; 239,055; -3,47782; 249,914; 255; 0; 0; 0
44907,404637962; 21,0767; 21,0385; 21,6774; 21,6701; 21,6701; 20,1364; 240,799; 242,909; 239,905; -3,47706; 252,199; 255; 0; 0; 0
44907,404659351; 21,0701; 21,0348; 21,6857; 21,6692; 21,6710; 20,1434; 240,139; 242,199; 239,834; -3,49017; 248,028; 255; 0; 0; 0
44907,404680740; 21,0740; 21,0337; 21,6793; 21,6674; 21,6771; 20,1431; 242,509; 242,040; 240,781; -3,48487; 251,419; 255; 0; 0; 0
44907,404702129; 21,0794; 21,0349; 21,6776; 21,6652; 21,6724; 20,1415; 242,153; 244,143; 240,369; -3,48374; 248,050; 255; 0; 0; 0
44907,404723518; 21,0754; 21,0417; 21,6804; 21,6701; 21,6724; 20,1389; 240,135; 242,357; 240,449; -3,50027; 250,357; 255; 0; 0; 0
44907,404744907; 21,0814; 21,0415; 21,6839; 21,6692; 21,6768; 20,1520; 241,218; 243,005; 241,430; -3,49650; 248,830; 255; 0; 0; 0
44907,404766296; 21,0864; 21,0409; 21,6815; 21,6690; 21,6809; 20,1535; 240,633; 243,585; 240,465; -3,49001; 249,916; 255; 0; 0; 0
44907,404787673; 21,0809; 21,0407; 21,6857; 21,6712; 21,6811; 20,1519; 239,959; 241,746; 238,845; -3,47153; 249,766; 255; 0; 0; 0
44907,404809062; 21,0818; 21,0385; 21,6896; 21,6739; 21,6837; 20,1552; 240,618; 241,522; 240,579; -3,49432; 252,269; 255; 0; 0; 0
44907,404830451; 21,0788; 21,0428; 21,6848; 21,6711; 21,6812; 20,1589; 241,458; 244,068; 239,425; -3,49843; 248,830; 255; 0; 0; 0
44907,404851840; 21,0789; 21,0440; 21,6844; 21,6723; 21,6842; 20,1581; 242,196; 241,469; 241,147; -3,49207; 251,220; 255; 0; 0; 0
44907,404873229; 21,0850; 21,0427; 21,6778; 21,6624; 21,6700; 20,1519; 240,643; 240,757; 240,696; -3,49392; 249,837; 255; 0; 0; 0
44907,404894618; 21,0822; 21,0385; 21,6805; 21,6679; 21,6729; 20,1572; 242,205; 242,813; 241,481; -3,49218; 251,790; 255; 0; 0; 0
44907,404916006; 21,0789; 21,0424; 21,6807; 21,6684; 21,6728; 20,1558; 241,873; 242,363; 239,955; -3,48066; 248,772; 255; 0; 0; 0
44907,404937395; 21,0793; 21,0359; 21,6808; 21,6638; 21,6752; 20,1567; 242,159; 243,938; 239,723; -3,49121; 250,454; 255; 0; 0; 0
44907,404958784; 21,0839; 21,0436; 21,6796; 21,6745; 21,6794; 20,1632; 240,421; 240,706; 240,784; -3,48482; 250,266; 255; 0; 0; 0
44907,404980173; 21,0818; 21,0358; 21,6840; 21,6671; 21,6787; 20,1650; 241,743; 242,527; 240,094; -3,49566; 251,274; 255; 0; 0; 0
44907,405001562; 21,0818; 21,0419; 21,6874; 21,6762; 21,6781; 20,1699; 240,804; 243,910; 240,740; -3,48835; 250,100; 255; 0; 0; 0
44907,405022939; 21,0906; 21,0449; 21,6813; 21,6656; 21,6801; 20,1726; 239,820; 243,280; 240,107; -3,48660; 251,095; 255; 0; 0; 0
44907,405044340; 21,0854; 21,0407; 21,6898; 21,6745; 21,6818; 20,1781; 240,614; 243,196; 241,505; -3,48761; 248,990; 255; 0; 0; 0
44907,405065717; 21,0837; 21,0412; 21,6878; 21,6641; 21,6820; 20,1758; 241,888; 243,372; 242,111; -3,47596; 247,372; 255; 0; 0; 0
44907,405087106; 21,0898; 21,0424; 21,6864; 21,6656; 21,6835; 20,1848; 240,719; 241,351; 241,918; -3,47899; 248,980; 255; 0; 0; 0
44907,405108495; 21,0874; 21,0409; 21,6815; 21,6745; 21,6847; 20,1873; 241,830; 241,998; 239,459; -3,48931; 247,266; 255; 0; 0; 0
44907,405129884; 21,0864; 21,0400; 21,6754; 21,6589; 21,6765; 20,1781; 241,473; 243,647; 242,125; -3,47863; 251,463; 255; 0; 0; 0
44907,405151273; 21,0859; 21,0340; 21,6825; 21,6696; 21,6745; 20,1784; 241,446; 241,547; 240,461; -3,48121; 249,465; 255; 0; 0; 0
44907,405172662; 21,0817; 21,0375; 21,6825; 21,6660; 21,6780; 20,1795; 241,934; 244,242; 241,298; -3,47939; 248,331; 255; 0; 0; 0
44907,405194050; 21,0880; 21,0330; 21,6790; 21,6590; 21,6739; 20,1823; 241,712; 243,749; 241,480; -3,48926; 248,077; 255; 0; 0; 0
44907,405215439; 21,0814; 21,0340; 21,6784; 21,6626; 21,6722; 20,1840; 240,013; 242,509; 241,092; -3,48969; 250,935; 255; 0; 0; 0
44907,405236828; 21,0911; 21,0361; 21,6791; 21,6631; 21,6698; 20,1815; 241,429; 243,089; 241,165; -3,48195; 248,202; 255; 0; 0; 0
44907,405258217; 21,0897; 21,0335; 21,6827; 21,6594; 21,6712; 20,1765; 241,427; 242,363; 240,466; -3,48086; 248,440; 255; 0; 0; 0
44907,405279606; 21,0862; 21,0321; 21,6768; 21,6681; 21,6715; 20,1810; 239,126; 241,046; 241,549; -3,48807; 247,667; 255; 0; 0; 0
44907,405300995; 21,0778; 21,0356; 21,6796; 21,6601; 21,6711; 20,1780; 240,624; 241,824; 241,102; -3,49307; 251,274; 255; 0; 0; 0
44907,405322384; 21,0851; 21,0294; 21,6791; 21,6579; 21,6745; 20,1837; 241,164; 243,483; 240,629; -3,49123; 250,693; 255; 0; 0; 0
44907,405343773; 21,0845; 21,0362; 21,6767; 21,6622; 21,6684; 20,1940; 241,457; 241,462; 238,433; -3,48356; 249,424; 255; 0; 0; 0
44907,405365150; 21,0861; 21,0338; 21,6791; 21,6557; 21,6714; 20,1924; 240,379; 240,971; 241,686; -3,49442; 250,425; 255; 0; 0; 0
44907,405386539; 21,0851; 21,0358; 21,6764; 21,6609; 21,6711; 20,2058; 239,528; 241,467; 241,580; -3,48585; 249,866; 255; 0; 0; 0
44907,405407928; 21,0900; 21,0359; 21,6829; 21,6616; 21,6734; 20,2046; 241,119; 243,666; 239,585; -3,50304; 249,854; 255; 0; 0; 0
44907,405429317; 21,0868; 21,0394; 21,6803; 21,6643; 21,6714; 20,2083; 241,141; 242,294; 238,700; -3,50311; 249,347; 255; 0; 0; 0
44907,405450706; 21,0866; 21,0382; 21,6807; 21,6590; 21,6744; 20,2111; 241,456; 243,604; 240,801; -3,49895; 249,928; 255; 0; 0; 0
44907,405472094; 21,0835; 21,0396; 21,6750; 21,6614; 21,6695; 20,2148; 239,331; 243,302; 239,051; -3,49072; 249,950; 255; 0; 0; 0
44907,405493483; 21,0896; 21,0313; 21,6752; 21,6607; 21,6719; 20,2161; 238,212; 244,516; 241,041; -3,49519; 247,459; 255; 0; 0; 0
44907,405514872; 21,0905; 21,0370; 21,6846; 21,6617; 21,6773; 20,2178; 240,047; 242,828; 241,054; -3,48209; 250,340; 255; 0; 0; 0
44907,405536261; 21,0854; 21,0394; 21,6842; 21,6603; 21,6791; 20,2267; 241,255; 240,651; 239,528; -3,49964; 248,343; 255; 0; 0; 0
44907,405557650; 21,0927; 21,0405; 21,6848; 21,6641; 21,6723; 20,2328; 241,513; 243,266; 237,348; -3,49575; 247,165; 255; 0; 0; 0
44907,405579039; 21,0977; 21,0366; 21,6818; 21,6672; 21,6762; 20,2315; 240,586; 243,407; 241,148; -3,49063; 249,406; 255; 0; 0; 0
44907,405600428; 21,0991; 21,0464; 21,6844; 21,6668; 21,6776; 20,2276; 240,089; 242,721; 238,551; -3,48775; 249,145; 255; 0; 0; 0
44907,405621817; 21,0921; 21,0404; 21,6776; 21,6688; 21,6738; 20,2296; 242,530; 241,197; 240,773; -3,49129; 249,006; 255; 0; 0; 0
44907,405643206; 21,0959; 21,0518; 21,6937; 21,6685; 21,6768; 20,2338; 240,081; 243,170; 241,036; -3,47357; 251,306; 255; 0; 0; 0
44907,405664594; 21,0987; 21,0423; 21,6930; 21,6666; 21,6786; 20,2365; 240,946; 241,640; 243,055; -3,47475; 250,082; 255; 0; 0; 0
44907,405685983; 21,1015; 21,0469; 21,6887; 21,6714; 21,6815; 20,2243; 238,591; 243,377; 240,590; -3,47358; 250,632; 255; 0; 0; 0
44907,405707372; 21,0971; 21,0472; 21,6919; 21,6661; 21,6841; 20,2338; 239,902; 239,423; 242,510; -3,48012; 250,112; 255; 0; 0; 0
44907,405728761; 21,0997; 21,0410; 21,6848; 21,6711; 21,6862; 20,2266; 241,448; 242,991; 240,343; -3,48473; 249,452; 255; 0; 0; 0
44907,405750150; 21,1034; 21,0410; 21,6861; 21,6614; 21,6802; 20,2347; 243,276; 243,206; 240,481; -3,48464; 247,819; 255; 0; 0; 0
44907,405771539; 21,0993; 21,0367; 21,6820; 21,6643; 21,6717; 20,2271; 243,184; 242,129; 241,471; -3,48450; 249,117; 255; 0; 0; 0
44907,405792916; 21,0927; 21,0379; 21,6846; 21,6650; 21,6744; 20,2405; 240,166; 242,893; 239,269; -3,48766; 248,356; 255; 0; 0; 0
44907,405814317; 21,0960; 21,0455; 21,6817; 21,6603; 21,6745; 20,2419; 242,393; 240,529; 242,355; -3,48130; 247,638; 255; 0; 0; 0
44907,405835694; 21,0981; 21,0381; 21,6797; 21,6588; 21,6781; 20,2360; 242,146; 244,956; 241,151; -3,48807; 249,506; 255; 0; 0; 0
44907,405857083; 21,0995; 21,0414; 21,6788; 21,6590; 21,6796; 20,2380; 239,613; 241,932; 238,989; -3,47189; 248,935; 255; 0; 0; 0
44907,405878472; 21,0996; 21,0418; 21,6837; 21,6643; 21,6738; 20,2373; 239,996; 241,081; 241,118; -3,46776; 249,797; 255; 0; 0; 0
44907,405899861; 21,1045; 21,0412; 21,6867; 21,6631; 21,6823; 20,2491; 243,050; 243,273; 242,755; -3,48058; 248,068; 255; 0; 0; 0
44907,405921249; 21,1060; 21,0417; 21,6842; 21,6648; 21,6826; 20,2461; 242,330; 242,809; 241,681; -3,47520; 250,479; 255; 0; 0; 0
44907,405942638; 21,1054; 21,0487; 21,6926; 21,6715; 21,6810; 20,2542; 242,084; 243,947; 241,427; -3,47681; 249,971; 255; 0; 0; 0
44907,405964027; 21,1098; 21,0493; 21,6973; 21,6672; 21,6815; 20,2539; 239,923; 241,184; 241,135; -3,48273; 250,182; 255; 0; 0; 0
44907,405985416; 21,1039; 21,0510; 21,6907; 21,6692; 21,6864; 20,2626; 240,038; 241,479; 239,423; -3,47053; 251,391; 255; 0; 0; 0
44907,406006805; 21,1144; 21,0497; 21,6957; 21,6759; 21,6871; 20,2622; 241,448; 242,135; 241,778; -3,47204; 250,743; 255; 0; 0; 0
44907,406028194; 21,1004; 21,0347; 21,6800; 21,6564; 21,6754; 20,2516; 241,459; 243,026; 242,772; -3,48889; 249,414; 255; 0; 0; 0
44907,406049571; 21,1002; 21,0404; 21,6800; 21,6606; 21,6705; 20,2507; 239,060; 243,356; 241,343; -3,49039; 250,041; 255; 0; 0; 0
44907,406070960; 21,0934; 21,0344; 21,6791; 21,6555; 21,6733; 20,2520; 238,917; 241,965; 240,742; -3,47318; 249,534; 255; 0; 0; 0
44907,406092349; 21,0917; 21,0353; 21,6807; 21,6540; 21,6674; 20,2559; 241,202; 241,852; 239,811; -3,47838; 247,704; 255; 0; 0; 0
44907,406113738; 21,0977; 21,0361; 21,6831; 21,6571; 21,6679; 20,2636; 241,216; 241,934; 238,511; -3,47554; 250,639; 255; 0; 0; 0
44907,406135127; 21,0930; 21,0360; 21,6764; 21,6573; 21,6718; 20,2654; 240,676; 240,939; 243,278; -3,46696; 250,143; 255; 0; 0; 0
44907,406156516; 21,1024; 21,0447; 21,6808; 21,6624; 21,6799; 20,2775; 241,295; 241,852; 241,054; -3,47144; 249,582; 255; 0; 0; 0
44907,406177905; 21,1049; 21,0460; 21,6834; 21,6610; 21,6797; 20,2757; 241,816; 244,194; 238,261; -3,47785; 251,353; 255; 0; 0; 0
44907,406199293; 21,1109; 21,0432; 21,6873; 21,6635; 21,6851; 20,2818; 240,791; 243,513; 240,651; -3,48439; 250,119; 255; 0; 0; 0
44907,406220682; 21,1121; 21,0499; 21,6894; 21,6625; 21,6816; 20,2818; 239,726; 241,343; 239,339; -3,48550; 249,069; 255; 0; 0; 0
44907,406242071; 21,1061; 21,0452; 21,6861; 21,6669; 21,6845; 20,2946; 241,358; 242,785; 240,951; -3,46884; 250,316; 255; 0; 0; 0
44907,406263460; 21,1133; 21,0466; 21,6920; 21,6617; 21,6801; 20,2877; 239,732; 243,483; 241,719; -3,45866; 249,480; 255; 0; 0; 0
44907,406284849; 21,0993; 21,0322; 21,6814; 21,6551; 21,6685; 20,2852; 238,930; 243,625; 238,819; -3,47260; 249,401; 255; 0; 0; 0
44907,406306238; 21,1024; 21,0401; 21,6793; 21,6603; 21,6710; 20,2892; 240,359; 241,358; 242,063; -3,46722; 249,166; 255; 0; 0; 0
44907,406327627; 21,1030; 21,0372; 21,6785; 21,6561; 21,6750; 20,2801; 240,562; 243,963; 241,867; -3,47916; 250,569; 255; 0; 0; 0
44907,406349016; 21,1099; 21,0374; 21,6780; 21,6501; 21,6717; 20,2828; 239,581; 243,023; 239,775; -3,47495; 250,333; 255; 0; 0; 0
44907,406370393; 21,1051; 21,0395; 21,6791; 21,6512; 21,6700; 20,2848; 240,987; 243,448; 241,009; -3,48695; 251,715; 255; 0; 0; 0
44907,406391782; 21,1011; 21,0422; 21,6861; 21,6513; 21,6773; 20,2848; 242,152; 242,538; 240,514; -3,47907; 249,586; 255; 0; 0; 0
44907,406413171; 21,1154; 21,0419; 21,6842; 21,6627; 21,6738; 20,2903; 242,003; 243,725; 242,396; -3,46680; 250,900; 255; 0; 0; 0
44907,406434560; 21,1071; 21,0403; 21,6812; 21,6534; 21,6756; 20,2911; 240,268; 244,016; 239,858; -3,48224; 250,278; 255; 0; 0; 0
44907,406455949; 21,1034; 21,0411; 21,6844; 21,6609; 21,6801; 20,2937; 241,802; 242,101; 241,451; -3,47851; 250,859; 255; 0; 0; 0
44907,406477337; 21,1129; 21,0386; 21,6832; 21,6541; 21,6753; 20,2874; 241,895; 243,881; 241,931; -3,48628; 248,565; 255; 0; 0; 0
44907,406498726; 21,1067; 21,0436; 21,6895; 21,6584; 21,6763; 20,2925; 242,045; 242,751; 242,297; -3,48260; 249,192; 255; 0; 0; 0
44907,406520115; 21,1073; 21,0381; 21,6845; 21,6626; 21,6726; 20,2906; 239,175; 242,502; 241,515; -3,47949; 250,456; 255; 0; 0; 0
44907,406541504; 21,1155; 21,0489; 21,6941; 21,6576; 21,6851; 20,2950; 239,884; 243,040; 240,592; -3,48574; 250,380; 255; 0; 0; 0
44907,406562893; 21,1141; 21,0463; 21,6951; 21,6628; 21,6852; 20,3060; 242,400; 242,897; 240,480; -3,48955; 251,721; 255; 0; 0; 0
44907,406584282; 21,1138; 21,0516; 21,6909; 21,6620; 21,6820; 20,3060; 239,749; 240,565; 241,340; -3,47895; 248,720; 255; 0; 0; 0
44907,406605671; 21,1114; 21,0484; 21,6895; 21,6639; 21,6804; 20,3109; 241,188; 242,385; 239,772; -3,47352; 250,218; 255; 0; 0; 0
44907,406627060; 21,1182; 21,0485; 21,6943; 21,6611; 21,6849; 20,3095; 242,144; 243,614; 241,794; -3,46686; 250,562; 255; 0; 0; 0
44907,406648449; 21,1228; 21,0480; 21,6892; 21,6650; 21,6809; 20,3148; 241,756; 243,446; 239,724; -3,48165; 250,243; 255; 0; 0; 0
44907,406669837; 21,1140; 21,0439; 21,6864; 21,6584; 21,6790; 20,3047; 240,850; 244,626; 240,691; -3,48630; 248,451; 255; 0; 0; 0
44907,406691226; 21,1169; 21,0472; 21,6842; 21,6636; 21,6795; 20,3155; 240,579; 242,211; 240,879; -3,48370; 250,457; 255; 0; 0; 0
44907,406712615; 21,1185; 21,0476; 21,6937; 21,6549; 21,6781; 20,3145; 240,885; 240,939; 239,829; -3,47591; 249,218; 255; 0; 0; 0
44907,406734004; 21,1174; 21,0498; 21,6936; 21,6650; 21,6790; 20,3199; 240,954; 242,100; 239,974; -3,47857; 248,490; 255; 0; 0; 0
