"22_12_16_1_ao_4.csv"
"16/12/2022 10:34:58"
""
16
"TIME"; "°C"; "°C"; "°C"; "°C"; "°C"; "°C"; "kPa"; "kPa"; "kPa"; "kPa"; "kPa"; "DIO"; "TOTAL"; "ALARM1"; "ALARM2"
44911,441798784; 19,7839; 20,1878; 20,7906; 21,2228; 21,1122; 21,8589; 238,186; 0,501595; 239,424; -1,38875; 248,622; 255; 0; 0; 0
44911,441820173; 19,7843; 20,1888; 20,7863; 21,2250; 21,1048; 21,8616; 240,470; 0,500130; 238,608; -1,39052; 248,164; 255; 0; 0; 0
44911,441841562; 19,7863; 20,1876; 20,7850; 21,2288; 21,1050; 21,8555; 239,449; 0,513596; 237,842; -1,39355; 249,145; 255; 0; 0; 0
44911,441862951; 19,7858; 20,1835; 20,7866; 21,2264; 21,1001; 21,8481; 240,943; 0,514557; 239,873; -1,39655; 249,158; 255; 0; 0; 0
44911,441884340; 19,7802; 20,1818; 20,7816; 21,2215; 21,1058; 21,8547; 240,149; 0,505295; 239,190; -1,37897; 246,422; 255; 0; 0; 0
44911,441905729; 19,7831; 20,1812; 20,7820; 21,2215; 21,0992; 21,8491; 240,082; 0,497414; 237,707; -1,38927; 246,155; 255; 0; 0; 0
44911,441927118; 19,8009; 20,1964; 20,8009; 21,2306; 21,1155; 21,8579; 239,037; 0,508202; 237,729; -1,39084; 249,100; 255; 0; 0; 0
44911,441948506; 19,7928; 20,1934; 20,7954; 21,2320; 21,1142; 21,8670; 240,045; 0,506134; 238,772; -1,40433; 249,661; 255; 0; 0; 0
44911,441969895; 19,7941; 20,1908; 20,8007; 21,2395; 21,1111; 21,8553; 240,328; 0,506226; 238,539; -1,39754; 249,462; 255; 0; 0; 0
44911,441991284; 19,7974; 20,1984; 20,8011; 21,2404; 21,1108; 21,8581; 238,554; 0,504326; 239,513; -1,38084; 247,260; 255; 0; 0; 0
44911,442012673; 19,7914; 20,1932; 20,7967; 21,2363; 21,1089; 21,8496; 239,832; 0,485390; 238,891; -1,39352; 245,527; 255; 0; 0; 0
44911,442034062; 19,7924; 20,1927; 20,7995; 21,2339; 21,1161; 21,8455; 240,855; 0,511726; 239,135; -1,38912; 248,740; 255; 0; 0; 0
44911,442055451; 19,7887; 20,1824; 20,7871; 21,2266; 21,1073; 21,8436; 240,856; 0,504776; 240,110; -1,39435; 249,330; 255; 0; 0; 0
44911,442076840; 19,7935; 20,1858; 20,7924; 21,2260; 21,1077; 21,8363; 239,452; 0,508987; 237,807; -1,39545; 247,355; 255; 0; 0; 0
44911,442098229; 19,7889; 20,1827; 20,7957; 21,2318; 21,1071; 21,8327; 239,499; 0,489441; 240,631; -1,39260; 249,092; 255; 0; 0; 0
44911,442119618; 19,7879; 20,1876; 20,7901; 21,2345; 21,1083; 21,8359; 240,815; 0,497810; 238,542; -1,38757; 248,401; 255; 0; 0; 0
44911,442141018; 19,7917; 20,1835; 20,7892; 21,2295; 21,1083; 21,8217; 240,697; 0,509163; 239,700; -1,38821; 248,719; 255; 0; 0; 0
44911,442162407; 19,7913; 20,1836; 20,7902; 21,2345; 21,1152; 21,8217; 240,753; 0,495819; 240,472; -1,39005; 251,001; 255; 0; 0; 0
44911,442183796; 19,7869; 20,1807; 20,7799; 21,2223; 21,1067; 21,8168; 238,381; 0,497017; 238,081; -1,39729; 247,624; 255; 0; 0; 0
44911,442205185; 19,7881; 20,1808; 20,7807; 21,2245; 21,1032; 21,8235; 236,749; 0,488991; 239,478; -1,38797; 248,295; 255; 0; 0; 0
44911,442226574; 19,7849; 20,1740; 20,7807; 21,2227; 21,1085; 21,8203; 241,245; 0,488022; 237,319; -1,39787; 249,324; 255; 0; 0; 0
44911,442247962; 19,7886; 20,1738; 20,7821; 21,2250; 21,1086; 21,8229; 239,270; 0,491737; 239,376; -1,39183; 249,373; 255; 0; 0; 0
44911,442269351; 19,7873; 20,1823; 20,7820; 21,2259; 21,1056; 21,8167; 240,031; 0,498962; 238,766; -1,39059; 246,083; 255; 0; 0; 0
44911,442290740; 19,7896; 20,1823; 20,7805; 21,2229; 21,1010; 21,8162; 241,190; 0,511368; 239,130; -1,37702; 246,855; 255; 0; 0; 0
44911,442312129; 19,7906; 20,1823; 20,7827; 21,2266; 21,1102; 21,8244; 239,771; 0,501526; 240,523; -1,39957; 249,018; 255; 0; 0; 0
44911,442333518; 19,7879; 20,1784; 20,7829; 21,2260; 21,1094; 21,8187; 239,533; 0,496788; 239,541; -1,38704; 248,904; 255; 0; 0; 0
44911,442354907; 19,7855; 20,1862; 20,7877; 21,2352; 21,1071; 21,8235; 240,110; 0,502426; 239,818; -1,39077; 246,211; 255; 0; 0; 0
44911,442376296; 19,7905; 20,1815; 20,7852; 21,2333; 21,1089; 21,8243; 239,830; 0,499657; 239,324; -1,39145; 250,136; 255; 0; 0; 0
44911,442397685; 19,7871; 20,1800; 20,7919; 21,2356; 21,1078; 21,8256; 241,041; 0,501381; 238,463; -1,39613; 249,621; 255; 0; 0; 0
44911,442419074; 19,7924; 20,1848; 20,7950; 21,2296; 21,1095; 21,8289; 240,240; 0,506912; 238,179; -1,38990; 250,390; 255; 0; 0; 0
44911,442440462; 19,7967; 20,1802; 20,7917; 21,2318; 21,1102; 21,8300; 237,919; 0,495712; 238,302; -1,39188; 248,977; 255; 0; 0; 0
44911,442461851; 19,7891; 20,1816; 20,7869; 21,2306; 21,1088; 21,8318; 239,258; 0,492889; 239,546; -1,40031; 247,476; 255; 0; 0; 0
44911,442483240; 19,7938; 20,1800; 20,7914; 21,2298; 21,1045; 21,8358; 239,044; 0,498161; 238,705; -1,38660; 247,175; 255; 0; 0; 0
44911,442504629; 19,7904; 20,1790; 20,7858; 21,2309; 21,1122; 21,8372; 239,846; 0,501869; 240,210; -1,39590; 249,190; 255; 0; 0; 0
44911,442526030; 19,7940; 20,1789; 20,7933; 21,2345; 21,1100; 21,8352; 239,583; 0,500732; 238,043; -1,38350; 247,807; 255; 0; 0; 0
44911,442547418; 19,7888; 20,1803; 20,7875; 21,2301; 21,1068; 21,8341; 239,621; 0,506897; 240,266; -1,39402; 248,637; 255; 0; 0; 0
44911,442568807; 19,7937; 20,1845; 20,7917; 21,2333; 21,1051; 21,8358; 238,994; 0,485741; 239,331; -1,39978; 247,898; 255; 0; 0; 0
44911,442590196; 19,7944; 20,1804; 20,7898; 21,2332; 21,1101; 21,8313; 239,014; 0,491707; 238,267; -1,38110; 250,125; 255; 0; 0; 0
44911,442611585; 19,7914; 20,1792; 20,7867; 21,2282; 21,1101; 21,8326; 239,980; 0,501190; 237,365; -1,38232; 247,987; 255; 0; 0; 0
44911,442632974; 19,7873; 20,1838; 20,7901; 21,2341; 21,1078; 21,8367; 241,319; 0,481133; 239,066; -1,39352; 249,219; 255; 0; 0; 0
44911,442654363; 19,7898; 20,1840; 20,7869; 21,2281; 21,1089; 21,8336; 240,927; 0,492386; 239,172; -1,38691; 249,947; 255; 0; 0; 0
44911,442675752; 19,7926; 20,1782; 20,7877; 21,2303; 21,1070; 21,8311; 240,121; 0,492783; 239,029; -1,38866; 247,601; 255; 0; 0; 0
44911,442697141; 19,7862; 20,1782; 20,7818; 21,2297; 21,1099; 21,8293; 240,739; 0,487228; 240,291; -1,39640; 249,224; 255; 0; 0; 0
44911,442718541; 19,7860; 20,1774; 20,7784; 21,2342; 21,1097; 21,8237; 239,161; 0,512833; 240,314; -1,38007; 249,693; 255; 0; 0; 0
44911,442739930; 19,7869; 20,1721; 20,7807; 21,2263; 21,1002; 21,8172; 239,412; 0,500771; 239,731; -1,39324; 246,461; 255; 0; 0; 0
44911,442761319; 19,7899; 20,1757; 20,7764; 21,2308; 21,1096; 21,8144; 239,471; 0,509148; 238,885; -1,40240; 248,266; 255; 0; 0; 0
44911,442782708; 19,7907; 20,1760; 20,7846; 21,2310; 21,1039; 21,8140; 240,077; 0,513824; 238,412; -1,38557; 249,435; 255; 0; 0; 0
44911,442804097; 19,7884; 20,1743; 20,7804; 21,2264; 21,1096; 21,8147; 238,849; 0,507858; 239,413; -1,38416; 246,715; 255; 0; 0; 0
44911,442825486; 19,7897; 20,1836; 20,7881; 21,2295; 21,1095; 21,8169; 240,635; 0,502884; 239,020; -1,38422; 248,364; 255; 0; 0; 0
44911,442846875; 19,7870; 20,1808; 20,7882; 21,2292; 21,1121; 21,8145; 237,879; 0,496506; 239,115; -1,37668; 248,330; 255; 0; 0; 0
44911,442868263; 19,7950; 20,1835; 20,7841; 21,2386; 21,1039; 21,8085; 238,871; 0,496910; 236,991; -1,38589; 248,377; 255; 0; 0; 0
44911,442889652; 19,7924; 20,1747; 20,7862; 21,2310; 21,1094; 21,8143; 240,508; 0,495605; 239,142; -1,37744; 247,644; 255; 0; 0; 0
44911,442911041; 19,7961; 20,1798; 20,7804; 21,2335; 21,1118; 21,8161; 239,726; 0,495697; 219,184; -1,38329; 242,803; 255; 0; 0; 0
44911,442932430; 19,7900; 20,1812; 20,8091; 21,2369; 21,1095; 21,8158; 239,405; 0,502930; 236,074; -1,39233; 249,738; 255; 0; 0; 0
44911,442953807; 19,7969; 20,1782; 21,1450; 21,2385; 21,1122; 21,8239; 240,510; 0,487915; 237,513; -1,38701; 248,668; 255; 0; 0; 0
44911,442975196; 19,7894; 20,1794; 21,6053; 21,2323; 21,1123; 21,8230; 240,549; 0,487999; 238,123; -1,39300; 249,917; 255; 0; 0; 0
44911,442996585; 19,7941; 20,1829; 21,8492; 21,2419; 21,1146; 21,8159; 239,685; 0,487053; 237,464; -1,39625; 247,375; 255; 0; 0; 0
44911,443017974; 19,7892; 20,1750; 21,9570; 21,2332; 21,1153; 21,7991; 240,004; 0,495796; 235,614; -1,39632; 247,551; 255; 0; 0; 0
44911,443039363; 19,7927; 20,1794; 22,0019; 21,2418; 21,1073; 21,7152; 240,881; 0,494858; 237,901; -1,39084; 246,713; 255; 0; 0; 0
44911,443060752; 19,7909; 20,1792; 22,0113; 21,2394; 21,1140; 21,6075; 240,145; 0,504440; 238,150; -1,38979; 248,851; 255; 0; 0; 0
44911,443082141; 19,7928; 20,1695; 21,9474; 21,2285; 21,1020; 21,4988; 240,287; 0,504745; 235,603; -1,39383; 249,452; 255; 0; 0; 0
44911,443103530; 19,7831; 20,1730; 21,8347; 21,2265; 21,1057; 21,4441; 241,502; 0,489899; 237,481; -1,38889; 247,331; 255; 0; 0; 0
44911,443124930; 19,7874; 20,1721; 21,7418; 21,2280; 21,1019; 21,3939; 240,095; 0,499191; 237,120; -1,38723; 249,662; 255; 0; 0; 0
44911,443146319; 19,7825; 20,1659; 21,6703; 21,2321; 21,0997; 21,3678; 239,208; 0,492317; 235,111; -1,39278; 248,183; 255; 0; 0; 0
44911,443167708; 19,7880; 20,1685; 21,6280; 21,2270; 21,1051; 21,3486; 239,280; 0,512802; 236,028; -1,39233; 247,589; 255; 0; 0; 0
44911,443189097; 19,7871; 20,1664; 21,6017; 21,2279; 21,1041; 21,3436; 240,618; 0,483528; 258,062; -1,40326; 255,992; 255; 0; 0; 0
44911,443210486; 19,7984; 20,1698; 21,5863; 21,2331; 21,1141; 21,3558; 238,505; 0,499779; 234,657; -1,38606; 246,071; 255; 0; 0; 0
44911,443231874; 19,7919; 20,1773; 21,5842; 21,2388; 21,1095; 21,3443; 239,126; 0,508293; 236,661; -1,38232; 245,425; 255; 0; 0; 0
44911,443253263; 19,7991; 20,1760; 21,5855; 21,2467; 21,1118; 21,3454; 242,142; 0,504272; 239,381; -1,38442; 249,041; 255; 0; 0; 0
44911,443274652; 19,7978; 20,1851; 21,5786; 21,2477; 21,1190; 21,3434; 240,590; 0,491272; 235,503; -1,39008; 248,238; 255; 0; 0; 0
44911,443296041; 19,8015; 20,1891; 21,5775; 21,2434; 21,1133; 21,3374; 239,348; 0,506828; 240,221; -1,40125; 247,263; 255; 0; 0; 0
44911,443317430; 19,7980; 20,1799; 21,5810; 21,2485; 21,1126; 21,3304; 238,965; 0,504707; 238,368; -1,38852; 247,782; 255; 0; 0; 0
44911,443338819; 19,7917; 20,1705; 21,5723; 21,2335; 21,1106; 21,3218; 238,198; 0,492210; 238,776; -1,39462; 247,396; 255; 0; 0; 0
44911,443360208; 19,7914; 20,1685; 21,5716; 21,2374; 21,1069; 21,3375; 236,301; 0,501816; 234,635; -1,40206; 247,286; 255; 0; 0; 0
44911,443381597; 19,7928; 20,1718; 21,5659; 21,2355; 21,1098; 21,3528; 239,390; 0,499420; 235,060; -1,39877; 247,413; 255; 0; 0; 0
44911,443402986; 19,7837; 20,1747; 21,5628; 21,2349; 21,0997; 21,3584; 241,504; 0,493950; 238,802; -1,40409; 247,806; 255; 0; 0; 0
44911,443424375; 19,7887; 20,1655; 21,5764; 21,2422; 21,1058; 21,3919; 239,254; 0,489281; 237,256; -1,39641; 249,103; 255; 0; 0; 0
44911,443445763; 19,7871; 20,1703; 21,5752; 21,2311; 21,0989; 21,4431; 239,888; 0,494194; 240,701; -1,40103; 247,941; 255; 0; 0; 0
44911,443467152; 19,7935; 20,1728; 21,5828; 21,2453; 21,1168; 21,5133; 241,167; 0,479591; 237,594; -1,39265; 250,081; 255; 0; 0; 0
44911,443488541; 19,7935; 20,1772; 21,5863; 21,2388; 21,1160; 21,5572; 238,874; 0,489899; 236,909; -1,39468; 246,329; 255; 0; 0; 0
44911,443509930; 19,7932; 20,1721; 21,5888; 21,2477; 21,1174; 21,6036; 235,959; 0,493767; 233,980; -1,37801; 246,154; 255; 0; 0; 0
44911,443531319; 19,7962; 20,1813; 21,5820; 21,2475; 21,1067; 21,5984; 239,531; 0,495148; 236,799; -1,38536; 247,952; 255; 0; 0; 0
44911,443552708; 19,8009; 20,1760; 21,6510; 21,2410; 21,1104; 21,5470; 242,121; 0,498863; 240,766; -1,38152; 248,412; 255; 0; 0; 0
44911,443574097; 19,7976; 20,1823; 21,7509; 21,2486; 21,1161; 21,5309; 238,412; 0,502853; 239,307; -1,37202; 249,568; 255; 0; 0; 0
44911,443595486; 19,7886; 20,1671; 21,7711; 21,2270; 21,1087; 21,5451; 239,603; 0,493347; 239,476; -1,37663; 248,562; 255; 0; 0; 0
44911,443616874; 19,7874; 20,1660; 21,7926; 21,2327; 21,1065; 21,5702; 239,277; 0,503441; 237,610; -1,38606; 230,203; 255; 0; 0; 0
44911,443638263; 19,7879; 20,1662; 21,8031; 21,2333; 21,1008; 21,6185; 238,928; 0,496246; 236,972; -1,38360; 247,655; 255; 0; 0; 0
44911,443659652; 19,7899; 20,1675; 21,7988; 21,2345; 21,1119; 21,6206; 251,026; 0,498650; 244,726; -1,38017; 249,684; 255; 0; 0; 0
44911,443681041; 19,7858; 20,1675; 21,8126; 21,2327; 21,1016; 21,5729; 239,469; 0,487038; 240,132; -1,39554; 249,015; 255; 0; 0; 0
44911,443702430; 19,7870; 20,1644; 21,8285; 21,2349; 21,1086; 21,5297; 241,166; 0,495346; 241,175; -1,38979; 249,738; 255; 0; 0; 0
44911,443723819; 19,7952; 20,1654; 21,8375; 21,2306; 21,1081; 21,5365; 237,608; 0,488937; 240,003; -1,39429; 247,762; 255; 0; 0; 0
44911,443745208; 19,7896; 20,1617; 21,8464; 21,2386; 21,1070; 21,5576; 236,172; 0,488640; 231,790; -1,39597; 247,410; 255; 0; 0; 0
44911,443766597; 19,7878; 20,1655; 21,8473; 21,2317; 21,0998; 21,5898; 240,374; 0,499901; 235,345; -1,39944; 247,552; 255; 0; 0; 0
44911,443787986; 19,7844; 20,1603; 21,8328; 21,2270; 21,0997; 21,5683; 239,693; 0,500450; 236,695; -1,38618; 245,912; 255; 0; 0; 0
44911,443809374; 19,7860; 20,1570; 21,8423; 21,2335; 21,1057; 21,5476; 239,308; 0,486977; 235,477; -1,39420; 250,454; 255; 0; 0; 0
44911,443830763; 19,7841; 20,1586; 21,8161; 21,2349; 21,1013; 21,5814; 241,324; 0,504692; 236,750; -1,37989; 248,530; 255; 0; 0; 0
44911,443852152; 19,7867; 20,1682; 21,7885; 21,2403; 21,1057; 21,5955; 241,078; 0,504898; 236,314; -1,39174; 246,645; 255; 0; 0; 0
44911,443873541; 19,7855; 20,1699; 21,8099; 21,2373; 21,1048; 21,5445; 239,703; 0,504181; 236,885; -1,38398; 247,321; 255; 0; 0; 0
44911,443894930; 19,7852; 20,1628; 21,8305; 21,2363; 21,1102; 21,4871; 240,794; 0,490410; 237,119; -1,39581; 246,688; 255; 0; 0; 0
44911,443916319; 19,7940; 20,1675; 21,7849; 21,2413; 21,1048; 21,4193; 241,227; 0,497055; 234,563; -1,39043; 247,853; 255; 0; 0; 0
44911,443937708; 19,7879; 20,1634; 21,7199; 21,2322; 21,1060; 21,3792; 239,177; 0,489334; 237,614; -1,39407; 248,065; 255; 0; 0; 0
44911,443959097; 19,7896; 20,1670; 21,6538; 21,2406; 21,1079; 21,3454; 238,288; 0,488884; 234,523; -1,37608; 246,852; 255; 0; 0; 0
44911,443980486; 19,7896; 20,1686; 21,6139; 21,2392; 21,1126; 21,3299; 239,792; 0,481575; 238,558; -1,38046; 248,561; 255; 0; 0; 0
44911,444001875; 19,7932; 20,1593; 21,5763; 21,2368; 21,1066; 21,3208; 238,660; 0,483124; 236,096; -1,37981; 247,529; 255; 0; 0; 0
44911,444023275; 19,7931; 20,1670; 21,5632; 21,2356; 21,1044; 21,3167; 241,249; 0,502357; 236,455; -1,37742; 249,270; 255; 0; 0; 0
44911,444044664; 19,7831; 20,1634; 21,5539; 21,2444; 21,1152; 21,3124; 240,752; 0,489685; 236,472; -1,38578; 248,261; 255; 0; 0; 0
44911,444066053; 19,7869; 20,1656; 21,5408; 21,2396; 21,1136; 21,3018; 238,432; 0,485870; 236,494; -1,38917; 247,126; 255; 0; 0; 0
44911,444087442; 19,7928; 20,1646; 21,5351; 21,2375; 21,1057; 21,3011; 239,938; 0,490585; 235,585; -1,38771; 248,559; 255; 0; 0; 0
44911,444108831; 19,7940; 20,1706; 21,5308; 21,2441; 21,1094; 21,2914; 240,609; 0,490715; 235,964; -1,37724; 249,860; 255; 0; 0; 0
44911,444130219; 19,7946; 20,1671; 21,5315; 21,2388; 21,1042; 21,2867; 239,197; 0,483109; 235,371; -1,37194; 249,525; 255; 0; 0; 0
44911,444151608; 19,7878; 20,1624; 21,5176; 21,2358; 21,1077; 21,2869; 240,114; 0,484741; 235,652; -1,39400; 249,534; 255; 0; 0; 0
44911,444172997; 19,7903; 20,1637; 21,5162; 21,2404; 21,1085; 21,2808; 239,362; 0,493134; 236,516; -1,39748; 247,418; 255; 0; 0; 0
44911,444194386; 19,7938; 20,1683; 21,5131; 21,2392; 21,1067; 21,2880; 238,386; 0,490349; 236,712; -1,39725; 247,463; 255; 0; 0; 0
44911,444215775; 19,7899; 20,1627; 21,5120; 21,2416; 21,1070; 21,2859; 239,617; 0,498199; 234,254; -1,37667; 247,765; 255; 0; 0; 0
44911,444237164; 19,7847; 20,1588; 21,5128; 21,2436; 21,1029; 21,2906; 239,188; 0,497864; 235,216; -1,38808; 249,269; 255; 0; 0; 0
44911,444258553; 19,7903; 20,1539; 21,5122; 21,2394; 21,1065; 21,2917; 239,939; 0,481071; 237,823; -1,38242; 249,068; 255; 0; 0; 0
44911,444279942; 19,7852; 20,1603; 21,5201; 21,2417; 21,0978; 21,2968; 240,875; 0,489357; 237,714; -1,38700; 250,358; 255; 0; 0; 0
44911,444301331; 19,7864; 20,1591; 21,5184; 21,2376; 21,1051; 21,2973; 239,550; 0,498367; 236,258; -1,37875; 250,629; 255; 0; 0; 0
44911,444322719; 19,7873; 20,1573; 21,5178; 21,2396; 21,1002; 21,2935; 240,287; 0,497551; 236,454; -1,39201; 248,556; 255; 0; 0; 0
44911,444344108; 19,7847; 20,1577; 21,5200; 21,2422; 21,1035; 21,2866; 239,976; 0,495743; 236,496; -1,38651; 248,233; 255; 0; 0; 0
44911,444365497; 19,7893; 20,1699; 21,5256; 21,2416; 21,1163; 21,2919; 239,285; 0,489601; 238,112; -1,37711; 248,505; 255; 0; 0; 0
44911,444386886; 19,7889; 20,1637; 21,5168; 21,2458; 21,1072; 21,2893; 240,691; 0,485840; 236,103; -1,36856; 249,197; 255; 0; 0; 0
44911,444408275; 19,7984; 20,1731; 21,5213; 21,2413; 21,1115; 21,2944; 240,870; 0,500237; 238,104; -1,37034; 246,449; 255; 0; 0; 0
44911,444429664; 19,7976; 20,1615; 21,5182; 21,2504; 21,1113; 21,2935; 241,062; 0,502304; 238,094; -1,39645; 247,653; 255; 0; 0; 0
44911,444451053; 19,7935; 20,1635; 21,5154; 21,2458; 21,1122; 21,3062; 239,420; 0,491562; 241,630; -1,38020; 246,975; 255; 0; 0; 0
44911,444472453; 19,7964; 20,1700; 21,5161; 21,2398; 21,1078; 21,3130; 237,428; 0,492104; 239,036; -1,38189; 246,586; 255; 0; 0; 0
44911,444493842; 19,7911; 20,1646; 21,5136; 21,2438; 21,1071; 21,3122; 240,193; 0,489166; 238,986; -1,37940; 247,750; 255; 0; 0; 0
44911,444515231; 19,7865; 20,1583; 21,5102; 21,2376; 21,1051; 21,3078; 240,621; 0,481133; 238,939; -1,39301; 247,322; 255; 0; 0; 0
