22_12_13_1_ao_4.csv;;;;;;;;;;;;;;;
13/12/2022 08:04;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
16;;;;;;;;;;;;;;;
TIME;" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""DIO""";" ""TOTAL""";" ""ALARM1""";" ""ALARM2"""
04TIME;" ""0401""";" ""0402""";" ""0403""";" ""0404""";" ""0405""";" ""0406""";" ""0407""";" ""0408""";" ""0409""";" ""0410""";" ""0417""";" ""04DIO""";" ""04TOTAL""";" ""04ALARM1""";" ""04ALARM2"""
44908,44727;21,2177;20,7669;21,2426;20,827;20,8383;21,9051;240,259;241,588;239,111;-1,51102;249,625;255;0;0;0
44908,44729;21,2193;20,774;21,2521;20,8236;20,8347;21,8968;239,326;242,739;238,417;-1,51907;248,238;255;0;0;0
44908,44732;21,2149;20,7703;21,2544;20,8264;20,8374;21,8914;238,781;241,334;240,437;-1,52097;251,087;255;0;0;0
44908,44734;21,2177;20,7642;21,2495;20,8213;20,8391;21,9002;241,449;242,764;239,634;-1,5151;249,308;255;0;0;0
44908,44736;21,2242;20,764;21,249;20,8188;20,8343;21,9016;241,409;242,184;240,002;-1,51613;245,468;255;0;0;0
44908,44738;21,222;20,7757;21,25;20,8198;20,8356;21,8889;239,091;241,544;239,328;-1,51668;250,237;255;0;0;0
44908,4474;21,2254;20,7736;21,2489;20,8229;20,8402;21,8936;238,651;241,755;237,26;-1,52872;248,015;255;0;0;0
44908,44742;21,2243;20,7757;21,2566;20,8232;20,8392;21,8974;240,363;240,897;237,771;-1,52703;249,386;255;0;0;0
44908,44744;21,2236;20,7745;21,2556;20,8279;20,8422;21,8975;240,093;242,12;237,866;-1,52979;248,828;255;0;0;0
44908,44747;21,221;20,776;21,254;20,8305;20,8403;21,9014;239,348;241,897;239,224;-1,52631;249,022;255;0;0;0
44908,44749;21,2239;20,772;21,2565;20,8259;20,84;21,8952;239,821;240,023;241,083;-1,51912;246,91;255;0;0;0
44908,44751;21,2269;20,7675;21,2553;20,8253;20,841;21,8938;241,023;241,822;238,692;-1,51927;249,95;255;0;0;0
44908,44753;21,2226;20,7701;21,2608;20,8265;20,8397;21,9041;238,198;241,481;240,588;-1,52225;248,31;255;0;0;0
44908,44755;21,2266;20,7799;21,2624;20,8317;20,8392;21,9039;241,047;240,807;238,833;-1,51566;251,316;255;0;0;0
44908,44757;21,224;20,7747;21,2498;20,8296;20,8385;21,8943;240,229;243,232;239,864;-1,51885;250,061;255;0;0;0
44908,44759;21,2279;20,7788;21,2554;20,8316;20,8392;21,8949;241,148;243,127;240,504;-1,52299;248,144;255;0;0;0
44908,44761;21,2302;20,7741;21,2611;20,8288;20,8396;21,9007;239,882;242,968;239,486;-1,51998;250,405;255;0;0;0
44908,44764;21,2204;20,7773;21,2612;20,828;20,8405;21,9025;238,845;242,797;239,348;-1,51276;248,618;255;0;0;0
44908,44766;21,2238;20,7764;21,2556;20,8288;20,8406;21,8939;237,919;242,703;240,005;-1,50737;248,492;255;0;0;0
44908,44768;21,2246;20,776;21,2541;20,8307;20,8409;21,8937;239,965;241,593;240,303;-1,50786;247,299;255;0;0;0
44908,4477;21,2329;20,7756;21,2593;20,8263;20,8372;21,8947;241,821;241,466;238,36;-1,50881;248,826;255;0;0;0
44908,44772;21,2228;20,773;21,2533;20,8279;20,8391;21,8944;239,657;241,772;240,558;-1,50578;248,245;255;0;0;0
44908,44774;21,2253;20,7763;21,2591;20,8242;20,8352;21,8979;238,017;238,654;240,942;-1,51678;250,549;255;0;0;0
44908,44776;21,2272;20,7735;21,2567;20,8258;20,8371;21,9043;241,425;241,544;239,79;-1,51426;246,742;255;0;0;0
44908,44779;21,2293;20,7735;21,2566;20,8331;20,8436;21,9028;240,251;242,589;239,843;-1,51804;248,179;255;0;0;0
44908,44781;21,2197;20,78;21,2597;20,8284;20,8461;21,9118;238,123;242,583;240,998;-1,51542;250,002;255;0;0;0
44908,44783;21,2242;20,7732;21,2543;20,8337;20,8409;21,9091;239,889;242,746;239,902;-1,52007;248,252;255;0;0;0
44908,44785;21,2288;20,7748;21,2569;20,8265;20,8437;21,9106;240,801;241,47;240,941;-1,5127;249,647;255;0;0;0
44908,44787;21,2252;20,7795;21,2542;20,8365;20,8377;21,9069;237,886;241,926;239,892;-1,51386;248,34;255;0;0;0
44908,44789;21,2274;20,7727;21,2608;20,8338;20,8445;21,9154;240,562;241,144;239,833;-1,50862;249,974;255;0;0;0
44908,44791;21,2315;20,7746;21,2547;20,8291;20,8424;21,9113;240,527;240,362;239,877;-1,51286;247,462;255;0;0;0
44908,44794;21,2287;20,7719;21,2615;20,8272;20,8347;21,9079;239,508;240,211;240,06;-1,52467;250,404;255;0;0;0
44908,44796;21,2282;20,7777;21,2621;20,8349;20,8464;21,9162;241,626;241,019;238,131;-1,5099;249,552;255;0;0;0
44908,44798;21,2226;20,7696;21,2603;20,8346;20,842;21,9175;239,734;239,723;239,851;-1,50667;250,033;255;0;0;0
44908,448;21,2274;20,7754;21,2616;20,8264;20,8389;21,9221;239,951;242,796;239,136;-1,51865;249,57;255;0;0;0
44908,44802;21,2256;20,7774;21,2585;20,8288;20,8423;21,9146;239,689;240,513;240,907;-1,52286;249,726;255;0;0;0
44908,44804;21,2305;20,7779;21,2625;20,8386;20,8458;21,9217;241,062;242,01;238,579;-1,49967;248,524;255;0;0;0
44908,44806;21,2308;20,7764;21,2714;20,8358;20,8544;21,9271;238,939;240,433;238,835;-1,51208;249,064;255;0;0;0
44908,44809;21,2309;20,7813;21,2701;20,8315;20,8457;21,9292;240,337;242,837;239,388;-1,51957;247,667;255;0;0;0
44908,44811;21,2321;20,7838;21,2621;20,837;20,8501;21,9327;239,4;242,061;241,855;-1,51703;246,535;255;0;0;0
44908,44813;21,2325;20,7799;21,2677;20,842;20,8521;21,9315;240,295;240,76;239,501;-1,52959;248,906;255;0;0;0
44908,44815;21,2336;20,7812;21,2698;20,8352;20,844;21,9308;239,546;240,926;238,485;-1,51616;248,46;255;0;0;0
44908,44817;21,2339;20,7791;21,262;20,8368;20,8511;21,9384;240,528;242,009;237,755;-1,51791;247,969;255;0;0;0
44908,44819;21,2316;20,7832;21,2653;20,8329;20,8442;21,9382;239,884;243,029;239,972;-1,52232;250,698;255;0;0;0
44908,44821;21,2281;20,78;21,2615;20,8319;20,8447;21,9341;239,199;240,339;238,518;-1,50803;249,445;255;0;0;0
44908,44824;21,2307;20,7754;21,2602;20,8331;20,8468;21,9319;239,859;240,995;239,491;-1,52185;249,727;255;0;0;0
44908,44826;21,227;20,7784;21,2667;20,8346;20,8462;21,9331;239,867;240,485;239,033;-1,51475;249,032;255;0;0;0
44908,44828;21,2339;20,7788;21,2667;20,8349;20,8488;21,9326;241,344;241,68;239,139;-1,52496;249,023;255;0;0;0
44908,4483;21,2384;20,7811;21,2716;20,844;20,8535;21,9326;239,129;242,732;240,109;-1,51936;246,981;255;0;0;0
44908,44832;21,2309;20,7807;21,2666;20,838;20,8517;21,9408;239,373;240,168;240,372;-1,51998;247,646;255;0;0;0
44908,44834;21,2412;20,7838;21,2755;20,8393;20,8517;21,9423;241,885;242,022;238,475;-1,52893;249,891;255;0;0;0
44908,44836;21,2396;20,7831;21,2726;20,8425;20,8595;21,9436;238,344;240,615;240,59;-1,50884;248,98;255;0;0;0
44908,44838;21,2435;20,7877;21,2755;20,8382;20,8561;21,9416;241,731;242,775;239,386;-1,52341;250,909;255;0;0;0
44908,44841;21,2373;20,7878;21,2708;20,8432;20,8622;21,9393;238,451;241,46;238,779;-1,50669;249,763;255;0;0;0
44908,44843;21,2233;20,7776;21,2647;20,8319;20,8444;21,9343;239,548;240,592;239,573;-1,52674;250,882;255;0;0;0
44908,44845;21,2292;20,7726;21,2652;20,8264;20,839;21,926;238,973;241,984;239,868;-1,51303;251,096;255;0;0;0
44908,44847;21,2321;20,7754;21,2603;20,8368;20,8481;21,9371;240,668;241,854;239,202;-1,5168;249,253;255;0;0;0
44908,44849;21,2252;20,7773;21,2601;20,8302;20,846;21,9323;240,316;240,697;239,984;-1,50785;250,575;255;0;0;0
44908,44851;21,2314;20,7776;21,2642;20,8338;20,8436;21,9252;239,937;240,898;238,873;-1,51071;250,666;255;0;0;0
44908,44853;21,2267;20,7758;21,262;20,8303;20,8467;21,9316;239,236;239,998;239,112;-1,51664;248,022;255;0;0;0
44908,44856;21,2378;20,79;21,2759;20,8409;20,8543;21,9362;239,855;242,319;241,174;-1,51036;249,471;255;0;0;0
44908,44858;21,2356;20,7834;21,2686;20,8391;20,8545;21,9438;238,979;241,681;242,326;-1,51582;248,631;255;0;0;0
44908,4486;21,238;20,7869;21,2769;20,8426;20,8525;21,9436;241,231;240,668;239,832;-1,51555;249,035;255;0;0;0
44908,44862;21,2414;20,7875;21,2763;20,8503;20,8588;21,9416;239,283;241,324;238,905;-1,5008;246,546;255;0;0;0
44908,44864;21,2423;20,7844;21,271;20,8495;20,8571;21,9456;240,687;240,23;237,944;-1,50903;248,832;255;0;0;0
44908,44866;21,2394;20,7908;21,2705;20,8418;20,8587;21,9502;239,959;239,685;240,231;-1,52371;247,673;255;0;0;0
44908,44868;21,2445;20,791;21,2709;20,8472;20,8611;21,949;241,196;242,395;241,006;-1,51583;249,865;255;0;0;0
44908,44871;21,2396;20,786;21,2758;20,8495;20,8557;21,9497;241,521;241,435;240,79;-1,4986;247,939;255;0;0;0
44908,44873;21,2422;20,7842;21,2734;20,847;20,8557;21,9554;240,438;242,659;238,243;-1,51501;248,322;255;0;0;0
44908,44875;21,244;20,7851;21,2723;20,846;20,8615;21,958;240,811;242,85;239,831;-1,51033;247,844;255;0;0;0
44908,44877;21,2469;20,7876;21,2805;20,8469;20,8545;21,9549;240,259;241,118;239,798;-1,51457;251,024;255;0;0;0
44908,44879;21,2432;20,7899;21,2791;20,8489;20,8585;21,9532;240,491;241,536;239,892;-1,51295;249,356;255;0;0;0
44908,44881;21,2436;20,7834;21,2697;20,8414;20,853;21,946;240,582;241,876;240,451;-1,51915;250,109;255;0;0;0
44908,44883;21,2386;20,782;21,2731;20,8431;20,8564;21,9427;240,516;242,773;241,256;-1,51617;250,163;255;0;0;0
44908,44886;21,2362;20,7804;21,265;20,8438;20,8573;21,9472;240,6;242,215;241,269;-1,52173;248,175;255;0;0;0
44908,44888;21,2422;20,7828;21,2719;20,8369;20,8466;21,945;239,214;240,25;240,466;-1,5116;247,195;255;0;0;0
44908,4489;21,2318;20,7771;21,2714;20,8441;20,8547;21,9436;240,849;240,986;239,435;-1,50873;247,327;255;0;0;0
44908,44892;21,238;20,7866;21,2697;20,8405;20,8463;21,9435;236,7;238,768;240,453;-1,51379;248,965;255;0;0;0
44908,44894;21,2422;20,8516;21,2762;20,8457;20,8607;21,9487;241,441;238,377;239,874;-1,50771;250,667;255;0;0;0
44908,44896;21,2402;21,2828;21,2744;20,8477;20,8546;21,9427;239,948;237,947;241,129;-1,50533;250,778;255;0;0;0
44908,44898;21,237;21,6525;21,2742;20,8504;20,8643;21,9556;240,377;239,252;240,177;-1,51083;249,061;255;0;0;0
44908,44901;21,2458;21,8333;21,2789;20,8475;20,8577;21,949;240,25;240,084;238,959;-1,51225;248,047;255;0;0;0
44908,44903;21,2471;21,84;21,2807;20,8504;20,8592;21,9604;241,274;240,282;240,46;-1,51456;249,466;255;0;0;0
44908,44905;21,2471;21,7564;21,275;20,8515;20,8524;21,9075;240,107;238,069;239,07;-1,49838;249,139;255;0;0;0
44908,44907;21,2429;21,6569;21,2794;20,8479;20,8567;21,8179;239,784;237,161;240,804;-1,51282;249,056;255;0;0;0
44908,44909;21,2396;21,5895;21,2751;20,855;20,8549;21,711;240,163;240,157;239,256;-1,50869;247,898;255;0;0;0
44908,44911;21,2442;21,539;21,2777;20,8444;20,8583;21,6147;239,058;240,113;238,919;-1,52409;251,32;255;0;0;0
44908,44913;21,2364;21,5051;21,2721;20,8485;20,8583;21,5424;239,9;237,649;241,195;-1,51602;248,598;255;0;0;0
44908,44915;21,2406;21,4849;21,2749;20,8496;20,8605;21,4956;241,201;240,069;239,43;-1,525;248,127;255;0;0;0
44908,44918;21,2408;21,4616;21,2747;20,848;20,8542;21,4684;240,323;238,07;240,375;-1,51696;249,683;255;0;0;0
44908,4492;21,2446;21,4595;21,2769;20,846;20,8562;21,4388;240,262;239,692;240,636;-1,50747;248,307;255;0;0;0
44908,44922;21,2469;21,4456;21,2764;20,8523;20,8555;21,4249;240,489;238,802;239,744;-1,52049;248,835;255;0;0;0
44908,44924;21,2439;21,4414;21,2777;20,8561;20,8636;21,4096;239,59;238,672;240,756;-1,52264;249,046;255;0;0;0
44908,44926;21,2428;21,4386;21,2794;20,8513;20,8605;21,4002;240,353;240,937;239,29;-1,51466;249,699;255;0;0;0
44908,44928;21,2482;21,4373;21,2733;20,8466;20,8553;21,3942;240,763;239,094;240,516;-1,51408;246,069;255;0;0;0
44908,4493;21,2462;21,4348;21,2844;20,8521;20,854;21,3898;238,998;236,782;240,858;-1,52159;248,424;255;0;0;0
44908,44933;21,2519;21,4332;21,2791;20,8507;20,8549;21,3796;242,263;238,704;238,219;-1,51298;250,086;255;0;0;0
44908,44935;21,2412;21,4319;21,2811;20,8534;20,861;21,3759;239,476;239,66;240,508;-1,52061;249,111;255;0;0;0
44908,44937;21,2505;21,4272;21,28;20,8564;20,8559;21,3719;241,301;238,655;240,732;-1,51579;250,352;255;0;0;0
44908,44939;21,24;21,4185;21,277;20,855;20,865;21,3749;240,737;238,674;239,753;-1,51678;246,98;255;0;0;0
44908,44941;21,2462;21,4267;21,2784;20,8574;20,86;21,3631;240,461;240,439;239,528;-1,51217;249,756;255;0;0;0
44908,44943;21,2477;21,4245;21,2787;20,8506;20,8618;21,3713;238,663;239,606;240,889;-1,51965;248,054;255;0;0;0
44908,44945;21,2471;21,424;21,2825;20,8522;20,8577;21,3701;239,668;240,285;239,463;-1,51729;247,601;255;0;0;0
44908,44948;21,2474;21,4212;21,2786;20,8562;20,8572;21,3672;239,616;237,561;240,651;-1,51225;248,959;255;0;0;0
44908,4495;21,248;21,4269;21,2764;20,849;20,8618;21,3669;244,117;245,719;241,006;-1,51965;248,904;255;0;0;0
44908,44952;21,2464;21,4179;21,2861;20,8582;20,863;21,3641;240,124;242,722;239,746;-1,51115;247,685;255;0;0;0
44908,44954;21,2473;21,4164;21,2817;20,856;20,852;21,3619;239,907;240,69;238,113;-1,51613;249,865;255;0;0;0
44908,44956;21,2479;21,4152;21,2808;20,856;20,8587;21,3586;239,933;241,511;241,27;-1,51836;250,008;255;0;0;0
44908,44958;21,2496;21,4135;21,2776;20,8472;20,8532;21,3497;241,109;242,815;240,074;-1,51196;247,43;255;0;0;0
44908,4496;21,2397;21,4153;21,2813;20,8483;20,8601;21,3508;237,536;241,874;240,821;-1,50025;246,434;255;0;0;0
44908,44963;21,2484;21,4098;21,2847;20,8529;20,855;21,3491;238,869;243,172;238,222;-1,50241;247,3;255;0;0;0
44908,44965;21,2424;21,4128;21,2745;20,8458;20,8633;21,3534;240,105;240,698;240,812;-1,51974;250,19;255;0;0;0
44908,44967;21,2448;21,4113;21,2768;20,8541;20,8544;21,3517;239,178;241,842;240,16;-1,48812;246,467;255;0;0;0
44908,44969;21,2471;21,4098;21,2791;20,8548;20,8565;21,3588;241,657;243,21;239,86;-1,50906;248,979;255;0;0;0
44908,44971;21,2529;21,4093;21,2867;20,8599;20,8634;21,4074;239,802;243,83;239,432;-1,50587;249,059;255;0;0;0
44908,44973;21,2518;21,4179;21,2902;20,8611;20,8667;21,4641;240,469;241,915;240,83;-1,49014;249,93;255;0;0;0
44908,44975;21,2515;21,4148;21,2818;20,8559;20,8622;21,5282;239,47;240,289;238,174;-1,50137;249,533;255;0;0;0
44908,44978;21,2505;21,4063;21,2803;20,86;20,8679;21,5909;241,455;241,594;238,957;-1,50613;248,933;255;0;0;0
44908,4498;21,2547;21,4134;21,2847;20,8601;20,8648;21,6429;240,816;238,989;240,757;-1,50904;248,293;255;0;0;0
44908,44982;21,2532;21,4051;21,2849;20,8541;20,8647;21,6782;239,834;241,117;238,531;-1,51324;249,356;255;0;0;0
44908,44984;21,2408;21,3983;21,2783;20,8575;20,8632;21,7141;240,612;241,887;238,818;-1,51264;246,011;255;0;0;0
44908,44986;21,2421;21,4036;21,2834;20,8522;20,8606;21,7417;240,644;240,744;239,798;-1,50579;250,142;255;0;0;0
44908,44988;21,2418;21,3983;21,2833;20,8451;20,8596;21,7647;241;240,851;238,994;-1,50441;250,105;255;0;0;0
44908,4499;21,2475;21,401;21,2834;20,8553;20,8568;21,7832;239,76;242,447;239,715;-1,50949;247,645;255;0;0;0
44908,44992;21,2444;21,3981;21,2791;20,8593;20,8648;21,8078;239,893;242,284;241,298;-1,50186;249,825;255;0;0;0
44908,44995;21,2496;21,4023;21,2819;20,8554;20,862;21,815;241,348;241,329;240,319;-1,51395;250,759;255;0;0;0
44908,44997;21,25;21,3961;21,2851;20,8531;20,8554;21,8311;240,955;243,268;240,177;-1,50239;246,668;255;0;0;0
44908,44999;21,2487;21,3906;21,2786;20,854;20,8597;21,8456;241,271;242,52;240,592;-1,5065;249,813;255;0;0;0
44908,45001;21,251;21,3898;21,2842;20,8504;20,8635;21,8532;241,499;243,253;241;-1,49435;248,697;255;0;0;0
44908,45003;21,2476;21,3972;21,2897;20,8576;20,8601;21,8558;241,507;243,432;240,756;-1,50406;248,044;255;0;0;0
44908,45005;21,2503;21,3944;21,2875;20,8523;20,8613;21,8686;238,843;241,826;237,885;-1,50316;249,455;255;0;0;0
44908,45007;21,248;21,3891;21,2816;20,8523;20,86;21,8792;239,842;242,135;238,909;-1,50331;248,031;255;0;0;0
44908,4501;21,2493;21,3967;21,2869;20,8591;20,8565;21,8793;241,345;241,599;238,793;-1,50393;248,123;255;0;0;0
44908,45012;21,2552;21,3872;21,2868;20,8579;20,8673;21,8873;240,829;241,931;239,54;-1,50229;246,176;255;0;0;0
44908,45014;21,247;21,3852;21,2891;20,8501;20,8612;21,8945;238,508;241,444;239,247;-1,4873;248,534;255;0;0;0
44908,45016;21,2449;21,3896;21,2859;20,8596;20,8588;21,899;239,509;241,302;241,623;-1,48489;247,176;255;0;0;0
44908,45018;21,248;21,3911;21,2841;20,855;20,8567;21,9043;241,131;242,861;240,075;-1,5018;251,213;255;0;0;0
44908,4502;21,2497;21,3826;21,2868;20,8578;20,8659;21,9126;241,262;243,217;240,927;-1,49593;248,823;255;0;0;0
44908,45022;21,2524;21,3885;21,2957;20,8615;20,8618;21,926;239,34;242,591;240,717;-1,50941;248,433;255;0;0;0
44908,45025;21,2547;21,3868;21,298;20,8638;20,8672;21,9256;240,801;240,859;240,219;-1,50271;249,296;255;0;0;0
44908,45027;21,2545;21,3794;21,2875;20,8616;20,8673;21,9327;240,851;243,111;239,324;-1,50862;249,057;255;0;0;0
44908,45029;21,2493;21,38;21,2931;20,8592;20,8692;21,9341;240,85;241,626;238,957;-1,50547;250,193;255;0;0;0
44908,45031;21,2583;21,3767;21,2901;20,8601;20,8658;21,9391;242,283;241,358;238,771;-1,51291;248,331;255;0;0;0
44908,45033;21,2505;21,3841;21,2974;20,8679;20,8632;21,945;235,416;239,804;238,96;-1,52435;249,097;255;0;0;0
44908,45035;21,2748;21,3868;21,2962;20,8658;20,8722;21,9488;237,633;240,695;240,592;-1,49926;248,613;255;0;0;0
44908,45037;21,5143;21,3759;21,2967;20,8631;20,8697;21,9497;235,5;240,733;240,027;-1,51526;249,342;255;0;0;0
44908,4504;21,7984;21,382;21,2992;20,8605;20,8635;21,9522;238,12;242,822;241,3;-1,50908;250,633;255;0;0;0
44908,45042;21,9057;21,3734;21,2919;20,869;20,8648;21,9576;239,455;243,795;240,474;-1,519;248,606;255;0;0;0
44908,45044;21,8833;21,3711;21,2928;20,8629;20,8667;21,9543;237,005;243,36;240,083;-1,51162;248,553;255;0;0;0
44908,45046;21,8128;21,374;21,2992;20,8673;20,8713;21,9497;237,124;242,589;238,356;-1,51097;249,025;255;0;0;0
44908,45048;21,7473;21,3627;21,2938;20,8598;20,8609;21,927;237,726;241,075;239,871;-1,51507;249,666;255;0;0;0
44908,4505;21,7069;21,3653;21,2907;20,8585;20,8656;21,8578;238,794;241,093;240,093;-1,50761;248,494;255;0;0;0
44908,45052;21,6761;21,3636;21,2928;20,8591;20,8652;21,7558;237,997;241,274;241,528;-1,5115;249,665;255;0;0;0
44908,45055;21,6456;21,3591;21,2942;20,8645;20,8676;21,666;239,113;242,677;239,267;-1,50918;248,537;255;0;0;0
44908,45057;21,631;21,3553;21,2933;20,8604;20,8625;21,6009;236,974;241,37;239,363;-1,51889;249,896;255;0;0;0
44908,45059;21,6173;21,3517;21,2951;20,8563;20,8615;21,5433;236,175;242,043;239,726;-1,52766;248,804;255;0;0;0
44908,45061;21,6177;21,3579;21,2955;20,8571;20,8629;21,5066;238,755;242,338;240,129;-1,50806;249,211;255;0;0;0
44908,45063;21,6078;21,3546;21,2978;20,8636;20,87;21,4842;237,851;243,118;238,897;-1,5175;250,307;255;0;0;0
44908,45065;21,6073;21,3464;21,2939;20,8659;20,8692;21,4609;236,666;242,539;238,439;-1,51704;250,583;255;0;0;0
44908,45067;21,6011;21,3518;21,2941;20,8567;20,868;21,4375;236,674;242,586;239,251;-1,50867;248,232;255;0;0;0
44908,45069;21,594;21,3478;21,291;20,8602;20,8713;21,4289;236,833;241,423;240,53;-1,50172;249,99;255;0;0;0
44908,45072;21,5974;21,3467;21,3012;20,8632;20,8665;21,4259;235,762;241,619;238,957;-1,51243;250,708;255;0;0;0
44908,45074;21,5934;21,3503;21,2971;20,8636;20,8721;21,4186;236,59;241,021;239,544;-1,51096;251,769;255;0;0;0
44908,45076;21,5946;21,3458;21,2994;20,8648;20,8706;21,4166;238,08;242,49;239,034;-1,5043;247,659;255;0;0;0
44908,45078;21,5902;21,3506;21,3039;20,8698;20,8713;21,4132;237,178;242,433;239,006;-1,51051;248,178;255;0;0;0
44908,4508;21,5849;21,3441;21,3019;20,8643;20,8738;21,4092;238,801;240,291;240,243;-1,50935;248,227;255;0;0;0
44908,45082;21,586;21,3363;21,2982;20,8691;20,8712;21,4075;237,096;242,268;239,364;-1,50862;248,186;255;0;0;0
44908,45084;21,5843;21,3373;21,3055;20,864;20,8749;21,3976;238,629;242,595;238,701;-1,5102;247,283;255;0;0;0
44908,45087;21,5823;21,3372;21,2973;20,8655;20,8718;21,3875;238,472;240,745;238,437;-1,50616;250,297;255;0;0;0
44908,45089;21,5779;21,335;21,2972;20,8626;20,8732;21,381;237,523;242,045;238,83;-1,51213;248,314;255;0;0;0
44908,45091;21,5797;21,3336;21,295;20,8659;20,8731;21,3831;237,545;241,631;240,61;-1,51183;248,709;255;0;0;0
44908,45093;21,5771;21,3304;21,3047;20,8735;20,8704;21,3823;239,721;241,098;240,914;-1,52107;246,956;255;0;0;0
44908,45095;21,5777;21,3323;21,3032;20,8645;20,8753;21,3811;241,379;242,897;239,642;-1,52;247,559;255;0;0;0
44908,45097;21,5745;21,3306;21,3041;20,8655;20,869;21,379;238,859;239,597;239,201;-1,5187;248,205;255;0;0;0
44908,45099;21,5817;21,3323;21,3014;20,8726;20,8724;21,3765;239,149;241,837;237,251;-1,50789;250,045;255;0;0;0
44908,45102;21,5781;21,3306;21,3021;20,8646;20,8755;21,378;242,296;240,796;238,716;-1,5184;248,75;255;0;0;0
44908,45104;21,5732;21,3283;21,3083;20,8689;20,8797;21,3789;240,886;240,328;239,682;-1,50642;247,299;255;0;0;0
44908,45106;21,5801;21,3326;21,3078;20,8647;20,8761;21,3753;239,122;241,39;238,768;-1,51656;247,368;255;0;0;0
44908,45108;21,5718;21,3209;21,3017;20,8728;20,8721;21,3723;242,048;240,478;240,864;-1,50855;250,234;255;0;0;0
44908,4511;21,5734;21,3268;21,3018;20,8746;20,8771;21,369;238,581;241,587;238,536;-1,51672;247,553;255;0;0;0
44908,45112;21,5693;21,3108;21,2942;20,8596;20,8683;21,3813;239,984;241,458;239,65;-1,52025;250,032;255;0;0;0
44908,45114;21,5604;21,3079;21,3008;20,8672;20,8641;21,4293;240,686;242,706;240,692;-1,51654;250,699;255;0;0;0
44908,45117;21,5647;21,3141;21,2964;20,8604;20,8631;21,4797;240,817;241,248;237,685;-1,51669;249,245;255;0;0;0
44908,45119;21,5661;21,3092;21,3014;20,86;20,8592;21,545;240,317;242,175;240,134;-1,52102;247,787;255;0;0;0
44908,45121;21,5606;21,3049;21,2954;20,8556;20,8641;21,6024;240,728;242,547;240,118;-1,52112;249,266;255;0;0;0
44908,45123;21,5625;21,3034;21,2975;20,8559;20,8601;21,6521;240,295;241,114;237,001;-1,51903;250,23;255;0;0;0
44908,45125;21,5692;21,3102;21,3081;20,8718;20,871;21,7128;239,668;241,018;238,346;-1,5134;247,356;255;0;0;0
44908,45127;21,5676;21,3089;21,308;20,8728;20,8776;21,7451;240,627;243,058;239,753;-1,5108;247,684;255;0;0;0
44908,45129;21,5693;21,3177;21,3032;20,8698;20,8709;21,776;240,902;242,739;240,257;-1,51346;248,443;255;0;0;0
44908,45132;21,5738;21,3072;21,3024;20,8632;20,871;21,8018;239,698;243,183;240,064;-1,52267;248,858;255;0;0;0
44908,45134;21,5711;21,3084;21,3087;20,8751;20,8726;21,8193;238,035;241,156;239,81;-1,5233;248,836;255;0;0;0
44908,45136;21,5717;21,3135;21,3045;20,873;20,8736;21,8425;241,401;242,751;238,399;-1,51753;249,096;255;0;0;0
44908,45138;21,5672;21,2983;21,3054;20,8641;20,8677;21,8576;240,688;241,826;238,519;-1,52406;250,946;255;0;0;0
44908,4514;21,5606;21,3084;21,2995;20,8638;20,8671;21,8643;238,558;240,582;239,616;-1,52571;248,549;255;0;0;0
44908,45142;21,5665;21,3009;21,3027;20,8654;20,8725;21,8795;240,382;240,798;239,414;-1,51962;246,209;255;0;0;0
44908,45144;21,5562;21,3019;21,3008;20,8639;20,8724;21,8934;237,852;242,208;239,376;-1,51713;248,047;255;0;0;0
44908,45146;21,563;21,3004;21,3051;20,8683;20,8687;21,896;240,367;243,165;239,197;-1,52943;251,174;255;0;0;0
44908,45149;21,5636;21,2945;21,303;20,8691;20,8715;21,9098;239,282;240,135;239,968;-1,53549;248,93;255;0;0;0
44908,45151;21,5692;21,3007;21,3072;20,873;20,8755;21,9288;239,742;241,449;238,358;-1,5182;247,39;255;0;0;0
44908,45153;21,5665;21,3042;21,3148;20,8695;20,8769;21,9288;240,912;240,52;239,309;-1,52201;248,592;255;0;0;0
44908,45155;21,569;21,303;21,3146;20,8752;20,8725;21,9362;241,137;242,761;240,77;-1,51125;245,737;255;0;0;0
44908,45157;21,5686;21,302;21,3121;20,8782;20,8741;21,9422;239,601;240,436;239,479;-1,51154;247,412;255;0;0;0
44908,45159;21,5679;21,2962;21,3138;20,8719;20,8746;21,9464;240,198;241,44;238,858;-1,52048;250,499;255;0;0;0
44908,45161;21,5672;21,2972;21,3144;20,8768;20,8727;21,948;238,769;240,841;239,273;-1,51244;249,331;255;0;0;0
44908,45164;21,5599;21,2951;21,3041;20,8669;20,8734;21,9527;239,321;242,479;241,091;-1,50773;249,504;255;0;0;0
44908,45166;21,5605;21,2931;21,3092;20,8659;20,8766;21,9573;239,765;243,559;240,255;-1,50393;246,997;255;0;0;0
44908,45168;21,5555;21,2957;21,3113;20,8689;20,8762;21,9615;241,034;241,14;240,78;-1,5079;250,115;255;0;0;0
44908,4517;21,5637;21,2899;21,3081;20,8669;20,8685;21,9648;241,621;242,598;236,741;-1,49907;250,137;255;0;0;0
