22_12_13_1_ao_4.csv;;;;;;;;;;;;;;;
13/12/2022 08:04;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
16;;;;;;;;;;;;;;;
TIME;" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""°C""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""kPa""";" ""DIO""";" ""TOTAL""";" ""ALARM1""";" ""ALARM2"""
04TIME;" ""0401""";" ""0402""";" ""0403""";" ""0404""";" ""0405""";" ""0406""";" ""0407""";" ""0408""";" ""0409""";" ""0410""";" ""0417""";" ""04DIO""";" ""04TOTAL""";" ""04ALARM1""";" ""04ALARM2"""
44908,36454;21,0428;20,5579;20,2974;20,1227;20,3043;21,5961;239,486;242,621;239,447;-1,49055;248,345;255;0;0;0
44908,36457;21,0423;20,5627;20,3005;20,1211;20,3102;21,5921;240,784;243,001;241,65;-1,5014;250,385;255;0;0;0
44908,36459;21,0378;20,5565;20,2921;20,1213;20,3063;21,5945;240,791;243,358;239,366;-1,49622;248,881;255;0;0;0
44908,36461;21,0423;20,5589;20,2987;20,1237;20,3116;21,6015;239,945;239,99;239,935;-1,50414;249,619;255;0;0;0
44908,36463;21,0374;20,5528;20,2982;20,1286;20,3031;21,5992;239,428;242,971;239,946;-1,50476;248,136;255;0;0;0
44908,36465;21,0435;20,5589;20,2977;20,1229;20,3111;21,6009;238,794;241,289;241,79;-1,49967;251,524;255;0;0;0
44908,36467;21,0358;20,5507;20,3006;20,1288;20,3121;21,6043;240,617;243,467;240,968;-1,48917;248,491;255;0;0;0
44908,36469;21,0393;20,5518;20,2957;20,1287;20,3049;21,6035;241,033;241,796;240,807;-1,48629;247,422;255;0;0;0
44908,36471;21,0406;20,5512;20,2995;20,1275;20,3056;21,6029;239,502;242,412;241,053;-1,48308;248,2;255;0;0;0
44908,36474;21,0414;20,5479;20,2962;20,1299;20,3082;21,6087;240,169;241,628;240,674;-1,49258;251,042;255;0;0;0
44908,36476;21,0402;20,5543;20,2965;20,1309;20,3082;21,6051;238,88;242,215;241,799;-1,49877;249,142;255;0;0;0
44908,36478;21,035;20,5486;20,2979;20,1265;20,307;21,6035;241,131;241,738;239,692;-1,49679;248,972;255;0;0;0
44908,3648;21,0356;20,5527;20,3035;20,1251;20,3185;21,6029;241,535;242,551;240,756;-1,50566;251,266;255;0;0;0
44908,36482;21,0437;20,5545;20,2987;20,1346;20,3089;21,5961;238,689;241,333;239,422;-1,49094;249,553;255;0;0;0
44908,36484;21,0395;20,5558;20,3033;20,1345;20,3146;21,5983;240,905;241,704;240,837;-1,49675;250,214;255;0;0;0
44908,36486;21,0343;20,5489;20,2982;20,133;20,3159;21,5946;239,403;243,334;236,752;-1,49535;248,946;255;0;0;0
44908,36489;21,0367;20,5498;20,2965;20,1331;20,3154;21,5848;241,741;242,212;239,969;-1,5035;250,005;255;0;0;0
44908,36491;21,0291;20,5435;20,3021;20,1291;20,3138;21,5837;240,399;243,111;239,965;-1,50104;247,982;255;0;0;0
44908,36493;21,0254;20,55;20,2951;20,1263;20,3132;21,5874;240,789;242,18;239,373;-1,49773;250,534;255;0;0;0
44908,36495;21,0225;20,5434;20,2956;20,1277;20,3155;21,5872;241,08;242,32;239,723;-1,50128;248,863;255;0;0;0
44908,36497;21,0309;20,5395;20,3033;20,1315;20,3118;21,5852;241,269;241,05;238,749;-1,49799;248,876;255;0;0;0
44908,36499;21,0314;20,5393;20,2967;20,1328;20,3074;21,5944;239,175;241,907;238,344;-1,48668;248,579;255;0;0;0
44908,36501;21,0308;20,5416;20,299;20,1317;20,3135;21,5946;241,953;239,228;238,256;-1,50877;249,892;255;0;0;0
44908,36504;21,0273;20,5427;20,302;20,1315;20,3163;21,6012;242,149;241,831;238,898;-1,49522;249,916;255;0;0;0
44908,36506;21,0309;20,5336;20,3026;20,136;20,3116;21,5959;240,918;241,445;239,352;-1,48657;248,578;255;0;0;0
44908,36508;21,0272;20,5352;20,3076;20,1374;20,3147;21,5923;241,049;241,255;241,02;-1,48557;248,521;255;0;0;0
44908,3651;21,0302;20,541;20,2988;20,1311;20,3135;21,5984;241,34;243,1;240,089;-1,49928;249,459;255;0;0;0
44908,36512;21,024;20,5358;20,3014;20,1303;20,3188;21,5981;239,973;242,664;240,994;-1,49707;248,543;255;0;0;0
44908,36514;21,0265;20,5348;20,2962;20,1327;20,316;21,5989;240,919;242,38;239,014;-1,50209;249,325;255;0;0;0
44908,36516;21,0197;20,5369;20,2979;20,1352;20,3182;21,6012;238,917;241,096;240,922;-1,49747;249,573;255;0;0;0
44908,36519;21,0193;20,5344;20,2948;20,1305;20,3089;21,6119;240,227;242,278;239,508;-1,48953;247,883;255;0;0;0
44908,36521;21,0199;20,5307;20,2945;20,1282;20,315;21,5958;241,241;243,675;238,737;-1,49002;250,762;255;0;0;0
44908,36523;21,0194;20,5279;20,2974;20,129;20,3147;21,5912;239,256;243,096;239,35;-1,4915;248,12;255;0;0;0
44908,36525;21,0197;20,5228;20,2972;20,1311;20,3122;21,5932;241,409;242,417;240,384;-1,49221;249,876;255;0;0;0
44908,36527;21,0134;20,5203;20,2959;20,1304;20,3096;21,5824;240,139;241,393;240,184;-1,49407;250,532;255;0;0;0
44908,36529;21,01;20,5233;20,2962;20,1291;20,3102;21,5877;241,881;241,506;240,378;-1,48297;247,189;255;0;0;0
44908,36531;21,0151;20,5235;20,2957;20,1306;20,3143;21,5902;241,705;242,762;239,124;-1,48154;251,299;255;0;0;0
44908,36534;21,0109;20,5258;20,2965;20,1288;20,3097;21,5834;240,141;242,752;240,503;-1,48717;251,03;255;0;0;0
44908,36536;21,0091;20,5223;20,2972;20,126;20,3116;21,5909;238,299;242,164;240,324;-1,48518;250,074;255;0;0;0
44908,36538;21,0192;20,5193;20,2986;20,1314;20,3155;21,5878;240,086;243,344;239,435;-1,48504;247,925;255;0;0;0
44908,3654;21,0203;20,5227;20,3051;20,1391;20,3199;21,597;241,542;243,56;240,309;-1,4781;249,16;255;0;0;0
44908,36542;21,0151;20,529;20,2983;20,1393;20,3205;21,5902;241,091;241,274;239,581;-1,4893;249,895;255;0;0;0
44908,36544;21,0192;20,5217;20,3028;20,1373;20,3183;21,5919;239,167;241,92;239,123;-1,49782;251,237;255;0;0;0
44908,36546;21,0164;20,5274;20,3066;20,1313;20,3174;21,5832;241,039;241,575;238,672;-1,49167;249,359;255;0;0;0
44908,36548;21,0167;20,5166;20,2995;20,1391;20,3221;21,5835;239,043;244,406;239,685;-1,49923;247,278;255;0;0;0
44908,36551;21,0166;20,5264;20,2997;20,1343;20,3221;21,5903;241,039;241,245;239,372;-1,47853;247,922;255;0;0;0
44908,36553;21,0176;20,5177;20,3015;20,1364;20,3188;21,5921;240,659;239,922;239,485;-1,50697;250,52;255;0;0;0
44908,36555;21,0068;20,5262;20,3102;20,1374;20,3273;21,6009;241,022;241,757;239,325;-1,50085;249,88;255;0;0;0
44908,36557;21,0096;20,5232;20,3113;20,1438;20,3223;21,6;240,311;240,387;240,17;-1,50575;246,829;255;0;0;0
44908,36559;21,0194;20,5219;20,3037;20,1407;20,3226;21,5965;240,968;241,753;239,733;-1,50034;247,062;255;0;0;0
44908,36561;21,0086;20,5222;20,3053;20,1432;20,3285;21,5995;240,871;242,351;240,351;-1,50735;246,399;255;0;0;0
44908,36563;21,0105;20,5226;20,305;20,1393;20,3275;21,5938;239,894;242,986;238,08;-1,50942;249,732;255;0;0;0
44908,36566;21,0041;20,5148;20,2999;20,1346;20,3223;21,5857;239,907;242,954;240,537;-1,50073;249,354;255;0;0;0
44908,36568;21,0018;20,5108;20,2983;20,1404;20,3177;21,5775;239,452;241,306;239,441;-1,48666;247,3;255;0;0;0
44908,3657;21,006;20,5172;20,2982;20,1403;20,3192;21,5713;238,445;239,698;239,564;-1,49829;248,995;255;0;0;0
44908,36572;21,0002;20,5146;20,3009;20,137;20,3178;21,5754;242,348;240,829;240,704;-1,50761;248,596;255;0;0;0
44908,36574;21,0049;20,5129;20,3005;20,1379;20,3189;21,5623;240,323;240,297;241,388;-1,50526;248,99;255;0;0;0
44908,36576;21,0004;20,5105;20,2964;20,1393;20,3161;21,5623;240,372;240,582;241,059;-1,50465;250,039;255;0;0;0
44908,36578;21,0011;20,51;20,296;20,1374;20,3197;21,5599;239,705;242,122;238,78;-1,51015;249,216;255;0;0;0
44908,36581;21,0006;20,501;20,294;20,132;20,3199;21,5595;240;242,159;239,593;-1,50766;247,708;255;0;0;0
44908,36583;20,9918;20,502;20,2972;20,1295;20,3146;21,5719;240,498;240,837;238,716;-1,5181;249,745;255;0;0;0
44908,36585;20,9995;20,5038;20,297;20,1386;20,3206;21,5705;240,729;241,94;238,898;-1,51193;250,516;255;0;0;0
44908,36587;20,9932;20,5035;20,2956;20,1371;20,3153;21,5757;241,694;242,27;240,86;-1,51268;249,337;255;0;0;0
44908,36589;20,9941;20,5008;20,3003;20,1393;20,321;21,5795;240,487;240,102;239,203;-1,508;248,41;255;0;0;0
44908,36591;21,003;20,5039;20,3023;20,1419;20,3308;21,586;240,143;240,971;237,975;-1,50603;250,921;255;0;0;0
44908,36593;21,0006;20,503;20,3028;20,1461;20,3242;21,5927;241,589;242,637;242,155;-1,50714;250,194;255;0;0;0
44908,36596;21,005;20,5048;20,3095;20,152;20,3307;21,5957;241,194;242,799;240,403;-1,49817;250,875;255;0;0;0
44908,36598;20,9968;20,5045;20,3071;20,148;20,3286;21,5952;238,76;242,015;238,856;-1,51534;249,584;255;0;0;0
44908,366;21,0014;20,5034;20,3066;20,1435;20,3286;21,6015;239,713;242,113;239,813;-1,50455;247,766;255;0;0;0
44908,36602;20,9974;20,5004;20,3065;20,1443;20,3308;21,5966;240,694;240,087;240,518;-1,50796;250,008;255;0;0;0
44908,36604;21,0004;20,4966;20,3084;20,1426;20,3243;21,5949;241,573;242,631;240,378;-1,50558;249,728;255;0;0;0
44908,36606;20,9928;20,5012;20,2993;20,1445;20,3242;21,5879;239,892;242,016;239,362;-1,50626;248,955;255;0;0;0
44908,36608;20,9901;20,5009;20,3012;20,1381;20,3243;21,5954;240,648;242,533;240,248;-1,50591;250,207;255;0;0;0
44908,36611;20,9928;20,5005;20,3096;20,1481;20,3277;21,5894;241,559;241,525;240,346;-1,51264;248,563;255;0;0;0
44908,36613;20,9984;20,4981;20,3082;20,1502;20,325;21,5881;241,925;242,596;240,85;-1,50626;250,219;255;0;0;0
44908,36615;20,9883;20,4984;20,3035;20,1455;20,3291;21,5877;239,195;243,167;239,544;-1,50756;249,195;255;0;0;0
44908,36617;20,9922;20,4942;20,3108;20,1474;20,3267;21,5894;239,355;242,658;238,823;-1,51114;246,499;255;0;0;0
44908,36619;20,9942;20,4932;20,3057;20,1499;20,3267;21,5822;240,512;241,505;238,955;-1,51922;247,098;255;0;0;0
44908,36621;20,987;20,4911;20,3065;20,1443;20,333;21,5869;240,543;242,658;239,281;-1,50969;250,127;255;0;0;0
44908,36623;20,9951;20,4913;20,3062;20,1515;20,3255;21,5799;238,747;239,619;239,38;-1,50427;249,405;255;0;0;0
44908,36625;20,9861;20,4928;20,3025;20,1461;20,3268;21,5811;239,246;241,03;239,2;-1,50787;249,178;255;0;0;0
44908,36628;20,9907;20,4928;20,3099;20,1519;20,3294;21,589;240,851;243,049;240,374;-1,49683;250,278;255;0;0;0
44908,3663;20,9904;20,4875;20,3023;20,1466;20,3266;21,5836;241,15;240,729;238,747;-1,50368;248,528;255;0;0;0
44908,36632;20,9896;20,4937;20,3037;20,1513;20,3318;21,5838;238,84;242,027;240,477;-1,50554;248,637;255;0;0;0
44908,36634;20,9823;20,4843;20,3082;20,1479;20,332;21,5929;238,917;242,651;239,612;-1,50925;249,796;255;0;0;0
44908,36636;20,9809;20,4838;20,3069;20,1494;20,3247;21,5933;240,698;240,959;239,81;-1,50941;248,848;255;0;0;0
44908,36638;20,9888;20,4868;20,3054;20,1489;20,3313;21,593;239,07;241,654;241,268;-1,49992;248,124;255;0;0;0
44908,3664;20,9803;20,4824;20,3098;20,1494;20,3287;21,5989;240,699;243,386;239,652;-1,49368;250,46;255;0;0;0
44908,36643;20,9839;20,4865;20,3101;20,1495;20,326;21,5949;240,794;242,358;238,769;-1,50084;248,625;255;0;0;0
44908,36645;20,9776;20,4838;20,3057;20,1508;20,3327;21,5992;240,583;242,783;241,17;-1,49301;247,003;255;0;0;0
44908,36647;20,9858;20,4852;20,3127;20,1506;20,3295;21,5871;241,646;241,592;239,063;-1,49388;247,991;255;0;0;0
44908,36649;20,9853;20,4851;20,3099;20,1539;20,3358;21,5883;241,802;243,504;240,044;-1,47978;250,346;255;0;0;0
44908,36651;20,9846;20,4836;20,312;20,1569;20,3322;21,5837;241,355;241,414;239,42;-1,48673;246,778;255;0;0;0
44908,36653;20,9771;20,4821;20,3099;20,1555;20,3303;21,5807;240,668;241,75;240,116;-1,5043;248,773;255;0;0;0
44908,36655;20,9777;20,4818;20,3083;20,1581;20,3368;21,5814;241,254;242,438;241,509;-1,50257;249,999;255;0;0;0
44908,36658;20,9835;20,4831;20,3148;20,1526;20,3355;21,5792;240,575;243,175;238,712;-1,48831;248,784;255;0;0;0
44908,3666;20,9785;20,4715;20,3108;20,1473;20,3272;21,5792;241,556;240,636;240,871;-1,49332;249,897;255;0;0;0
44908,36662;20,97;20,4804;20,307;20,1548;20,331;21,5822;238,448;241,852;239,201;-1,47744;249,4;255;0;0;0
44908,36664;20,9806;20,4701;20,3047;20,1547;20,3271;21,5849;239,208;242,271;237,777;-1,48262;248,344;255;0;0;0
44908,36666;20,9774;20,4776;20,3062;20,1563;20,3322;21,5915;240,253;241,661;239,022;-1,49265;248,324;255;0;0;0
44908,36668;20,9775;20,4849;20,3141;20,1628;20,3401;21,601;238,439;240,68;236,708;-1,488;248,118;255;0;0;0
44908,3667;20,976;20,482;20,3132;20,1565;20,3376;21,6098;242,277;241,29;237,557;-1,49801;248,923;255;0;0;0
44908,36673;20,9837;20,4763;20,3159;20,1639;20,3386;21,61;240,891;243,143;241,778;-1,48801;249,834;255;0;0;0
44908,36675;20,9792;20,4825;20,3193;20,1597;20,3406;21,6056;240,37;242,796;239,961;-1,48859;250,304;255;0;0;0
44908,36677;20,9769;20,4812;20,3192;20,1653;20,3398;21,6016;242,096;240,796;239,035;-1,48207;250,196;255;0;0;0
44908,36679;20,9799;20,4787;20,3178;20,1648;20,3463;21,609;241,304;243,681;241,395;-1,49559;248,217;255;0;0;0
44908,36681;20,9792;20,4731;20,3175;20,1608;20,3387;21,6078;240,525;242,824;240,036;-1,48521;248,454;255;0;0;0
44908,36683;20,9785;20,4722;20,3146;20,1656;20,3343;21,5995;240,958;242,223;239,196;-1,48168;248,244;255;0;0;0
44908,36685;20,9777;20,4715;20,3127;20,1664;20,344;21,6007;240,179;241,659;238,106;-1,50065;247,117;255;0;0;0
44908,36687;20,9771;20,475;20,3169;20,162;20,3419;21,5992;238,313;240,527;237,925;-1,49228;250,511;255;0;0;0
44908,3669;20,9737;20,4711;20,3183;20,1628;20,3439;21,5861;240,066;243,322;240,624;-1,50009;247,398;255;0;0;0
44908,36692;20,9785;20,4724;20,3166;20,1621;20,3439;21,591;240,021;243,118;241,144;-1,49414;248,813;255;0;0;0
44908,36694;20,9748;20,4717;20,3185;20,1672;20,3395;21,5813;238,417;240,343;241,724;-1,49881;249,553;255;0;0;0
44908,36696;20,9753;20,4678;20,3202;20,1689;20,3368;21,5807;240,552;241,575;239,121;-1,50326;247,897;255;0;0;0
44908,36698;20,9665;20,4684;20,318;20,1688;20,3379;21,5807;241,628;242,31;240,7;-1,49327;248,525;255;0;0;0
44908,367;20,9735;20,4669;20,3145;20,1594;20,3452;21,5748;239,948;242,162;240,265;-1,50941;249,574;255;0;0;0
44908,36702;20,9626;20,4676;20,3189;20,1704;20,3405;21,5803;239,637;242,232;241,501;-1,50108;251,455;255;0;0;0
44908,36705;20,9675;20,4629;20,3118;20,1673;20,3416;21,5768;241,41;243,48;241,412;-1,4891;247,369;255;0;0;0
44908,36707;20,9604;20,4573;20,3032;20,1585;20,3339;21,5735;240,477;241,617;239,776;-1,50088;249,426;255;0;0;0
44908,36709;20,96;20,455;20,3082;20,1603;20,3343;21,5788;238,608;241,396;241,075;-1,50172;248,97;255;0;0;0
44908,36711;20,9575;20,4546;20,315;20,1656;20,3425;21,5838;240,708;243,097;239,127;-1,4938;247,88;255;0;0;0
44908,36713;20,9623;20,4536;20,3116;20,1651;20,3437;21,5811;241,148;243,327;241,085;-1,49002;249,866;255;0;0;0
44908,36715;20,9572;20,4595;20,3085;20,1679;20,3398;21,5806;241,066;239,841;238,876;-1,49087;251,55;255;0;0;0
44908,36717;20,9619;20,4543;20,3077;20,1607;20,3395;21,5808;241,119;241,419;239,481;-1,49658;248,249;255;0;0;0
44908,3672;20,9609;20,4619;20,3161;20,166;20,3389;21,5799;240,807;241,677;237,024;-1,49893;250,187;255;0;0;0
44908,36722;20,9621;20,4561;20,3161;20,1687;20,3449;21,5867;241,578;242,288;237,363;-1,49886;249,809;255;0;0;0
44908,36724;20,9579;20,4576;20,3196;20,1634;20,3459;21,5876;240,647;242,059;240,59;-1,48073;246,808;255;0;0;0
44908,36726;20,9577;20,4593;20,3176;20,1658;20,3434;21,5868;240,757;241,26;239,546;-1,50029;250,581;255;0;0;0
44908,36728;20,9604;20,455;20,3206;20,1629;20,3456;21,5852;238,797;242,257;239,212;-1,50319;250,311;255;0;0;0
44908,3673;20,9603;20,4563;20,3172;20,1675;20,3439;21,5945;241,229;242,147;240,885;-1,50206;246,293;255;0;0;0
44908,36732;20,964;20,4555;20,3169;20,1735;20,3497;21,5909;241,528;240,435;239,209;-1,49947;251,109;255;0;0;0
44908,36735;20,9603;20,4618;20,3217;20,1674;20,3519;21,5937;241,808;243,584;240,607;-1,49898;247,775;255;0;0;0
44908,36737;20,96;20,4605;20,3239;20,1734;20,349;21,5879;240,089;241,31;239,355;-1,49854;249,983;255;0;0;0
44908,36739;20,9654;20,4614;20,328;20,1703;20,3472;21,5845;240,841;241,766;238,864;-1,49983;250,446;255;0;0;0
44908,36741;20,9621;20,4598;20,3251;20,1742;20,3554;21,581;240,506;243,545;237,283;-1,49158;248,875;255;0;0;0
44908,36743;20,9634;20,4592;20,3228;20,1758;20,3535;21,578;239,497;243,178;240,524;-1,49536;248,427;255;0;0;0
44908,36745;20,9607;20,4516;20,3175;20,1779;20,3444;21,5717;239,914;242,567;240,072;-1,48899;247,588;255;0;0;0
44908,36747;20,9599;20,4488;20,3226;20,1739;20,3476;21,57;239,542;240,567;241,253;-1,49253;249,89;255;0;0;0
44908,3675;20,9522;20,451;20,3199;20,1699;20,3503;21,571;239,924;242,552;239,181;-1,49511;249,311;255;0;0;0
44908,36752;20,9569;20,4463;20,3176;20,1773;20,3421;21,5777;241,212;242,209;239,496;-1,50314;248,691;255;0;0;0
44908,36754;20,9542;20,4518;20,3253;20,173;20,345;21,5741;240,022;240,262;238,801;-1,49496;249,927;255;0;0;0
44908,36756;20,9587;20,4486;20,3224;20,172;20,3517;21,5757;239,653;243,137;240,147;-1,50233;248,962;255;0;0;0
44908,36758;20,9576;20,4406;20,3203;20,1761;20,3471;21,5854;240,615;242,903;240,598;-1,49223;247,695;255;0;0;0
44908,3676;20,9583;20,4453;20,3276;20,1738;20,3464;21,5937;240,867;241,865;239,726;-1,49886;250,147;255;0;0;0
44908,36762;20,9496;20,4483;20,3242;20,1753;20,3453;21,5954;239,216;241,9;241,23;-1,50282;250,132;255;0;0;0
44908,36764;20,953;20,4419;20,3197;20,1726;20,3527;21,5879;241,039;241,364;239,534;-1,49947;247,755;255;0;0;0
44908,36767;20,948;20,4399;20,3247;20,1792;20,3479;21,5932;239,158;243,54;239,305;-1,50163;248,064;255;0;0;0
44908,36769;20,9464;20,4426;20,3218;20,1778;20,3482;21,5947;241,585;242,479;237,659;-1,50108;247,863;255;0;0;0
44908,36771;20,9494;20,4482;20,3279;20,1833;20,3516;21,5927;241,683;241,431;239,722;-1,5055;248,479;255;0;0;0
44908,36773;20,9494;20,4449;20,3265;20,1843;20,3585;21,5899;241,235;242,17;238,543;-1,50448;249,938;255;0;0;0
44908,36775;20,9561;20,4469;20,3288;20,1888;20,3608;21,5935;239,794;239,583;239,313;-1,49696;248,01;255;0;0;0
44908,36777;20,9529;20,4412;20,3286;20,1867;20,3608;21,5816;240,511;240,5;237,532;-1,49654;251,015;255;0;0;0
44908,36779;20,957;20,4467;20,3311;20,1877;20,3597;21,5869;241,698;240,416;241,562;-1,50464;249,327;255;0;0;0
44908,36782;20,9558;20,4477;20,3234;20,1891;20,3608;21,582;239,598;243,144;238,97;-1,50812;247,112;255;0;0;0
44908,36784;20,9521;20,4458;20,333;20,1849;20,3587;21,5759;241,314;242,347;240,422;-1,5107;248,363;255;0;0;0
44908,36786;20,9476;20,4411;20,3298;20,1869;20,3567;21,5746;238,679;240,552;239,287;-1,50559;248,639;255;0;0;0
44908,36788;20,9475;20,4396;20,3307;20,1817;20,3629;21,5634;241,798;241,937;241,381;-1,50439;248,631;255;0;0;0
44908,3679;20,9453;20,4357;20,3277;20,1853;20,3581;21,568;240,581;239,973;239,173;-1,4982;247,428;255;0;0;0
44908,36792;20,9525;20,4431;20,3272;20,1897;20,3599;21,5712;240,882;242,374;240,333;-1,50748;251,328;255;0;0;0
44908,36794;20,9524;20,4421;20,332;20,19;20,3542;21,5678;239,87;242,647;239,413;-1,50652;249,988;255;0;0;0
44908,36797;20,9439;20,4348;20,3273;20,1846;20,355;21,5695;241,147;242,806;241,117;-1,50687;248,509;255;0;0;0
44908,36799;20,9466;20,4312;20,3191;20,1807;20,3524;21,5755;239,721;243,35;240,404;-1,51222;249,231;255;0;0;0
44908,36801;20,941;20,4276;20,3275;20,1815;20,3492;21,5793;237,951;241,299;239,927;-1,49711;250,842;255;0;0;0
44908,36803;20,9381;20,4322;20,3262;20,1821;20,3575;21,579;242,428;240,668;239,036;-1,49719;250,955;255;0;0;0
44908,36805;20,934;20,4277;20,3244;20,1804;20,3504;21,5785;239,704;242,29;239,101;-1,51349;250,721;255;0;0;0
44908,36807;20,9366;20,4271;20,3244;20,1849;20,3531;21,5814;238,945;242,503;240,732;-1,50444;251,207;255;0;0;0
44908,36809;20,9406;20,4327;20,3283;20,1886;20,3562;21,5908;238,725;241,933;240,657;-1,50718;250,469;255;0;0;0
44908,36812;20,9402;20,4317;20,3284;20,1853;20,3579;21,5807;240,038;242,976;239,959;-1,50761;247,876;255;0;0;0
44908,36814;20,939;20,4299;20,3245;20,1806;20,3545;21,5835;241,342;243,099;239,062;-1,49559;249,624;255;0;0;0
44908,36816;20,9366;20,4236;20,3256;20,1858;20,3527;21,5799;239,741;240,065;240,735;-1,50096;247,645;255;0;0;0
44908,36818;20,9371;20,4211;20,3279;20,1859;20,3572;21,5738;240,793;240,168;238,408;-1,49822;250,634;255;0;0;0
44908,3682;20,9369;20,4239;20,3224;20,1872;20,3538;21,5762;240,628;240,797;241,551;-1,49506;247,87;255;0;0;0
44908,36822;20,934;20,4272;20,3279;20,1918;20,3582;21,5833;241,236;242,875;242,553;-1,50336;248,624;255;0;0;0
44908,36824;20,9408;20,428;20,3334;20,1952;20,3616;21,587;240,213;242,867;241,784;-1,50063;250,384;255;0;0;0
44908,36827;20,9315;20,4286;20,3317;20,1854;20,359;21,5886;239,451;239,629;239,083;-1,50268;248,363;255;0;0;0
44908,36829;20,9355;20,4276;20,332;20,1902;20,356;21,5902;240,284;240,676;238,882;-1,49476;249,811;255;0;0;0
44908,36831;20,9309;20,4208;20,3295;20,1964;20,3665;21,5953;240,546;242,188;240,903;-1,4966;246,648;255;0;0;0
44908,36833;20,9348;20,426;20,3264;20,1927;20,3619;21,5925;240,173;241,449;241,179;-1,49433;247,499;255;0;0;0
44908,36835;20,9347;20,4256;20,3333;20,1914;20,3569;21,5934;241,691;241,589;239,022;-1,49879;247,849;255;0;0;0
44908,36837;20,9294;20,4151;20,3261;20,1898;20,3558;21,5904;240,622;240,469;238,342;-1,50612;245,863;255;0;0;0
44908,36839;20,9377;20,4189;20,3277;20,1929;20,3618;21,5936;242,42;242,669;240,16;-1,49953;248,636;255;0;0;0
44908,36841;20,9321;20,4231;20,3362;20,1921;20,3589;21,6061;239,358;241,256;238,277;-1,50013;249,957;255;0;0;0
44908,36844;20,9356;20,4207;20,3355;20,1954;20,3564;21,5992;241,195;241,148;239,716;-1,50737;247,133;255;0;0;0
44908,36846;20,9304;20,4229;20,3327;20,1967;20,363;21,5925;240,053;241,17;240,773;-1,50993;249,065;255;0;0;0
44908,36848;20,926;20,4164;20,3262;20,1922;20,3654;21,596;241,358;241,827;238,879;-1,49183;248,605;255;0;0;0
44908,3685;20,9323;20,4197;20,3286;20,1954;20,3608;21,5905;239,525;241,716;238,072;-1,49352;249,95;255;0;0;0
44908,36852;20,9309;20,4208;20,324;20,1923;20,3612;21,5769;241,173;240,532;239,156;-1,50362;248,267;255;0;0;0
44908,36854;20,9241;20,413;20,3322;20,1984;20,3632;21,5813;241,181;241,069;240,569;-1,51022;249,349;255;0;0;0
44908,36856;20,9279;20,414;20,3285;20,1969;20,3632;21,5817;240,696;241,985;238,675;-1,49816;248,449;255;0;0;0
44908,36859;20,9296;20,4128;20,3285;20,1949;20,3621;21,5799;240,462;242,427;239,09;-1,50266;250,093;255;0;0;0
44908,36861;20,9271;20,4147;20,3293;20,1998;20,366;21,5891;239,11;241,399;239,868;-1,49962;249,273;255;0;0;0
44908,36863;20,9305;20,4116;20,3292;20,1976;20,3644;21,5956;238,107;241,801;239,097;-1,49955;249,418;255;0;0;0
44908,36865;20,9272;20,4183;20,3297;20,1953;20,3646;21,597;241,15;242,832;239,965;-1,50919;249,903;255;0;0;0
44908,36867;20,9248;20,4103;20,3368;20,2031;20,367;21,606;240,698;243,197;240,907;-1,49246;249,26;255;0;0;0
44908,36869;20,9308;20,4106;20,3377;20,1982;20,3672;21,6149;240,518;240,606;238,736;-1,49651;248,614;255;0;0;0
44908,36871;20,925;20,41;20,3375;20,2041;20,3648;21,6113;242,258;243,991;240,325;-1,50057;247,24;255;0;0;0
44908,36874;20,9288;20,4194;20,3411;20,2017;20,3741;21,622;240,945;242,193;238,717;-1,50978;249,814;255;0;0;0
44908,36876;20,9336;20,4126;20,3354;20,2041;20,3696;21,6228;239,724;241,88;240,407;-1,50738;247,682;255;0;0;0
44908,36878;20,9238;20,412;20,3376;20,2031;20,3729;21,6223;241,598;242,997;239,585;-1,50543;247,577;255;0;0;0
44908,3688;20,923;20,4161;20,3392;20,2074;20,3733;21,6144;241,221;240,048;240,998;-1,49957;250,078;255;0;0;0
44908,36882;20,9271;20,4095;20,3322;20,2056;20,3673;21,6087;242,099;242,79;240,795;-1,50346;247,287;255;0;0;0
44908,36884;20,92;20,4104;20,3354;20,2058;20,3712;21,6005;241,033;243,681;240,13;-1,50158;247,661;255;0;0;0
44908,36886;20,928;20,4061;20,3408;20,2072;20,3749;21,5931;240,813;242,117;239,797;-1,49736;248,575;255;0;0;0
44908,36889;20,9267;20,4101;20,337;20,2118;20,3683;21,5907;240,569;241,143;241,201;-1,48405;247,926;255;0;0;0
44908,36891;20,9249;20,4147;20,3416;20,2077;20,3752;21,5905;239,909;241,57;241,008;-1,4929;250,106;255;0;0;0
44908,36893;20,9287;20,4123;20,34;20,2097;20,3756;21,5927;239,98;242,885;240,666;-1,50695;249,143;255;0;0;0
44908,36895;20,933;20,4146;20,3442;20,2159;20,3732;21,6009;239,089;241,519;240,406;-1,5001;250,501;255;0;0;0
44908,36897;20,9236;20,4157;20,3377;20,2074;20,3755;21,6169;240,307;243,285;238,173;-1,49738;247,593;255;0;0;0
