"22_12_15_1_ao_4.csv"
"15/12/2022 10:09:39"
""
16
"TIME"; "°C"; "°C"; "°C"; "°C"; "°C"; "°C"; "kPa"; "kPa"; "kPa"; "kPa"; "kPa"; "DIO"; "TOTAL"; "ALARM1"; "ALARM2"
"04TIME"; "0401"; "0402"; "0403"; "0404"; "0405"; "0406"; "0407"; "0408"; "0409"; "0410"; "0417"; "04DIO"; "04TOTAL"; "04ALARM1"; "04ALARM2"
44910,423399502; 19,5035; 20,5010; 20,3206; 20,4676; 20,5526; 21,4232; 240,135; 240,524; 238,366; -1,31777; 249,402; 255; 0; 0; 0
44910,423426655; 19,5010; 20,5061; 20,3129; 20,4567; 20,5569; 21,4197; 237,224; 240,837; 238,822; -1,32364; 249,020; 255; 0; 0; 0
44910,423448043; 19,5030; 20,5117; 20,3210; 20,4722; 20,5621; 21,4354; 240,246; 242,019; 240,438; -1,31936; 249,415; 255; 0; 0; 0
44910,423469432; 19,5049; 20,5101; 20,3193; 20,4657; 20,5637; 21,4373; 240,163; 242,700; 240,071; -1,32424; 249,350; 255; 0; 0; 0
44910,423490821; 19,5091; 20,5085; 20,3206; 20,4653; 20,5578; 21,4344; 239,722; 241,134; 238,142; -1,33025; 247,311; 255; 0; 0; 0
44910,423512210; 19,5080; 20,5096; 20,3198; 20,4666; 20,5635; 21,4379; 238,373; 240,580; 236,343; -1,32106; 246,262; 255; 0; 0; 0
44910,423533599; 19,5091; 20,5074; 20,3232; 20,4727; 20,5591; 21,4382; 239,244; 242,169; 239,328; -1,33014; 247,757; 255; 0; 0; 0
44910,423554976; 19,5010; 20,4988; 20,3223; 20,4653; 20,5661; 21,4322; 239,475; 241,786; 240,972; -1,31847; 249,190; 255; 0; 0; 0
44910,423576365; 19,5117; 20,5107; 20,3299; 20,4748; 20,5652; 21,4359; 238,512; 241,463; 237,840; -1,32964; 247,750; 255; 0; 0; 0
44910,423597754; 19,5128; 20,5044; 20,3282; 20,4709; 20,5695; 21,4361; 239,284; 241,178; 238,790; -1,32310; 247,260; 255; 0; 0; 0
44910,423619143; 19,5112; 20,5081; 20,3295; 20,4768; 20,5677; 21,4317; 239,236; 240,147; 239,980; -1,32883; 248,431; 255; 0; 0; 0
44910,423640532; 19,5145; 20,5046; 20,3263; 20,4691; 20,5723; 21,4265; 239,143; 241,001; 240,381; -1,33113; 247,425; 255; 0; 0; 0
44910,423661921; 19,5103; 20,5052; 20,3308; 20,4768; 20,5618; 21,4221; 239,875; 241,638; 239,375; -1,31876; 248,692; 255; 0; 0; 0
44910,423683310; 19,5097; 20,5048; 20,3238; 20,4748; 20,5689; 21,4224; 237,593; 240,985; 240,483; -1,32090; 248,101; 255; 0; 0; 0
44910,423704699; 19,5052; 20,4972; 20,3237; 20,4655; 20,5589; 21,4191; 237,930; 240,723; 240,728; -1,32914; 249,063; 255; 0; 0; 0
44910,423726087; 19,5019; 20,4945; 20,3208; 20,4663; 20,5649; 21,4205; 238,882; 241,513; 238,713; -1,32684; 246,593; 255; 0; 0; 0
44910,423747476; 19,4980; 20,4958; 20,3249; 20,4628; 20,5621; 21,4106; 240,085; 241,685; 240,139; -1,32413; 248,158; 255; 0; 0; 0
44910,423768865; 19,4993; 20,4913; 20,3205; 20,4655; 20,5583; 21,4122; 240,215; 240,522; 239,745; -1,32372; 248,115; 255; 0; 0; 0
44910,423790243; 19,5021; 20,4973; 20,3264; 20,4615; 20,5621; 21,4170; 238,468; 241,307; 239,619; -1,31551; 249,974; 255; 0; 0; 0
44910,423811631; 19,4991; 20,4887; 20,3222; 20,4708; 20,5629; 21,4178; 238,879; 241,098; 240,982; -1,31818; 248,097; 255; 0; 0; 0
44910,423833020; 19,5050; 20,4953; 20,3261; 20,4686; 20,5658; 21,4203; 240,211; 242,125; 239,927; -1,32162; 248,699; 255; 0; 0; 0
44910,423854409; 19,5059; 20,4907; 20,3301; 20,4706; 20,5591; 21,4206; 239,912; 242,542; 239,444; -1,32930; 248,223; 255; 0; 0; 0
44910,423875798; 19,4964; 20,4917; 20,3268; 20,4634; 20,5622; 21,4138; 239,692; 241,951; 238,451; -1,31622; 249,658; 255; 0; 0; 0
44910,423897187; 19,4966; 20,4886; 20,3235; 20,4601; 20,5603; 21,4182; 239,151; 241,885; 240,408; -1,30843; 249,869; 255; 0; 0; 0
44910,423918576; 19,4972; 20,4865; 20,3248; 20,4675; 20,5605; 21,4135; 239,316; 240,637; 239,812; -1,31192; 249,106; 255; 0; 0; 0
44910,423939965; 19,4933; 20,4911; 20,3251; 20,4668; 20,5560; 21,4172; 240,420; 239,597; 238,265; -1,32077; 250,707; 255; 0; 0; 0
44910,423961354; 19,5088; 20,4901; 20,3279; 20,4683; 20,5715; 21,4270; 237,083; 239,718; 237,235; -1,31947; 246,543; 255; 0; 0; 0
44910,423982743; 19,5010; 20,4876; 20,3319; 20,4738; 20,5710; 21,4213; 239,826; 239,514; 236,881; -1,31454; 249,863; 255; 0; 0; 0
44910,424004120; 19,5003; 20,4850; 20,3289; 20,4740; 20,5609; 21,4149; 240,895; 242,124; 237,869; -1,32333; 249,417; 255; 0; 0; 0
44910,424025509; 19,5022; 20,4958; 20,3331; 20,4761; 20,5713; 21,4245; 240,150; 239,945; 239,208; -1,31915; 245,025; 255; 0; 0; 0
44910,424046898; 19,5049; 20,4885; 20,3259; 20,4750; 20,5641; 21,4192; 240,100; 239,789; 236,993; -1,32387; 249,967; 255; 0; 0; 0
44910,424068287; 19,5042; 20,4914; 20,3304; 20,4650; 20,5694; 21,4242; 238,120; 241,410; 239,039; -1,31113; 246,528; 255; 0; 0; 0
44910,424089675; 19,4986; 20,4818; 20,3242; 20,4606; 20,5666; 21,4117; 239,190; 242,736; 237,274; -1,31619; 246,898; 255; 0; 0; 0
44910,424111064; 19,4938; 20,4864; 20,3217; 20,4647; 20,5645; 21,4117; 240,455; 241,897; 240,029; -1,31671; 248,224; 255; 0; 0; 0
44910,424132453; 19,4999; 20,4849; 20,3256; 20,4632; 20,5644; 21,4170; 239,395; 241,130; 238,668; -1,32539; 247,582; 255; 0; 0; 0
44910,424153842; 19,4946; 20,4830; 20,3240; 20,4708; 20,5610; 21,4209; 239,058; 242,075; 239,134; -1,32074; 247,513; 255; 0; 0; 0
44910,424175231; 19,4935; 20,4838; 20,3275; 20,4629; 20,5667; 21,4180; 237,222; 241,242; 240,032; -1,32705; 249,616; 255; 0; 0; 0
44910,424196620; 19,5021; 20,4833; 20,3312; 20,4652; 20,5664; 21,4168; 238,496; 241,332; 238,931; -1,32258; 248,245; 255; 0; 0; 0
44910,424217997; 19,4954; 20,4733; 20,3206; 20,4635; 20,5627; 21,4116; 239,225; 241,096; 237,621; -1,32664; 248,335; 255; 0; 0; 0
44910,424239386; 19,4951; 20,4699; 20,3202; 20,4641; 20,5626; 21,4038; 238,962; 241,867; 239,017; -1,33062; 250,221; 255; 0; 0; 0
44910,424260775; 19,4861; 20,4714; 20,3178; 20,4644; 20,5610; 21,4040; 238,731; 239,136; 238,934; -1,31812; 249,938; 255; 0; 0; 0
44910,424282164; 19,4875; 20,4728; 20,3209; 20,4626; 20,5543; 21,3997; 237,982; 240,702; 237,842; -1,33357; 246,447; 255; 0; 0; 0
44910,424303553; 19,4921; 20,4672; 20,3197; 20,4573; 20,5554; 21,3916; 241,005; 242,404; 239,140; -1,31836; 247,633; 255; 0; 0; 0
44910,424324942; 19,4849; 20,4706; 20,3250; 20,4577; 20,5593; 21,3969; 240,155; 242,120; 238,606; -1,32083; 249,126; 255; 0; 0; 0
44910,424346331; 19,4964; 20,4752; 20,3295; 20,4638; 20,5645; 21,4030; 237,793; 241,588; 240,732; -1,32124; 248,134; 255; 0; 0; 0
44910,424367719; 19,4967; 20,4753; 20,3254; 20,4646; 20,5604; 21,4037; 238,527; 240,499; 241,296; -1,33905; 247,070; 255; 0; 0; 0
44910,424389108; 19,4952; 20,4783; 20,3327; 20,4676; 20,5649; 21,4013; 238,862; 241,645; 239,810; -1,31205; 248,764; 255; 0; 0; 0
44910,424410497; 19,4974; 20,4720; 20,3324; 20,4684; 20,5734; 21,4016; 239,230; 240,178; 239,117; -1,32523; 249,752; 255; 0; 0; 0
44910,424431886; 19,4948; 20,4726; 20,3271; 20,4700; 20,5652; 21,4090; 240,699; 241,550; 237,947; -1,31291; 246,826; 255; 0; 0; 0
44910,424453263; 19,4971; 20,4745; 20,3305; 20,4715; 20,5627; 21,4063; 240,438; 243,027; 237,838; -1,31507; 247,877; 255; 0; 0; 0
44910,424474652; 19,4995; 20,4778; 20,3274; 20,4728; 20,5680; 21,4029; 240,751; 240,833; 239,681; -1,32488; 247,901; 255; 0; 0; 0
44910,424496041; 19,4982; 20,4697; 20,3292; 20,4695; 20,5660; 21,4085; 238,012; 241,179; 239,810; -1,33010; 249,098; 255; 0; 0; 0
44910,424517430; 19,4935; 20,4725; 20,3232; 20,4631; 20,5675; 21,3995; 240,841; 240,940; 239,606; -1,33389; 246,006; 255; 0; 0; 0
44910,424538819; 19,4889; 20,4700; 20,3245; 20,4622; 20,5616; 21,3981; 240,896; 242,334; 239,757; -1,32738; 247,965; 255; 0; 0; 0
44910,424560208; 19,4907; 20,4657; 20,3257; 20,4698; 20,5687; 21,3935; 240,025; 239,768; 240,311; -1,32636; 248,898; 255; 0; 0; 0
44910,424581597; 19,4879; 20,4651; 20,3305; 20,4670; 20,5650; 21,3939; 240,199; 241,213; 238,880; -1,30774; 246,804; 255; 0; 0; 0
44910,424602986; 19,4828; 20,4633; 20,3264; 20,4622; 20,5583; 21,3871; 239,970; 240,183; 239,362; -1,31361; 247,448; 255; 0; 0; 0
44910,424624375; 19,4847; 20,4565; 20,3211; 20,4597; 20,5667; 21,3888; 239,094; 240,784; 237,149; -1,32400; 247,955; 255; 0; 0; 0
44910,424645763; 19,4816; 20,4591; 20,3204; 20,4611; 20,5622; 21,3915; 239,077; 237,828; 238,885; -1,31877; 249,404; 255; 0; 0; 0
44910,424667152; 19,4911; 20,4632; 20,3184; 20,4565; 20,5666; 21,3907; 237,491; 240,586; 240,070; -1,31881; 248,202; 255; 0; 0; 0
44910,424688541; 19,4865; 20,4564; 20,3258; 20,4637; 20,5639; 21,4052; 237,704; 241,056; 238,857; -1,31021; 248,198; 255; 0; 0; 0
44910,424709930; 19,4873; 20,4621; 20,3271; 20,4607; 20,5607; 21,4102; 240,835; 242,752; 239,402; -1,31948; 246,706; 255; 0; 0; 0
44910,424731319; 19,4819; 20,4582; 20,3278; 20,4641; 20,5544; 21,4146; 240,415; 242,318; 240,570; -1,31578; 250,441; 255; 0; 0; 0
44910,424752708; 19,4801; 20,4570; 20,3197; 20,4550; 20,5547; 21,4103; 240,499; 241,179; 238,960; -1,32365; 246,880; 255; 0; 0; 0
44910,424774097; 19,4791; 20,4563; 20,3223; 20,4606; 20,5607; 21,4170; 238,607; 242,310; 238,101; -1,31749; 248,339; 255; 0; 0; 0
44910,424795486; 19,4854; 20,4506; 20,3200; 20,4577; 20,5619; 21,4291; 240,169; 242,069; 240,200; -1,32782; 249,571; 255; 0; 0; 0
44910,424816875; 19,4821; 20,4510; 20,3254; 20,4629; 20,5563; 21,4255; 240,677; 240,992; 240,295; -1,33446; 250,504; 255; 0; 0; 0
44910,424838263; 19,4810; 20,4475; 20,3209; 20,4576; 20,5623; 21,4307; 239,078; 241,253; 240,190; -1,32152; 248,464; 255; 0; 0; 0
44910,424859641; 19,4817; 20,4506; 20,3253; 20,4586; 20,5587; 21,4272; 238,542; 241,663; 237,948; -1,32945; 246,869; 255; 0; 0; 0
44910,424881030; 19,4796; 20,4536; 20,3252; 20,4606; 20,5596; 21,4274; 238,920; 241,255; 238,698; -1,32462; 248,173; 255; 0; 0; 0
44910,424902418; 19,4828; 20,4487; 20,3262; 20,4566; 20,5534; 21,4112; 240,029; 240,146; 239,236; -1,33513; 246,564; 255; 0; 0; 0
44910,424923819; 19,4781; 20,4536; 20,3238; 20,4533; 20,5627; 21,4153; 240,511; 241,657; 237,396; -1,32240; 248,739; 255; 0; 0; 0
44910,424945196; 19,4803; 20,4436; 20,3219; 20,4592; 20,5547; 21,4095; 239,725; 240,283; 238,497; -1,30993; 248,676; 255; 0; 0; 0
44910,424966585; 19,4817; 20,4458; 20,3240; 20,4558; 20,5544; 21,4081; 240,939; 241,398; 239,018; -1,33052; 247,255; 255; 0; 0; 0
44910,424987974; 19,4873; 20,4473; 20,3301; 20,4672; 20,5684; 21,4221; 238,461; 241,420; 239,106; -1,32007; 249,392; 255; 0; 0; 0
44910,425009363; 19,4931; 20,4495; 20,3344; 20,4716; 20,5648; 21,4179; 237,709; 241,213; 239,095; -1,31862; 247,371; 255; 0; 0; 0
44910,425030752; 19,4845; 20,4541; 20,3330; 20,4657; 20,5661; 21,4131; 239,175; 243,478; 239,794; -1,31055; 246,664; 255; 0; 0; 0
44910,425052141; 19,4853; 20,4532; 20,3298; 20,4702; 20,5624; 21,4150; 240,003; 240,856; 238,632; -1,33746; 250,374; 255; 0; 0; 0
44910,425073530; 19,4883; 20,4541; 20,3303; 20,4721; 20,5712; 21,4131; 240,394; 241,908; 238,354; -1,32960; 248,026; 255; 0; 0; 0
44910,425094918; 19,4882; 20,4467; 20,3333; 20,4668; 20,5686; 21,4153; 239,887; 242,799; 239,140; -1,33398; 248,178; 255; 0; 0; 0
44910,425116307; 19,4789; 20,4401; 20,3295; 20,4662; 20,5584; 21,4076; 240,092; 241,223; 237,476; -1,33428; 246,600; 255; 0; 0; 0
44910,425137685; 19,4829; 20,4431; 20,3211; 20,4615; 20,5647; 21,4185; 238,950; 242,401; 239,869; -1,33339; 248,217; 255; 0; 0; 0
44910,425159074; 19,4825; 20,4447; 20,3265; 20,4642; 20,5614; 21,4172; 240,294; 240,437; 238,419; -1,34644; 248,809; 255; 0; 0; 0
44910,425180462; 19,4833; 20,4419; 20,3282; 20,4645; 20,5635; 21,4137; 239,299; 241,365; 238,335; -1,32907; 249,907; 255; 0; 0; 0
44910,425201851; 19,4786; 20,4376; 20,3196; 20,4628; 20,5649; 21,4155; 239,811; 241,535; 238,321; -1,34209; 245,918; 255; 0; 0; 0
44910,425223240; 19,4747; 20,4355; 20,3240; 20,4646; 20,5640; 21,4087; 238,518; 240,708; 237,482; -1,31876; 249,200; 255; 0; 0; 0
44910,425244629; 19,4866; 20,4445; 20,3295; 20,4636; 20,5674; 21,4070; 238,555; 242,283; 239,746; -1,32748; 250,395; 255; 0; 0; 0
44910,425266018; 19,4789; 20,4452; 20,3302; 20,4656; 20,5619; 21,4033; 240,656; 240,870; 237,399; -1,31583; 246,347; 255; 0; 0; 0
44910,425287407; 19,4828; 20,4420; 20,3266; 20,4575; 20,5661; 21,4088; 238,631; 240,371; 236,753; -1,33366; 247,689; 255; 0; 0; 0
44910,425308796; 19,4810; 20,4426; 20,4891; 20,4681; 20,5593; 21,4036; 239,785; 242,575; 237,221; -1,33682; 249,929; 255; 0; 0; 0
44910,425330185; 19,4794; 20,4349; 21,0209; 20,4619; 20,5657; 21,3980; 241,010; 243,087; 237,171; -1,32514; 247,435; 255; 0; 0; 0
44910,425351574; 19,4750; 20,4353; 21,3454; 20,4641; 20,5632; 21,3997; 240,435; 241,805; 235,119; -1,33257; 248,098; 255; 0; 0; 0
44910,425372962; 19,4818; 20,4340; 21,5021; 20,4573; 20,5610; 21,3908; 240,638; 242,109; 236,818; -1,33141; 247,986; 255; 0; 0; 0
44910,425394351; 19,4857; 20,4380; 21,5679; 20,4684; 20,5638; 21,3268; 240,401; 240,725; 237,730; -1,31910; 247,609; 255; 0; 0; 0
44910,425415740; 19,4851; 20,4366; 21,6012; 20,4702; 20,5733; 21,2108; 239,873; 240,734; 236,388; -1,32474; 246,894; 255; 0; 0; 0
44910,425437129; 19,4844; 20,4362; 21,5564; 20,4692; 20,5679; 21,1173; 240,368; 241,798; 234,595; -1,33737; 250,431; 255; 0; 0; 0
44910,425458518; 19,4863; 20,4414; 21,4550; 20,4710; 20,5672; 21,0459; 239,656; 241,204; 236,678; -1,33791; 247,097; 255; 0; 0; 0
44910,425479895; 19,4811; 20,4412; 21,3509; 20,4729; 20,5660; 21,0042; 239,730; 240,496; 237,482; -1,34326; 247,552; 255; 0; 0; 0
44910,425501284; 19,4744; 20,4267; 21,2633; 20,4575; 20,5652; 20,9641; 240,117; 241,622; 237,541; -1,33596; 249,499; 255; 0; 0; 0
44910,425522673; 19,4775; 20,4279; 21,2203; 20,4601; 20,5609; 20,9530; 241,935; 241,901; 236,321; -1,33463; 246,201; 255; 0; 0; 0
44910,425544062; 19,4713; 20,4247; 21,1863; 20,4582; 20,5614; 20,9426; 239,881; 240,910; 236,329; -1,33421; 247,529; 255; 0; 0; 0
44910,425565451; 19,4758; 20,4220; 21,1722; 20,4595; 20,5541; 20,9322; 239,430; 241,071; 237,468; -1,33795; 248,054; 255; 0; 0; 0
44910,425586840; 19,4713; 20,4288; 21,1649; 20,4601; 20,5633; 20,9263; 242,024; 243,066; 222,302; -1,34152; 246,318; 255; 0; 0; 0
44910,425608229; 19,4691; 20,4278; 21,1607; 20,4604; 20,5654; 20,9185; 240,201; 240,836; 238,356; -1,32903; 247,333; 255; 0; 0; 0
44910,425629618; 19,4746; 20,4265; 21,1593; 20,4637; 20,5628; 20,9217; 245,315; 243,780; 240,497; -1,33990; 249,326; 255; 0; 0; 0
44910,425651006; 19,4793; 20,4251; 21,1527; 20,4602; 20,5580; 20,9077; 239,791; 239,707; 240,185; -1,32901; 250,397; 255; 0; 0; 0
44910,425672395; 19,4705; 20,4202; 21,1505; 20,4564; 20,5659; 20,9116; 238,465; 240,688; 238,454; -1,32788; 247,110; 255; 0; 0; 0
44910,425693784; 19,4745; 20,4262; 21,1508; 20,4625; 20,5645; 20,9099; 239,211; 242,219; 238,926; -1,31661; 247,606; 255; 0; 0; 0
44910,425715173; 19,4770; 20,4243; 21,1437; 20,4610; 20,5592; 20,8985; 240,408; 240,591; 238,089; -1,31327; 248,455; 255; 0; 0; 0
44910,425736562; 19,4715; 20,4234; 21,1421; 20,4643; 20,5623; 20,9077; 240,649; 242,337; 217,126; -1,32173; 243,585; 255; 0; 0; 0
44910,425757939; 19,4728; 20,4220; 21,1473; 20,4661; 20,5645; 20,9243; 238,984; 240,354; 236,981; -1,34085; 247,769; 255; 0; 0; 0
44910,425779328; 19,4736; 20,4276; 21,1376; 20,4629; 20,5650; 20,9189; 243,821; 244,399; 241,757; -1,33684; 247,957; 255; 0; 0; 0
44910,425800717; 19,4789; 20,4232; 21,1448; 20,4639; 20,5640; 20,9495; 237,450; 243,672; 238,620; -1,32871; 246,680; 255; 0; 0; 0
44910,425822106; 19,4804; 20,4225; 21,1516; 20,4635; 20,5647; 20,9988; 239,272; 241,830; 240,734; -1,32691; 247,760; 255; 0; 0; 0
44910,425843495; 19,4792; 20,4218; 21,1528; 20,4701; 20,5716; 21,0519; 240,516; 241,834; 239,489; -1,33262; 249,763; 255; 0; 0; 0
44910,425864884; 19,4767; 20,4277; 21,1525; 20,4704; 20,5725; 21,1080; 239,043; 242,803; 239,659; -1,32265; 247,318; 255; 0; 0; 0
44910,425886273; 19,4847; 20,4264; 21,1577; 20,4700; 20,5630; 21,1503; 237,986; 242,203; 225,780; -1,32714; 245,806; 255; 0; 0; 0
44910,425907662; 19,4746; 20,4269; 21,1476; 20,4644; 20,5680; 21,1585; 238,699; 239,826; 234,672; -1,32256; 247,149; 255; 0; 0; 0
44910,425929050; 19,4775; 20,4194; 21,1789; 20,4605; 20,5606; 21,1171; 241,667; 245,929; 241,055; -1,31693; 248,972; 255; 0; 0; 0
44910,425950439; 19,4790; 20,4203; 21,2803; 20,4618; 20,5625; 21,0893; 238,614; 241,131; 239,217; -1,32011; 249,121; 255; 0; 0; 0
44910,425971828; 19,4726; 20,4169; 21,3372; 20,4662; 20,5666; 21,1069; 239,398; 241,018; 239,268; -1,32768; 247,490; 255; 0; 0; 0
44910,425993217; 19,4754; 20,4224; 21,3470; 20,4651; 20,5629; 21,1389; 238,698; 240,964; 241,084; -1,33381; 250,029; 255; 0; 0; 0
44910,426014594; 19,4740; 20,4214; 21,3557; 20,4636; 20,5677; 21,1800; 237,103; 240,094; 235,663; -1,32521; 247,182; 255; 0; 0; 0
44910,426035983; 19,4756; 20,4206; 21,3583; 20,4689; 20,5683; 21,2138; 238,852; 241,662; 237,557; -1,34195; 256,031; 255; 0; 0; 0
44910,426057372; 19,4786; 20,4172; 21,3818; 20,4642; 20,5765; 21,1810; 241,302; 242,266; 239,521; -1,31470; 248,156; 255; 0; 0; 0
44910,426078761; 19,4776; 20,4190; 21,4102; 20,4659; 20,5734; 21,1470; 238,234; 241,520; 240,782; -1,32471; 247,938; 255; 0; 0; 0
44910,426100150; 19,4849; 20,4236; 21,4325; 20,4735; 20,5743; 21,1363; 240,364; 242,180; 239,253; -1,31976; 249,483; 255; 0; 0; 0
44910,426121539; 19,4781; 20,4197; 21,4325; 20,4707; 20,5732; 21,1538; 239,244; 232,270; 229,767; -1,32471; 245,178; 255; 0; 0; 0
44910,426142928; 19,4758; 20,4121; 21,4345; 20,4670; 20,5656; 21,1784; 240,448; 241,977; 237,810; -1,33224; 249,052; 255; 0; 0; 0
44910,426164317; 19,4778; 20,4129; 21,4315; 20,4664; 20,5637; 21,1740; 238,951; 242,757; 236,208; -1,33228; 248,289; 255; 0; 0; 0
44910,426185706; 19,4727; 20,4058; 21,4212; 20,4571; 20,5645; 21,1240; 240,619; 239,858; 237,070; -1,34089; 247,311; 255; 0; 0; 0
44910,426207094; 19,4743; 20,4023; 21,4164; 20,4596; 20,5598; 21,1423; 240,372; 241,083; 237,426; -1,34437; 249,254; 255; 0; 0; 0
44910,426228483; 19,4692; 20,4044; 21,3668; 20,4608; 20,5596; 21,1786; 240,153; 241,695; 236,235; -1,32267; 247,431; 255; 0; 0; 0
44910,426249872; 19,4688; 20,4049; 21,3700; 20,4585; 20,5598; 21,1342; 239,382; 243,214; 238,065; -1,31766; 249,494; 255; 0; 0; 0
44910,426271250; 19,4710; 20,4051; 21,4001; 20,4626; 20,5650; 21,0715; 241,189; 242,619; 235,847; -1,31832; 248,376; 255; 0; 0; 0
44910,426292638; 19,4692; 20,4124; 21,3734; 20,4633; 20,5636; 21,0157; 239,765; 243,488; 236,043; -1,32904; 249,749; 255; 0; 0; 0
44910,426314027; 19,4765; 20,4027; 21,3133; 20,4599; 20,5671; 20,9631; 241,398; 240,938; 236,444; -1,33038; 248,277; 255; 0; 0; 0
44910,426335416; 19,4706; 20,4039; 21,2427; 20,4675; 20,5629; 20,9337; 238,792; 241,946; 237,086; -1,31869; 247,475; 255; 0; 0; 0
44910,426356805; 19,4775; 20,4083; 21,1986; 20,4645; 20,5680; 20,9098; 238,858; 242,726; 236,525; -1,32093; 248,244; 255; 0; 0; 0
44910,426378194; 19,4703; 20,4030; 21,1625; 20,4619; 20,5685; 20,8970; 239,679; 242,776; 235,118; -1,32129; 245,764; 255; 0; 0; 0
44910,426399583; 19,4707; 20,4068; 21,1377; 20,4648; 20,5652; 20,8942; 239,813; 242,839; 236,496; -1,31277; 248,503; 255; 0; 0; 0
44910,426420972; 19,4722; 20,4027; 21,1342; 20,4660; 20,5644; 20,8858; 240,940; 241,083; 236,044; -1,32867; 246,909; 255; 0; 0; 0
44910,426442361; 19,4764; 20,4062; 21,1225; 20,4738; 20,5698; 20,8800; 238,833; 241,392; 235,420; -1,31570; 247,362; 255; 0; 0; 0
44910,426463750; 19,4695; 20,3979; 21,1102; 20,4645; 20,5660; 20,8836; 239,406; 241,842; 237,696; -1,32415; 246,740; 255; 0; 0; 0
44910,426485127; 19,4766; 20,4061; 21,1097; 20,4688; 20,5710; 20,8766; 240,642; 241,092; 237,588; -1,32271; 248,443; 255; 0; 0; 0
44910,426506527; 19,4694; 20,4015; 21,1062; 20,4643; 20,5736; 20,8751; 241,343; 242,089; 237,937; -1,32267; 247,537; 255; 0; 0; 0
44910,426527905; 19,4744; 20,4044; 21,1057; 20,4687; 20,5643; 20,8784; 240,440; 240,861; 238,486; -1,32695; 248,220; 255; 0; 0; 0
44910,426549293; 19,4706; 20,3952; 21,1051; 20,4611; 20,5645; 20,8801; 240,509; 241,190; 238,393; -1,32779; 246,710; 255; 0; 0; 0
44910,426570682; 19,4734; 20,3959; 21,1043; 20,4634; 20,5691; 20,8760; 240,930; 241,255; 237,205; -1,32253; 248,595; 255; 0; 0; 0
44910,426592071; 19,4695; 20,3944; 21,1098; 20,4696; 20,5686; 20,8776; 241,000; 240,623; 236,357; -1,31989; 246,864; 255; 0; 0; 0
44910,426613460; 19,4678; 20,3999; 21,1040; 20,4715; 20,5655; 20,8813; 241,083; 241,149; 238,320; -1,31878; 249,448; 255; 0; 0; 0
44910,426634849; 19,4651; 20,3979; 21,1077; 20,4604; 20,5670; 20,8759; 239,465; 242,776; 237,088; -1,32594; 248,889; 255; 0; 0; 0
44910,426656238; 19,4744; 20,3988; 21,1065; 20,4698; 20,5669; 20,8895; 239,331; 241,032; 235,349; -1,31831; 247,372; 255; 0; 0; 0
44910,426677627; 19,4775; 20,3994; 21,1161; 20,4666; 20,5710; 20,8881; 241,404; 243,464; 236,614; -1,32574; 249,270; 255; 0; 0; 0
44910,426699016; 19,4672; 20,3957; 21,1109; 20,4666; 20,5741; 20,8855; 240,200; 241,821; 236,113; -1,31744; 247,325; 255; 0; 0; 0
44910,426720405; 19,4760; 20,3885; 21,1133; 20,4669; 20,5718; 20,8836; 238,961; 241,637; 237,345; -1,31396; 248,671; 255; 0; 0; 0
44910,426741782; 19,4717; 20,3968; 21,1111; 20,4694; 20,5655; 20,8830; 240,587; 242,326; 236,328; -1,33556; 248,551; 255; 0; 0; 0
44910,426763171; 19,4669; 20,3961; 21,1115; 20,4659; 20,5741; 20,8825; 240,544; 238,770; 239,729; -1,33929; 247,208; 255; 0; 0; 0
44910,426784560; 19,4657; 20,3861; 21,1108; 20,4618; 20,5731; 20,8815; 240,146; 240,186; 238,966; -1,32203; 245,080; 255; 0; 0; 0
44910,426805949; 19,4662; 20,3937; 21,1078; 20,4604; 20,5680; 20,8753; 240,856; 243,223; 238,560; -1,32629; 246,196; 255; 0; 0; 0
44910,426827337; 19,4714; 20,3973; 21,1143; 20,4680; 20,5759; 20,8810; 237,218; 242,369; 239,873; -1,33767; 247,927; 255; 0; 0; 0
44910,426848726; 19,4764; 20,3962; 21,1102; 20,4705; 20,5677; 20,8776; 240,279; 240,512; 237,567; -1,32301; 248,783; 255; 0; 0; 0
44910,426870115; 19,4710; 20,3886; 21,1095; 20,4710; 20,5720; 20,8780; 239,031; 239,838; 237,175; -1,33073; 248,309; 255; 0; 0; 0
44910,426891504; 19,4730; 20,3888; 21,1078; 20,4710; 20,5807; 20,8716; 236,382; 240,007; 236,214; -1,32104; 246,859; 255; 0; 0; 0
44910,426912893; 19,4659; 20,3893; 21,1027; 20,4629; 20,5689; 20,8727; 240,122; 241,150; 236,220; -1,32752; 250,654; 255; 0; 0; 0
44910,426934282; 19,4691; 20,3847; 21,1078; 20,4599; 20,5670; 20,8987; 245,212; 251,708; 235,811; -1,32839; 252,794; 255; 0; 0; 0
44910,426955671; 19,4617; 20,3843; 21,1036; 20,4654; 20,5656; 21,0071; 240,159; 238,834; 236,350; -1,33195; 248,275; 255; 0; 0; 0
44910,426977060; 19,4701; 20,3870; 21,1306; 20,4638; 20,5728; 21,0959; 238,443; 240,753; 235,466; -1,33035; 248,425; 255; 0; 0; 0
44910,426998449; 19,4683; 20,3864; 21,2270; 20,4655; 20,5648; 21,0817; 245,734; 255,011; 238,457; -1,32612; 249,985; 255; 0; 0; 0
44910,427019837; 19,4643; 20,3797; 21,3165; 20,4613; 20,5652; 20,9867; 238,514; 239,226; 239,395; -1,32020; 245,269; 255; 0; 0; 0
